77408,67266
56183,55852
21229,23547
1.08E+05,1.09E+05
-20381,-18043
1.44E+05,1.37E+05
-28352,-27722
91720,93116
23930,21998
27960,24908
-38281,-33425
62925,64558
-52383,-48002
-13181,-12176
50478,47287
-33533,-28139
80114,80224
14192,20908
48275,49167
83296,83388
5625.9,5638.2
1.43E+05,1.35E+05
-49634,-49276
1.31E+05,1.29E+05
-43353,-44729
1.19E+05,1.12E+05
-841.11,-1622.2
83884,78725
20010,16468
60366,56047
42276,38598
20466,17590
1018.1,3194.8
46935,45272
-49574,-47122
12093,1795.6
28422,24710
-46381,-45987
-33467,-40655
70656,75447
-37851,-38283
74877,71628
-18301,-20058
1.09E+05,1.11E+05
-38966,-37382
1.23E+05,1.18E+05
9129.3,9504.6
63509,62385
59382,59620
19252,14684
85080,83837
-4783.3,-7885.6
42888,41709
39962,38237
84289,88450
-18842,-17365
75324,83724
-35116,-34815
2448.7,4092.4
27205,26679
-34222,-37415
-29474,-33077
16219,29557
11884,10106
-38226,-32387
44366,53899
-27167,-21828
72723,71113
32762,36900
4138.2,7859.5
84517,89072
-13216,-12332
48661,50248
41637,45961
-5478.2,841.76
79833,86530
712.38,1760
50901,59694
6218.3,8100.1
10373,9971.2
61673,61331
-43637,-43592
57192,55203
-40638,-39926
55899,54200
-41072,-39196
55121,50144
-41279,-38025
73463,69159
-35821,-37399
71068,68586
-2415.1,2284.2
77474,85826
64661,59289
-15317,-21974
49046,57991
21499,22914
9262.4,19468
50757,58520
-27436,-21351
72755,87079
-13743,-16520
36760,51286
27136,34166
-8482.7,-5284.9
61823,65032
-38488,-39932
60887,57493
10153,9756.9
14246,18226
48069,49091
-16010,-15513
58687,57434
-26541,-28558
74329,73942
19863,16764
23574,24515
51246,68427
-19868,-19117
65040,84524
30745,22653
67198,52805
40391,32621
59585,47157
7861,8857.6
36039,56529
41011,57993
1120.5,2107.3
81242,92191
-15678,-15280
1.01E+05,1.08E+05
-45968,-45578
95551,1.05E+05
-45234,-44292
93993,1.06E+05
-42943,-43317
88677,96035
-8013.2,-6712.8
60981,69588
36596,48763
11754,12843
98971,1.12E+05
-34714,-38108
1.09E+05,1.27E+05
-44200,-48898
1.08E+05,1.16E+05
-29345,-27348
43874,75029
7966.4,2939.3
1.16E+05,92925
51288,36150
31735,19833
58535,37669
31020,18776
-21449,-30102
85297,69632
-50790,-49697
-30978,-28157
81238,60970
-41633,-43945
68703,52624
757.73,-5568.8
1.38E+05,1.18E+05
-25929,-30591
78606,94856
-15634,-12261
1.20E+05,1.23E+05
-44589,-41644
1.14E+05,1.20E+05
-7981,-8431.9
86511,94385
31541,35444
44598,50213
73709,77412
5254.3,7821
98809,1.10E+05
-18877,-21655
87871,99135
-48022,-46068
67751,79753
-45895,-43487
2848.1,10338
21594,26738
-37437,-37947
51498,61939
-7552.4,-8176.7
87188,97706
-4659,-2406.7
77553,96503
66706,55120
41875,32724
1.38E+05,1.28E+05
-31463,-37137
1.46E+05,1.39E+05
-2412.1,-9452.8
1.10E+05,1.07E+05
23244,34043
56802,66111
34073,38899
27775,30020
65115,75373
-13368,-14472
-38009,-41963
66611,74769
-42788,-45042
-29342,-25249
58760,58557
-36773,-40186
80202,72024
-32468,-37482
1.09E+05,96240
-19707,-25154
1.06E+05,91331
42279,30895
44339,33898
50226,39393
43989,35477
74901,67164
6769.8,3891.5
93259,82565
-3159.6,-6134.7
64878,90556
-26924,-22828
67660,1.00E+05
-43598,-43278
54923,61889
10042,3817.5
80203,54107
73927,50603
4528.8,-6111.6
72616,52927
7316.9,-4929.2
-41747,-42438
1.08E+05,88405
-39279,-42573
1.30E+05,98269
-7499.7,-16117
1.60E+05,1.24E+05
-34465,-33358
1.42E+05,1.11E+05
-27514,-34155
1.31E+05,1.00E+05
-23726,-20843
1.28E+05,1.01E+05
-50275,-47215
1.52E+05,1.21E+05
-54511,-52331
1.22E+05,98035
-53861,-49523
1.06E+05,82789
-47795,-48215
-40822,-41621
-36573,-38262
-38059,-34546
64500,66401
-31855,-34086
-38701,-29615
85535,75594
-38308,-29308
1.14E+05,86770
74706,63566
38457,32719
50756,44453
42680,38993
-11562,-12772
1.03E+05,91287
-15263,-9811.6
73053,1.03E+05
21282,19450
77089,60736
42673,23522
44270,31396
-44305,-40569
99593,81384
-42636,-45099
-36450,-41713
-18218,-12913
53140,59084
-40241,-37381
-12735,-11080
87934,83501
31958,23945
37156,28941
98823,80521
-5397.7,-7207
70435,90026
-37139,-25187
94474,1.10E+05
-4891.6,-8912.5
29936,31048
