measure,hybrid,hybrid1,ggmr,ggmr2,ggmr1,rc3,rc2,rc1,measure,hybrid,hybrid1,ggmr,ggmr2,ggmr1,rc3,rc2,rc1
-42943.16775,-42470.14449,-43319.56421,-43317.03563,-40265.37123,-44835.40881,-38909.3,-29957,-12949.6,42943.16775,42470.14449,43319.56421,43317.03563,40265.37123,44835.40881,38909.3,30349,34229.6
88677.34151,91108.61616,91309.13131,96034.97163,96124.92966,95329.04438,90600,87140,21253.6,107284.0484,111215.0155,112294.1887,118095.7354,117716.6619,119031.9096,109220,93580,39586.4
-8013.171408,-1409.986976,-3831.797313,-6712.810424,975.613796,-4144.864262,-1420,-6160,-31633.8,58409.26144,61227.01222,61177.61733,62333.86585,64543.8825,66623.74373,59840,48140,31633.8
60980.84874,60553.09501,60509.78866,69587.84544,67368.59407,67934.09965,60140,66450,32654,95602.19609,97310.85051,98202.2141,109353.8851,106753.4587,108834.5311,95280,85910,36108
36596.11577,47874.13188,43945.70062,48763.25717,40440.85015,41652.62052,44190,34750,-26462,82205.95227,89721.13521,87150.98903,95847.37184,86845.73949,89701.9973,85170,72250,34398
11753.52906,9981.267673,9489.720066,12842.79491,13363.70685,12019.34949,10330,20910,21219.3,69636.18559,69609.49632,70744.76459,77990.53223,76520.23548,77603.00905,67990,60670,34398.7
98971.00476,102102.5369,102288.5679,111871.0003,106882.4804,109896.0564,102800,90570,-3162,116226.0924,120409.6478,115897.0371,132820.2023,122321.5692,125882.7184,115540,102390,39418
-34713.50321,-34564.97119,-35006.63794,-38108.20151,-37339.28789,-37523.79766,-33810,-21211,2519,50037.70613,48127.7125,49959.55636,52442.85778,50107.60946,53104.95876,45510,39131,34937
109222.247,119811.5211,117060.1917,126541.0664,115216.081,118677.275,115280,103700,4067,116840.4648,125157.5893,122804.1856,133508.5567,122938.5561,126599.792,119740,107800,42327
-44199.70557,-43373.83088,-44877.47535,-48898.3138,-47403.43286,-48527.51279,-40350,-28768,-9935,44199.70557,43373.83088,44877.47535,48898.3138,47403.43286,48527.51279,40350,32228,36147
107619.0276,113228.7609,114410.2738,115986.0849,106319.1117,119729.3733,111690,104992,15455,113236.1467,120030.8914,121500.1789,125253.3568,114823.7936,128089.2479,117730,104992,40055
-29345.05869,-23669.19317,-26635.0147,-27348.12141,-25487.48858,-25618.49823,-23790,-22290,-23415,55815.73225,53274.50514,51879.74505,55355.17164,52849.40538,57552.27052,50370,38750,36325
43873.50309,45213.08646,42434.39785,75028.78616,47545.54412,50307.84817,49040,51995,7164,60321.12983,62502.61828,60442.42621,93282.75329,66032.7461,68168.7708,63960,58775,17056
7966.362078,17863.80824,12671.65389,2939.346153,-1257.066634,-5062.360064,15270,7660,-39014,74453.15774,78753.72161,74834.35895,71504.55023,58963.50485,62222.85161,68350,55340,39014
115889.6503,108629.9291,109435.9324,92925.10109,89815.03866,93539.3576,110480,116655,61593.4,146005.6001,142569.2998,143432.4914,122426.9615,119380.8433,122597.1444,141420,129925,61786.6
51288.3928,52944.05524,52815.42655,36149.63424,27483.10987,30496.66074,54784,43408,-21383.9,108354.8117,111572.4626,110763.8237,94204.78975,84758.09345,93682.94105,107084,89888,30323.9
31735.25988,29917.76141,30286.9555,19833.23656,21541.95051,22003.74537,30364,43734,41865,94962.95626,93507.40149,95226.15602,82827.43882,81541.11551,85428.15741,91524,84154,49713
58535.06151,62548.60517,67683.66979,37669.18821,33389.9107,37813.27301,68590,55060,-38543,113524.3166,111525.051,113805.7895,93298.52771,81844.08404,89933.00326,110890,94760,45397
31019.95487,27918.49099,28004.05362,18776.49324,15662.90284,21874.76985,30851,44190,39780,94613.34911,92815.76549,94688.77942,82718.3921,79028.79474,86842.96213,89549,82630,48660
-21448.9106,-17935.74709,-9275.727455,-30101.61471,-23530.90315,-30099.09789,-7010,-12720,-50970,58153.27294,51976.86823,62253.18343,45396.52838,57273.25494,54251.4003,56310,46000,50970
85296.83054,84189.09538,86570.242,69631.67076,80684.36507,70992.51413,88410,93570,39746,123768.2449,126078.6128,126047.6501,105771.7554,118471.8099,108375.2022,125110,112390,46368
-50789.58093,-46928.72384,-44544.51943,-49696.97614,-46326.20338,-45639.33097,-39840,-37010,-37500,50789.58093,46928.72384,44544.51943,49696.97614,46326.20338,45639.33097,39840,37010,37500
-30977.53392,-24665.09956,-24712.64237,-28156.97946,-27643.3207,-27270.51359,-14995,-17313,-48940,42071.34406,45018.58804,43784.80449,46275.04826,51722.67822,50080.99727,37005,32187,48940
81237.58437,75409.80409,77669.41466,60970.13438,54007.64437,62297.47048,82458,83191,38157,116988.2067,120013.0025,123119.6424,100798.3563,94385.55418,101549.0251,115922,101511,44801
-41632.50663,-41958.48253,-41230.31971,-43944.80789,-39472.2908,-42599.67691,-34650,-32480,-32886,41632.50663,41958.48253,41230.31971,43944.80789,39472.2908,42599.67691,34650,32480,32886
68702.92468,69682.59675,73052.07472,52623.71448,49083.10476,46490.54427,76820,62290,-27717,109877.5776,108860.4689,105938.7854,97448.7593,89386.79254,90489.4905,105340,89630,38483
757.7259609,-2824.033473,-1846.635498,-5568.753862,-3004.732445,-6013.800565,-4295,9809,31926,63180.88706,62160.15657,62419.81778,57128.45358,57624.37236,56587.98902,62405,57829,46258
138179.666,143713.6104,140911.5103,117900.226,104060.6861,108680.1591,137260,121460,9100,152161.0264,155969.7497,153433.8081,130782.4856,117744.808,122142.3718,149700,133040,45620
-25929.44073,-29038.22268,-28359.66204,-30590.50631,-29396.77012,-26757.33175,-30556,-15167,19462,52388.41195,53984.52228,55019.71318,52922.52801,51328.54156,50666.11611,52904,46293,48522
78606.0226,91177.51971,89738.80251,94856.15844,81267.01642,85740.09167,84150,73320,-19970,104883.6077,109821.4198,108816.1713,119383.4494,104312.316,108649.5353,103230,91360,38590
-15634.3147,-16270.1177,-15201.12591,-12260.80268,-8814.429561,-9673.927363,-14174,-3231,770,53555.71951,54000.39192,54562.00061,59601.35462,58664.11423,56288.48889,49094,42851,37350
119779.2127,121933.6582,121995.3766,123369.6623,111551.4661,113151.5911,117630,111090,22021,125747.4017,129258.4581,129521.2071,131670.1368,119726.9864,120898.0558,124350,111090,41557
-44588.80809,-42072.67373,-41705.69184,-41644.48637,-37917.43148,-40249.43685,-38360,-32330,-23608,44588.80809,44386.03548,46295.42044,48589.32166,50323.8987,46949.3948,45360,37430,36428
113724.719,115493.0686,113483.9767,120125.361,107742.8219,113071.9097,112610,108540,25128,126363.2369,130692.4119,129153.607,136585.8829,123727.7906,129600.3135,126170,111400,43408
-7980.989984,-3925.800093,-4001.947928,-8431.86798,-14566.88865,-5310.55296,-1490,-5350,-28823,63704.56639,66729.46913,68187.8826,65862.45536,56562.91654,68945.67014,64910,51210,34597
86510.94745,84403.37959,84865.71864,94384.50576,91307.071,96218.66035,85340,91001,38565,113473.1189,114091.3213,115184.5733,122874.5678,120124.3816,124754.2714,111420,102619,39827
31540.70863,34274.58222,32941.51133,35443.7824,34930.15766,38176.55254,37832.9,29257,-30928,88437.44374,89896.99471,91373.62279,91297.04627,83767.95567,94609.72518,86007.1,71857,32774
44597.58485,40970.79981,40462.29812,50213.05741,48848.28808,50098.91757,43320,53540,32853,93244.17634,92020.08625,92537.30105,100692.8547,97275.96111,104007.8915,91340,82960,38727
73708.59692,81877.80113,80738.64689,77412.0305,70562.4664,80523.88269,82140,70600,-22123,105626.7057,112080.897,111848.8062,111585.8668,102238.0376,116177.1941,109660,95820,36989
5254.346779,4312.639939,1254.185181,7820.982534,10096.05829,3551.349091,4160,16478,16245,74456.08333,74284.06933,72060.54807,77095.84109,75464.73971,76814.40645,71640,63558,40215
98808.63493,103312.9239,100411.1384,110242.0885,104344.2275,109048.4961,105666,92877,-13854,118641.161,124609.9558,126264.9161,132477.0944,122255.0391,130957.4547,123094,108363,37794
-18877.32329,-24379.54371,-25086.67811,-21654.72862,-18825.86536,-25385.57697,-22670,-9500,-388,55022.8993,56041.47616,57341.91832,59323.18495,59878.71437,64594.49993,54650,46720,39648
87871.34346,92299.40548,92336.20765,99135.2683,87568.01032,98049.62833,95782,91508,9450,111826.0158,113348.3741,115429.7246,120638.7243,118745.5242,116155.8789,108782,94468,38650
-48021.97956,-46222.25873,-46707.07353,-46068.18124,-48336.15337,-49510.21424,-43430,-38260,-31001,48021.97956,46222.25873,46707.07353,46068.18124,48336.15337,49510.21424,43430,38260,34679
67750.64747,75128.73522,71858.17113,79753.27559,82384.52942,81231.81704,78940,75648,8407,93135.92979,103274.0631,104896.7794,108271.8138,119111.0996,114352.3639,99340,83512,38645
-45895.08083,-43560.37099,-40645.65005,-43486.98832,-44392.9642,-42645.61636,-37480,-34100,-28410,45895.08083,43560.37099,40645.65005,43486.98832,44392.9642,42645.61636,37480,34100,33350
2848.054902,10214.96578,8696.262814,10338.27929,7001.495686,3802.55858,16467,7699,-39830,60836.03241,66483.69273,64501.89206,69795.43813,67810.20513,66849.43021,60307,48879,39830
21593.72696,18265.18804,19122.89014,26738.25913,16685.88747,26165.00978,22700,31007,27040,71390.07252,72002.98761,70924.21474,79652.57045,69109.39646,78295.84114,70220,62913,31930
-37437.22084,-36243.01631,-35170.45999,-37947.15086,-37862.81452,-37638.85239,-32310,-30940,-36230,37437.22084,36243.01631,35170.45999,37947.15086,37862.81452,37638.85239,32310,30940,36230
51497.57197,60004.98896,57380.38745,61939.34409,59053.73493,44296.52014,58970,47080,-26384,86613.34283,90319.29398,87391.84859,96250.6494,94204.40994,78680.91954,86650,73780,34976
-7552.392111,-10744.15055,-9550.056597,-8176.686668,-8705.771166,-7548.711677,-13330,-1856,18718,49651.5292,49172.97976,48711.75571,50956.78327,47132.67776,49260.46643,51030,45256,36568
87188.21987,89812.02724,91201.19906,97705.80989,97493.7562,88769.18508,85320,79478,10419,100066.6355,105779.8259,102232.0422,115090.5604,109364.5957,101564.5504,96760,84778,37841
-4658.990672,3990.087509,-3169.768124,-2406.715208,-9553.671192,-12017.25379,-7080,-8690,-18129,49233.17086,57799.4046,54644.65564,56994.63263,50928.35522,50077.29179,56160,43050,31089
77552.81276,80374.78045,78182.54642,96502.86493,85681.94154,83680.81948,72410,76447,34261,94000.4395,99040.71651,97770.2945,115823.993,106971.3964,105923.9974,93270,85187,34261
66706.21439,65903.09782,66888.90565,55120.01486,49964.38846,50370.00469,65160,54460,-12428,101710.8131,102674.6054,100699.9402,94812.65912,85532.02479,88878.51785,101400,86180,27206
41875.33001,33528.23187,35097.35092,32723.61821,30096.4144,32001.46291,32850,44350,41990,89843.18629,88323.10771,88245.34624,86225.20886,82467.47199,85804.43693,87190,79190,48728
137797.8774,133290.7325,136732.6012,128228.2662,119696.6908,123402.2219,137180,123520,14510,144661.2948,138530.9572,141909.5609,134377.5164,127027.5439,131129.3634,141620,127300,42770
-31463.18067,-35990.91592,-37901.66871,-37137.43753,-41389.03541,-41353.28825,-36460,-22340,1000,46682.06262,46297.23663,48832.03178,45745.11543,47331.46866,50684.61425,45400,37860,39140
145537.5069,151013.291,150203.0578,139390.4215,137569.714,135336.248,152800,138080,10840,151318.4586,156164.9228,151350.5194,145018.4521,137569.714,136073.3139,152800,138080,45360
-2412.143043,-7381.15106,-11403.8678,-9452.773425,-11167.10055,-10966.86996,-4382,1745,-4714,63729.43384,65093.81242,66827.61599,64473.29773,53999.20158,63004.55341,58862,44165,39686
110393.943,109313.1754,109682.627,106855.7217,103981.971,107494.4237,109851,113574,34681,130021.6782,128840.6792,130814.8475,125556.6386,124541.0931,126272.8333,127729,118846,41427
23243.75568,29179.84574,25437.54028,34042.66507,20863.98891,25800.86401,31294,25018,-32709,82764.7386,86056.79668,89685.60383,92475.98445,78350.41632,91772.27256,81246,66822,33479
56801.65367,55526.76495,55069.3966,66111.23008,63422.25719,64930.46053,58240,66893,27409,93807.35104,94202.71437,96174.68744,107320.077,105047.3346,112746.711,92040,84967,30019
34072.80058,43143.52091,40040.44421,38899.14891,37151.49086,44438.55013,45390,36640,-39460,81516.97752,86630.98999,86169.43551,87633.24163,85465.46471,97224.42031,83330,70760,39460
27775.4835,25743.1934,25085.37447,30019.52815,27910.86378,30189.80165,30280,40082,17538,75962.75849,77345.38418,79163.84095,86660.15502,83663.96557,88939.55204,73480,66898,32102
65114.69733,71262.07065,71419.21948,75372.94187,73277.33874,73385.45826,76060,65780,-27567,95558.31238,98412.68956,99084.26735,105798.2686,106688.4585,105068.687,99080,86580,37109
-13368.4508,-13515.52759,-12368.30863,-14472.41458,-24090.36696,-14107.03756,-10043,1344.4,7161,55754.29501,55249.71474,56192.58935,61594.27556,68402.61387,62740.28632,49197,43884.4,31637
-38009.17228,-37915.07938,-35930.29314,-41963.49485,-46317.27894,-48455.04055,-30800,-28800,-47320,38009.17228,37915.07938,35930.29314,41963.49485,46317.27894,48455.04055,30800,28800,47320
66611.13293,71322.31964,74274.30763,74769.03478,87517.82659,78510.78483,79200,74779,6097,95220.40754,96778.75404,96034.51752,102050.6149,108910.0417,101300.8015,95660,82239,39657
-42788.11186,-43213.31997,-41253.52148,-45042.28705,-42543.4149,-41421.45725,-37600,-33320,-21899,42788.11186,43213.31997,41253.52148,45042.28705,42543.4149,41421.45725,37600,33320,27557
-29342.13311,-29502.00757,-27657.06774,-25249.24051,-22363.87372,-28238.50162,-18974,-20623,-38500,36778.9647,39192.7716,38212.63622,47201.53437,45069.64918,43837.78721,34214,30043,38500
58760.33139,56749.36832,59160.26025,58557.40109,51147.69977,58570.77685,61108,61771,29933,91298.66375,94612.23566,96564.14713,96614.83581,86850.33883,95149.17293,92968,80351,38793
-36773.11354,-38063.37009,-37837.12124,-40185.83164,-38238.58573,-38040.27311,-34160,-32380,-31240,36773.11354,38063.37009,37837.12124,40185.83164,38238.58573,38040.27311,34160,32380,31240
80201.92804,77070.28812,80764.0594,72024.45066,80552.11183,71430.83028,82595,69810,-8980,107547.3509,107665.2689,106940.1456,105417.5916,105287.2617,97795.61796,103015,89370,38940
-32468.11838,-35528.0871,-34794.53458,-37481.71059,-35488.37326,-34794.93803,-35852,-23310,8667,32468.11838,35528.0871,34794.53458,37481.71059,35488.37326,34794.93803,37108,32730,34233
109263.2052,114442.0148,112719.3232,96239.67059,94940.22355,87550.48954,107520,94350,2438,127808.4748,129209.8158,127604.9634,113464.6394,113395.584,105602.9299,123240,109510,40722
-19706.72602,-22157.87382,-23875.43089,-25154.11412,-29987.26196,-26295.45966,-24144,-15455,7099,44738.01282,46714.80496,45874.55425,46104.84958,39428.6,43936.81735,46376,35453,37839
106224.9874,104044.8771,104755.2095,91330.59406,89324.67183,89043.74114,100351,100924.41,39246,127289.1839,126972.3694,128355.9376,115532.9546,116016.3914,113321.375,123609,110195.59,49146
42279.06044,44045.33323,44444.15107,30895.37669,22577.54896,33511.75641,43160,33713,-19357,89357.53953,93013.24932,93071.54557,80076.77835,73314.28931,81596.78211,91420,76087,26037
44338.67076,38683.96196,40293.16131,33898.22154,31618.60047,33139.7972,38340,49611,41813,90779.3728,91471.93605,90992.26602,85824.89538,85192.79747,85213.27136,89060,81269,47573
50226.40623,54004.87451,55428.35962,39392.96241,33434.64222,36973.72767,55580,43960,-33899,99323.53749,100167.5125,96550.61756,89317.43443,80672.85359,85418.20604,96100,81760,39541
43989.06362,39682.43387,40182.25981,35477.40917,34344.96628,37228.06863,40460,51775,39715,93928.76273,93096.77417,94074.36803,87258.91045,86591.5789,86030.81145,91080,83185,46529
74900.77193,80497.5972,80502.00763,67164.06244,65496.18838,69834.88293,82117,69434,-22526,109697.6542,114079.7585,114010.0865,104187.6328,102922.0933,105796.4489,112443,97106,36146
6769.798704,5845.826194,6395.060175,3891.508459,4165.665007,6236.847202,5894,19007.1,25709,74151.82272,72853.27399,74182.8018,70750.93794,70384.18029,70298.87176,69886,63347.1,44509
93258.80427,100576.5724,100732.5397,82564.75237,73264.17243,82259.62502,101722,88196,-18890,120627.6318,125904.4875,126290.5336,111802.2385,103491.8882,111563.0988,123378,108204,42590
-3159.629467,-3680.896946,-5054.397632,-6134.715961,-3075.93038,-6624.791072,-4220,9190,19982,68657.57813,69009.42946,68124.80489,67048.00884,67852.59253,65730.85964,65220,57710,44278
64877.7251,72372.44229,71398.78763,90556.47269,79045.64261,83083.93146,74531,64680,-21491,93434.33922,99288.93575,97575.36971,119571.8525,102868.9133,111898.6198,94531,83500,38965
-26924.13889,-26023.09723,-25605.84506,-22827.72576,-19377.55218,-19733.58806,-23260,-12535,-6470,53043.74251,50456.86507,50726.25539,57778.47735,56257.11226,55996.18389,47500,40445,31930
67659.95439,75661.51445,71305.23987,100473.1579,94220.9636,89157.27369,76023.58,68258,-13753,80830.92834,88589.43992,85186.23791,113976.0553,105214.0193,103540.9618,82256.42,74238,32967
-43598.4983,-41765.91292,-41814.99613,-43278.4308,-41272.53613,-43103.78342,-38410,-29683,-26206,43598.4983,41765.91292,41814.99613,43278.4308,41272.53613,43103.78342,38410,29969,33578
54923.42948,63821.37356,58991.62036,61889.07035,68589.16566,49325.74153,58962,56450,-2361,70019.43695,79525.46027,74482.7583,77579.28432,83405.02885,65267.39119,73478,62910,25409
10042.06311,17170.28446,13948.35262,3817.525799,-448.565141,-3186.794216,13680,5963,-35534,71982.50304,76087.4132,72838.46606,64577.50445,59086.26493,60275.3235,68540,55343,35534
80203.39083,74554.64176,75878.85672,54107.32761,49885.15673,54623.92855,73108,81090.7,47399,119745.5685,118894.2065,119497.0739,96532.59027,88721.46139,94603.0688,117192,105989.3,47399
73926.55283,78403.63025,78365.04885,50602.99604,57925.12992,48678.29225,76572,62916,-20539,115045.6197,120078.02,119945.5131,93997.67133,99391.13396,91727.90196,116268,99104,33401
4528.802238,1704.406268,-510.281179,-6111.554552,-2905.514119,-5607.518483,-1020,13594,30779,72782.64994,75303.12376,73152.79061,66355.53564,63869.05125,61349.3558,71640,64186,47901
72615.89173,79049.95893,78837.27774,52927.13957,64737.03512,53498.69162,80111,65676,-30390,113673.5213,116189.2798,116237.1297,94806.05857,106420.3307,95967.00979,114369,97824,43970
7316.882696,4047.680716,2310.215868,-4929.159078,-725.64693,-6301.458602,3690,17782,32334,71746.99362,75452.29756,73156.25199,67935.59185,66159.77715,64721.40242,70230,63158,46026
-41746.60437,-38637.90938,-38044.9744,-42438.4018,-43407.47197,-41858.95454,-33740,-31950,-45440,41746.60437,38637.90938,38044.9744,42438.4018,43407.47197,41858.95454,33740,31950,45440
107753.6044,109294.5618,108742.2181,88405.25276,96111.76488,90930.66881,114039,99625,-5542,129142.5406,130956.384,130357.8793,112664.9053,121674.0335,116142.9719,130921,115235,46478
-39278.87524,-41947.75578,-42572.72462,-42572.78698,-42353.30829,-42066.92566,-41290,-27403,6892,39278.87524,41947.75578,42572.72462,42572.78698,42353.30829,42066.92566,41290,33783,40248
129550.6594,131665.7093,133381.5826,98268.694,91610.94861,95137.99043,132020,116070,-1393,151153.1631,147736.9513,149608.8233,118770.875,112108.6029,115462.8954,148220,131710,48547
-7499.731608,-15547.76573,-14896.62996,-16117.06196,-15301.43955,-13220.9454,-16560,-1116,26588,64250.18759,64084.49218,64948.76816,59387.55858,56139.86051,57376.04085,63600,55936,48608
159981.1094,155064.5832,157262.3208,123618.2451,114899.7172,122455.6903,157460,146180,28130,170583.4216,164002.7708,164060.2263,131564.3631,121791.3983,130101.1806,159460,146180,55350
-34464.82867,-32641.28041,-36252.84021,-33357.63943,-36567.51605,-35645.3501,-31563,-24544,-12840,54341.2385,57538.58071,58106.15577,55695.40445,47501.29052,55483.02017,53563,38770,41600
142222.8215,141721.8669,141392.8082,111463.4387,111285.7557,111254.318,141630,139331,39005,156967.759,158495.2064,158840.7799,128469.4361,127089.0386,128641.5754,157590,142571,55205
-27513.64384,-26149.46769,-23459.06384,-34155.21646,-31675.80404,-33447.29784,-19980,-20970,-32561,64668.54594,60818.79677,61070.0946,54254.94954,46728.52869,53196.1122,60520,47850,40207
130507.325,127290.5708,128072.7104,100164.1703,98891.33951,100132.4989,129720,131727,38982,153677.9411,152050.4982,153164.1105,124028.1384,122982.248,125917.8506,152120,138613,53122
-23726.47685,-14857.96313,-15075.00561,-20842.75014,-28003.93219,-21321.28375,-12460,-15852,-39826,65734.92088,66184.28943,68356.83236,61133.95546,52036.67584,62145.21343,63800,50572,43314
128086.4052,125982.8764,126532.3396,101442.6904,100656.022,101598.6754,128970,132379,42082,152661.3011,151359.5211,152202.8248,126289.8889,125405.7816,127246.3399,151770,139481,53122
-50274.67835,-43817.64702,-42672.16189,-47214.91628,-38985.86936,-44322.39481,-36930,-33390,-42445,50274.67835,47538.91686,50360.77611,47214.91628,51547.21911,47821.27426,49330,42310,44185
152351.1893,149075.013,149914.7206,120650.8772,118552.2664,120003.3171,151660,146235,31169,167096.1268,164607.7897,165719.4607,136295.2756,135394.9871,137139.069,164040,147645,52909
-54510.9223,-52659.94932,-53123.01919,-52331.09924,-48992.20976,-51013.39925,-43310,-36470,-31587,54510.9223,52659.94932,53123.01919,52331.09924,48992.20976,51013.39925,46330,39050,42307
122438.5675,123499.9076,124673.735,98034.78499,87435.44426,94180.44058,124600,120170,20770,144907.0438,147009.5236,148600.1339,121528.9405,112531.3062,119883.2448,144540,125690,49090
-53861.44291,-48976.37038,-49324.88783,-49523.38179,-50044.95492,-48360.05313,-45090,-40000,-38338,53861.44291,48976.37038,49324.88783,49523.38179,50044.95492,48360.05313,45090,40000,41118
106421.0014,109619.8209,111910.3033,82788.75954,79554.2471,80579.55833,114240,105800,-2064,132098.842,135546.4146,136089.1568,110337.4149,110634.9078,110604.4872,131960,117880,53936
-47795.24689,-46674.81503,-46919.28637,-48214.57185,-47086.00988,-50476.88602,-41480,-33281,-11386,47795.24689,46674.81503,46919.28637,48214.57185,47086.00988,50476.88602,41480,33281,33514
-40822.12019,-36346.59857,-36320.73745,-41621.15743,-42339.64844,-42398.84624,-27610,-26560,-45620,40822.12019,36346.59857,36320.73745,41621.15743,42339.64844,42398.84624,27610,26560,45620
-36572.71111,-33705.25531,-33908.46311,-38261.74396,-36736.49034,-37307.83714,-26850,-25710,-45080,36572.71111,33705.25531,33908.46311,38261.74396,36736.49034,37307.83714,26850,25710,45080
-38058.90719,-34400.87859,-33998.39346,-34546.18262,-31622.04827,-33664.67374,-35880,-34700,-32670,38058.90719,34400.87859,33998.39346,34546.18262,31622.04827,33664.67374,35880,34700,32670
64500.32491,73394.75143,78268.11466,66401.35611,59624.70142,57522.29076,75930,61610,-5738,105715.936,107310.8887,106056.3354,98973.38337,91225.02712,85975.82634,104490,89790,30266
-31855.20877,-34385.67109,-33590.3812,-34085.61535,-32294.7321,-29571.67607,-40090,-26440,19691,44862.35009,43310.54214,42536.41388,40863.25234,34488.83846,34748.7417,49670,42800,35611
-38701.07263,-33485.72669,-28644.54303,-29615.1713,-26294.24534,-28288.73242,-33440,-33450,-42000,38701.07263,33485.72669,35611.80024,37843.25593,37455.65799,33279.12758,41200,39250,42000
85535.26556,83819.28673,83800.75271,75594.104,72545.4941,68718.02579,76900,75113,33663,116660.5414,115463.1084,115904.411,107561.7997,101768.1745,97977.27151,114580,96187,44743
-38307.58173,-27355.8312,-28108.61853,-29307.64632,-28418.29515,-30467.58009,-39640,-38440,-29079,38307.58173,41940.73685,41357.3523,42449.27147,39335.97435,37524.27407,49640,45320,29079
113992.4099,108419.1808,108272.9589,86769.80998,74927.61834,81328.00032,102470,99497,41963,133950.736,132867.0216,133292.1184,111506.6166,100099.2214,107799.8911,130210,111643,53043
74706.22066,73629.70823,72427.34163,63565.50492,58769.7913,61966.70199,68200,56564,-4698,111510.0528,111547.5171,108270.6359,101548.4824,91797.21433,98668.16491,108160,92104,23000
38456.78645,33549.81135,32942.51096,32718.78024,32102.18482,30274.25078,27040,39434,50245,84482.05572,85604.28579,85033.80913,80901.67847,82005.28125,78725.13817,84800,77934,56137
50755.93673,54974.74702,55420.31704,44453.09604,40593.92863,39828.27382,52346,40490,-25980,95397.40531,99990.24762,96972.11848,90150.8592,84611.62342,86221.2436,97166,82130,31500
42679.86529,39142.53078,39524.45344,38992.86102,36618.96096,39225.01627,37890,49121,43525,90463.40984,89011.95268,89932.72474,87146.70483,87143.16123,88217.75649,87990,80559,47337
-11561.90339,-4682.883368,-2126.343039,-12772.40307,-21610.28917,-12783.11241,-4440,-10141,-43110,51382.01146,54374.35116,53150.90812,48521.9885,47719.27994,53860.92055,53040,43081,43110
102749.395,99976.91346,100547.6766,91286.66747,89625.97363,92027.90243,100090,104061,43512,127964.9935,128134.5078,128755.6733,119138.7635,118150.6009,119766.1633,126970,115359,47328
-15262.76569,-15560.41657,-14380.44904,-9811.598218,-12382.1169,-13498.76795,-11850,-14810,-33248,54003.33368,52222.64564,50488.24265,57696.89022,51004.55281,50402.37655,51290,42190,33928
73053.26636,77331.11789,77636.64608,102856.5921,100667.0953,108694.5203,76532,79153,22224,91250.39163,92710.68046,93727.87143,119375.9317,120329.0639,125150.2469,90568,84027,29516
21282.15238,21419.35296,21830.22255,19450.44098,20876.57084,18605.07204,25856,18109,-26534,76721.94724,76628.75679,76828.39616,74236.16068,70016.89987,68419.73727,74136,60009,29964
77089.10789,75020.53884,74812.68414,60736.31026,60466.49686,60956.65413,73240,82130,48649,112693.4511,113911.9232,114892.3599,97814.74453,97395.54339,98100.26131,112060,103550,49009
42672.55134,42007.77213,47465.0529,23521.54142,25780.27647,25458.50623,49890,38170,-33805,97667.6576,95706.70835,98472.55006,77729.16276,76433.90461,75296.90813,99550,83350,35517
44269.91956,43902.62931,41596.83499,31396.38214,31595.12037,30170.49622,41910,54286,43966,98325.91373,100076.9824,99591.36235,84591.2636,85846.88671,84545.67279,96650,88454,48166
-44305.02656,-39122.01037,-39494.62673,-40568.87696,-46094.87749,-43093.7113,-36000,-33960,-49870,44305.02656,39122.01037,39494.62673,40568.87696,46094.87749,43093.7113,36000,33960,49870
99592.69111,104180.2277,106549.9827,81384.47113,99455.2072,84357.46068,107860,99620,2475,124504.029,128424.584,128431.7038,106364.799,120107.8209,106205.9205,125340,111520,47175
-42635.98155,-43258.78998,-43870.24028,-45098.65775,-41855.66241,-47149.43205,-39900,-31774,-7885,42635.98155,43258.78998,43870.24028,45098.65775,41855.66241,47149.43205,39900,31774,33397
-36449.83663,-37523.60139,-37730.47705,-41712.64214,-38595.24924,-41166.39804,-31930,-30250,-46260,36449.83663,37523.60139,37730.47705,41712.64214,38595.24924,41166.39804,31930,30250,46260
-18217.60436,-13267.85949,-11866.55895,-12912.76935,-7408.088071,-7991.630709,-4158.07,-11367.5,-34350,55006.80859,53897.01996,55208.43435,53636.1018,55121.21555,58503.75479,53518.07,44412.5,34350
53140.28675,52946.48008,52650.30132,59084.191,51113.23375,60260.54925,53840,59276,36163,91573.66854,94765.1965,94990.84038,98427.97189,86680.93146,98969.98818,96340,85464,39643
-40241.39199,-38004.80586,-38449.47042,-37381.27444,-35516.41388,-38238.22512,-39260,-37470,-32270,40241.39199,38004.80586,38449.47042,37381.27444,35516.41388,38238.22512,39260,37470,32270
-12735.06211,-6484.50518,-8164.852815,-11079.60275,-4842.838857,-11013.90013,-6580,-12120,-40590,45501.58995,44609.97283,43603.29103,42199.86218,53792.38888,49596.94914,44220,37220,40590
87934.24348,85862.71058,86531.12938,83500.61236,80993.53151,83553.27926,82239,85209,44445,112403.8184,112871.6473,114285.7394,111879.9963,108730.6129,112962.914,113199,101309,49335
31957.60417,32853.32592,32811.93313,23944.96535,29544.18364,25566.06617,29664,19318,-21912,80127.32566,82536.04891,83349.95427,74671.00849,78565.23538,78080.9798,84716,69682,22578
37156.36488,34393.20467,34587.40133,28941.4722,28595.45881,29409.83131,26725,37900,40812,84770.22564,83760.85418,85264.52709,77274.1092,76671.21197,75153.88271,85905,78260,48812
