measure,hybrid,hybrid1,ggmr,ggmr2,ggmr1,rc3,rc2,rc1,measure,hybrid,hybrid1,ggmr,ggmr2,ggmr1,rc3,rc2,rc1
98823.26282,99583.38019,102594.9492,80520.74983,79755.83093,80029.7393,100520,86100,-7940,127739.7236,127935.3455,128332.9994,110487.3097,104933.6015,105765.7084,129040,113000,38620
-5397.700342,-7370.663713,-6997.400043,-7206.999503,-8378.458458,-4871.672625,-13225,1116,27834,62838.59386,60448.34083,62060.16188,56233.82148,56778.37152,53715.80085,62385,55124,47326
70434.86972,72080.5567,72154.79358,90025.80874,102798.4381,105061.434,71510,68041,7597,82020.17777,84619.74337,84721.45004,104001.8859,116473.1494,117812.0343,83470,71081,29183
-37138.81139,-30811.7443,-30554.38903,-25187.362,-27504.4792,-26449.65804,-31730,-29190,-33887,39537.78932,40768.02515,42431.2999,46407.31486,46008.27609,41686.86516,42770,36670,35587
94474.38393,95129.73834,93700.58757,109655.0231,102540.1246,104878.2424,91710,88740,18481,102548.9926,107740.4571,106167.3144,122034.148,115790.5362,117265.6737,103490,91340,35161
-4891.574512,-4828.477357,-3220.014234,-8912.5064,3185.920074,-3976.100778,-3393,-6570.4,-27149,57677.86573,59254.59631,61227.86985,52668.72741,58230.69965,50911.8828,58833,46270.4,30551
29936.02643,27023.56438,28577.41535,31047.60608,45253.21626,52128.87921,31696,38256,14859,61029.12088,55694.50108,58374.32882,63240.12687,76037.122,79307.89029,60724,56344,22197
-19421.4817,-19112.76208,-18422.53233,-17395.38559,-12495.469,-16582.25837,-15320,-18147,-39078,41960.17191,44317.15656,42398.83851,47489.40589,53096.40228,43406.38821,41560,35193,39078
46412.909,46519.31313,38576.2938,45253.69735,34897.60349,51229.48957,46530,48847,8608,60759.96725,63663.17176,58603.28418,67247.25258,90886.10762,69842.36173,63110,56107,19458
18403.37887,15192.24082,18800.16865,14075.007,14610.50131,10512.27203,19960,14100,-23024,59522.44571,62816.0595,61586.52947,63285.5133,56784.64282,54140.61995,61040,51260,24716
31997.09954,27312.26405,28107.33233,33561.15523,38284.86582,34172.683,27470,34006,23107,56829.44671,56709.7189,58224.34896,64259.20784,69958.25164,64022.01257,56010,51406,24527
42208.84645,42183.14655,41441.04161,43865.57037,43732.73235,37756.80995,42600,35880,-17346,69334.85056,71516.12315,73707.08792,74685.77453,77711.19238,70238.76999,71300,61900,26558
-8974.225368,-11641.7604,-15010.84872,-12347.11363,-7370.468036,-11351.30424,-14000,-5987,4946,43317.64235,43436.75077,41825.3277,44100.52428,49235.021,41984.78769,44780,38153,26974
56990.35376,58700.04028,60033.83489,54772.00894,61382.58904,53997.88692,59460,51492,-14243,80459.37932,82071.68577,81045.29253,79518.8996,85550.87346,77900.81291,77380,68652,33443
-21307.01984,-21174.47547,-25177.67665,-21797.97002,-23155.81679,-25318.54093,-25580,-17184,-3354,38895.62388,39514.6094,37105.82916,40776.67657,35789.97534,35358.03513,40500,34516,27354
68388.42452,68042.42108,67099.01469,62562.76749,62435.42934,61081.58147,68091,62312,763,82600.90597,83435.10431,78905.71269,79537.20943,79116.9107,77485.88412,76051,67912,32803
-34077.18895,-35502.52911,-36415.82229,-37348.12609,-34678.21168,-34765.35849,-39560,-33330,-15309,34077.18895,35502.52911,36415.82229,37348.12609,34678.21168,34765.35849,39560,33330,24517
61646.41886,70858.57516,70302.38152,71661.38135,77657.71425,74552.07687,65690,57510,-9085,76912.11013,84621.95977,84879.81375,84942.83768,88888.88048,86808.07609,81490,72510,33067
-32273.56712,-34072.06769,-35242.12383,-36777.12031,-31899.54541,-35363.30902,-37970,-29700,-7012,32273.56712,34072.06769,35242.12383,36777.12031,31899.54541,35363.30902,37970,32000,27632
72476.92654,72581.61737,70795.53525,66928.26157,68879.58185,67869.64297,70222,65773,7493,84922.35595,85389.20221,82016.15466,82531.96296,85359.7722,82970.88022,78038,68247,32267
-11104.04968,-10466.2483,-10685.61109,-9369.724006,-3630.233683,-3151.847542,-15580,-17590,-21025,43800.36352,45774.78832,47294.81547,46929.91958,44524.03591,49797.64962,51220,40430,28147
45984.31111,45417.75181,43857.46084,43528.0775,45917.79322,40939.63653,40770,45582,21988,68754.12237,69431.01414,68196.16228,69931.55519,70410.96469,67500.01514,68550,62938,25488
21896.52479,27605.93838,27186.47804,23267.82317,30180.9391,26184.47727,22960,15950,-25712,61456.25598,65798.31147,66098.20694,64485.3858,67799.8471,67375.1365,67560,57610,28028
14363.14896,11153.00823,12825.66668,17405.44544,16479.76378,15878.64422,5970,13800.2,16271,51535.60456,51470.06465,53356.05277,57847.2644,56381.83129,57487.32311,54290,48119.8,25125
65574.01382,66204.07195,67387.07263,70862.3174,69918.40388,74638.75915,64260,56260,-6553,80860.18417,82249.30719,83893.56396,88406.38735,91560.33584,93402.76153,80840,71820,32147
-26559.90383,-25167.93144,-24907.8319,-24392.29512,-17867.93925,-17346.86813,-29370,-21139.8,-7588,33446.72584,32007.42161,32196.94905,33734.81268,39433.45192,42636.33738,38390,31500.2,28788
79333.02993,74106.70731,77081.56821,78438.43399,75177.30287,78623.84158,71090,67884.1,15218,89162.98827,84975.47505,88122.74954,89924.39929,86944.77102,90721.532,82950,71344.1,28878
20211.38906,15426.07346,20425.29775,13211.70423,13957.19396,16305.35026,16530,11650,-19524,64533.96912,63060.12472,61327.57098,60986.14231,56865.05123,62607.68861,65150,54070,25976
63818.66412,60037.43353,60658.71445,64543.50471,103696.0528,95242.24336,69440,69960,28164,63818.66412,60037.43353,60658.71445,64543.50471,103696.0528,95242.24336,69440,69960,28164
62633.80306,43145.77124,45722.38849,67505.55852,79347.03336,70719.77494,52870,54303,20379,65767.10229,47190.2248,49822.05374,73108.34911,85227.22433,74556.57706,56030,54303,20785
-4015.362455,-9433.863,-5748.904488,-12790.51993,-12446.68161,-17456.99571,-5660,-7480,-24222,51526.8278,52205.17851,50403.33217,50146.09672,44410.24068,46903.67499,52440,40040,30662
52479.10502,53660.13544,49550.33174,52524.75182,62329.35152,49534.46609,52130,56584,17246,63640.20356,65362.89181,61840.9866,66104.72968,77737.84984,64288.44134,63050,61016,22206
18401.91608,17449.63999,17663.37645,19183.51395,19816.91028,13895.97095,21420,16680,-23723,56528.11168,58540.21048,61559.1516,61786.1736,60322.72195,59299.24843,59800,49740,23723
25401.37303,19800.18113,21987.7839,24898.87704,35392.71954,25846.43478,23230,30053,17261,58744.24068,56309.68782,54818.15539,58730.27767,66218.16869,55411.0542,58450,52493,23261
42498.47916,43483.19521,45091.79715,43166.66232,50808.2469,44542.64494,45140,38240,-19080,75958.37012,69920.64336,71746.6073,67327.83425,74389.36717,69128.68393,74120,64920,27180
85286.591,82833.04961,83251.82708,71448.74118,109856.6304,114304.5667,95660,90360,20856,85286.591,82833.04961,83251.82708,79794.96559,109856.6304,114304.5667,95660,90360,21684
62038.44695,51596.93287,51672.4513,53354.34241,52893.82575,55047.28249,49370,60140,49370,103321.3464,100853.4585,103003.6922,91560.13421,94283.08746,93441.19809,104090,92380,51850
-14992.14928,-11880.72081,-10961.37869,-16928.43129,-18030.64535,-21991.30987,-9940,-15510,-45526,64247.262,58773.42001,57622.16105,54130.19401,60130.29975,50643.96268,59860,49870,45526
31341.76899,32699.01642,32117.2378,41885.53815,57738.26788,40043.84018,35420,41741,7884,58309.79162,59772.64476,59153.56124,68589.69767,86974.55384,66739.30524,60880,56001,16812
11011.89382,13744.06102,14503.36578,15716.63969,18953.63913,12431.9692,17150,11120,-38295,66232.26996,58879.85216,59785.42791,61308.05161,66956.96387,56561.39561,62870,53400,38295
16349.61971,14545.06316,12796.89428,17552.34956,27429.86062,16150.0359,16220,23239,11482,54970.23881,52898.83403,50797.78701,55630.92816,66955.62612,52993.88556,53780,48559,19378
30680.58726,31195.84542,31814.23586,28578.50015,29776.54145,22494.86516,34490,27451,-27413,67066.06107,69000.29489,70719.44837,67692.16512,74225.87084,62453.06054,69630,59729,34867
-6553.305567,-8259.830203,-11024.24231,-10139.99217,-5397.115779,-10862.99249,-10718,-2770,3174,43915.92404,44773.62842,42201.4755,43924.01657,47029.2528,40214.33281,45918,40450,23334
58280.53579,60350.30016,58137.36184,57092.08596,55794.00352,57641.33912,60940,52940,-13944,80368.68625,76287.83177,74232.56426,74674.78952,73313.56815,74270.10113,78080,69400,33596
-28010.99292,-27978.67579,-27210.71047,-26112.11897,-16240.11129,-15502.03359,-27140,-19118,-9287,34213.22855,34516.16079,34308.79869,34605.88157,41407.11011,42048.07501,35580,29782,27913
63059.47537,57926.00856,51587.75938,61507.89054,66406.78921,75291.3594,58380,56442.8,15092,80261.90248,77065.4362,70953.99867,81798.33572,85224.65771,96556.00618,77640,65337.2,26732
-4442.49755,-2423.792642,-4376.904619,1518.077374,1344.692563,-5667.131387,-3210,-8750,-31594,53592.28929,55229.55649,58614.07192,58742.37922,51536.48512,57480.13696,58530,47710,31594
66384.40027,60078.36485,61832.2092,55337.77789,100147.4675,96970.98431,74750,75120,24935,66384.40027,60078.36485,61832.2092,67822.03404,100147.4675,96970.98431,74750,75120,26397
132079.8258,118245.5391,119616.0827,113361.7911,129948.0816,135296.6478,127790,118710,36837,132079.8258,118245.5391,119616.0827,113361.7911,129948.0816,135296.6478,127790,118710,36837
-39663.58938,-37917.22662,-41907.49303,-32929.81875,-30524.78126,-33029.36303,-43680,-29210,-494,40318.91994,44474.33405,44103.21623,40552.9732,45204.23722,36941.16914,50940,40630,39834
146391.777,141372.0454,139659.2492,104916.1867,105530.3259,103904.1652,138170,132969,39443,160785.6446,157282.7701,155864.3739,120213.7523,121182.164,118914.1794,152850,135849,57303
-47353.48388,-46163.76403,-47059.28577,-44571.071,-46992.47047,-44892.48618,-44690,-38618,-25384,47353.48388,46163.76403,47059.28577,44571.071,46992.47047,44892.48618,44690,38618,37576
157672.8245,163345.1451,162009.2167,128107.2813,137126.5023,133345.7184,163510,153720,34220,162236.7337,171032.62,169487.829,136015.4631,145394.9043,141314.9094,169250,153720,59800
-49041.54518,-49763.64351,-50149.1187,-46912.68213,-48512.96557,-46879.21194,-46040,-36880,-14002,49041.54518,49763.64351,50149.1187,46912.68213,48512.96557,46879.21194,46040,36880,39246
141447.542,142870.3987,143838.9183,111602.7621,116534.064,111737.4582,147736.8,134514,10375,152038.1519,156013.8748,158462.6726,125608.9647,128407.0319,129947.2534,154056.8,140474,52365
-49382.37558,-50019.92732,-49970.63908,-47384.73964,-48873.78545,-47277.89749,-43860,-30676,-4148,49382.37558,50019.92732,49970.63908,47384.73964,48873.78545,47277.89749,43860,34496,42432
122630.1932,119660.4705,123069.8961,90683.23962,102822.3879,91289.98884,130410,114250,-12450,150347.165,145031.9336,144306.4522,118352.6916,125894.9134,118627.863,147590,130490,50730
-22437.7576,-23438.24443,-21715.17782,-23178.54522,-25618.62989,-21842.28429,-21870,-6160,18137,60528.84621,63021.20239,65066.9523,55540.32379,54491.3834,56883.81032,56010,49200,43545
-22094.00162,-17201.97413,-11661.61269,-24991.40748,-24231.45942,-25947.86466,-5280,-11350,-58630,59620.45274,55364.93921,56347.79667,47909.39228,49612.58872,46330.66639,52480,43290,58630
133427.0567,129638.0593,130229.7086,103147.8169,109038.8159,104085.5447,132270,135040,49219,157299.8127,155215.4171,156132.7717,125962.613,132469.6347,126706.8029,157170,143380,57359
-53010.09831,-48004.98085,-48254.62452,-45161.18842,-46223.16814,-45013.7077,-46421,-41597,-34281,53010.09831,48004.98085,48254.62452,45161.18842,46223.16814,45013.7077,46421,41597,40659
160866.0981,165379.0061,163507.2132,133024.0316,132444.2103,135456.4385,165860,155020,29517,167185.3571,172977.9251,170739.4669,140668.6008,140522.2233,143227.0081,170280,155020,58235
-57303.39113,-53635.97493,-53430.32943,-49506.27579,-49702.6571,-47114.13915,-53040,-42640,-15634,57303.39113,53635.97493,53430.32943,49506.27579,49702.6571,47114.13915,53040,42640,39786
122181.1162,121691.9636,128341.5757,97115.67993,108487.2809,96817.88639,134950,118280,-10971,146630.212,146673.0079,148765.3251,119130.2186,130853.7858,119764.1902,152470,134860,51271
-42336.10931,-43375.39152,-42027.93646,-40081.21385,-38050.92714,-38359.1971,-40650,-24190,6655,59538.53642,58428.5776,58397.64089,53891.61326,50793.70932,52535.1637,54130,45690,45635
102867.8811,101162.1111,107087.0765,71060.51699,74941.57322,77976.91666,114020,98100,-19268,137802.2658,137326.888,135424.8338,112440.8074,106533.6541,116054.222,139480,122280,48008
-35428.80821,-38086.14211,-35006.42769,-32104.72078,-26616.95107,-28617.43537,-33440,-17420,11833,62247.62613,61990.98817,61373.83679,56460.49966,55908.30592,54532.16118,54640,46640,46673
7202.784957,14188.28249,17874.55119,-2252.827809,7652.857117,4207.331048,23963,12629,-54020,76129.51671,80413.05907,82249.70889,67916.42788,71899.57554,73410.99891,73237,59709,54020
12850.62264,-1238.07404,-2984.970996,33547.58006,50018.63867,44533.00097,17347,28819,17512,56152.17428,49905.72237,47405.12648,73085.63547,85501.94027,85083.94279,57853,57099,24496
-7378.319919,-1385.0974,-1053.29367,-3345.781417,39.750265,-3089.349289,2044,-4484,-49910,66998.77267,66446.86513,65464.21904,62851.21597,57429.62144,60755.62656,60584,50756,49910
28993.98876,23801.43107,26466.37401,45678.4454,47124.32861,35326.20037,30824,37500,13361,59630.69228,55956.96797,58323.0216,76149.2461,75368.78946,65202.12696,62236,57720,18863
10384.3563,15401.64693,16152.67497,20095.12018,19392.64101,16030.39032,14870,8100,-37480,70750.83266,65812.8918,65634.15896,68592.29012,64100.33702,63145.99859,68230,57940,38060
11150.859,12656.58044,9991.78891,14937.61229,20306.40249,16755.54286,8261,16280,10729,57851.93791,57575.78913,53634.3118,57875.7286,59586.29076,57201.47645,59341,53680,22469
66574.56315,68865.39517,70025.63219,73124.77766,76466.16686,72946.24913,68700,60460,-7431,80579.32821,82340.94816,83269.08081,86774.06219,89277.13605,86199.92915,82140,73160,29549
53652.26374,39136.23681,41727.65015,47631.26623,98908.47692,70767.41922,58060,58020,15884,53652.26374,39136.23681,41727.65015,47826.51813,98908.47692,70767.41922,58060,58020,17844
-9237.527822,-10966.97933,-11529.09013,-60.4124098,10247.95534,-150.8959788,-12200,-4239,2407,48621.72404,48089.6961,45674.63827,55601.89859,59636.38557,49897.60764,49760,43021,25447
70328.08594,69504.17145,71400.36907,66032.96084,76359.31238,62656.32789,72870,64850,-9526,83551.72038,83355.38701,80942.44884,80230.91239,84770.62312,74769.24842,79770,71490,30574
-8247.218028,-7611.663601,-8178.523714,-9135.452369,-3350.659088,-6758.692776,-8163,-7253,-17318,59383.48053,58438.34323,53477.76871,49190.31876,47470.57511,44011.98738,55503,40991,31006
49922.14562,49507.37581,46421.82376,50302.65111,59316.73812,48281.37474,48500,53427,13786,69166.62955,69815.58802,66764.1338,69023.73633,76536.55115,64984.4157,68180,62547,19342
30727.39659,33360.2604,34098.29626,30148.3201,37594.63313,33608.74524,32520,26720,-21500,74564.32989,72171.89763,71013.13081,68384.00473,70327.56637,68047.94531,73200,62600,27350
6788.814986,6726.753007,4668.208868,8959.713522,16789.5391,9251.380002,3092,10998,7548,53580.58696,55594.63416,51637.19514,55218.46154,55825.32143,50983.89246,54788,48818,23480
75408.36054,77091.67737,77361.90822,79787.09057,81916.95709,78783.72022,77710,69660,-1823,81394.10304,83278.73503,84201.13734,85714.55869,85684.23349,82531.67807,80610,72180,27527
6812.21965,4253.109092,2640.600504,2190.425019,4250.41161,4207.478433,2315,2822,-15807,64244.33642,61689.93788,58504.94572,57136.90479,49836.04062,52350.45358,59825,45328,29485
40045.37794,37761.21499,35875.34213,38367.23236,44778.0728,39473.06416,35700,42001,15281,64254.57596,65400.41738,62957.63821,64544.4258,68608.25506,63465.34217,63780,58241,16711
37672.73026,39229.57994,41237.36621,36638.91445,46095.01875,42415.90073,38883,32345,-23630,77042.29856,76636.4088,76120.20852,73727.80173,74606.37511,72441.89925,74417,64395,31522
-5116.844389,-6169.729912,-7557.951598,-4742.139003,7376.603122,-1195.816561,-10860,-2553.7,1784,52827.24938,53971.85658,51607.32072,53431.75819,58755.45759,52069.82371,53740,45966.3,25946
66950.50055,68772.8252,68348.17585,65976.6351,73852.1704,61977.2824,68112,61180,-4975,80071.7396,81035.97805,77850.85169,78598.71066,85872.4636,72370.73887,75472,68300,31105
10008.4189,7956.101069,11432.35197,4788.902717,14336.90459,7567.40929,10392,9239,-18970,67355.69377,68128.44576,65390.58321,63617.35153,60565.78246,55236.78224,66292,51387,25260
21813.14567,19333.7937,16757.12187,20430.23519,34296.41566,20283.22367,16338,23930,18340,58131.33107,58793.00751,55861.50054,57852.24603,67255.01829,52717.62066,59662,54450,24988
36503.95991,38539.88447,39384.8341,42490.7189,50391.10227,39994.63615,39020,31330,-25227,74744.25324,75223.4354,75344.04018,79693.88958,83090.605,73089.17435,76860,67090,34133
-5065.646691,-10581.22513,-9580.754948,-5352.681196,6237.831655,-999.907149,-10200,-1877,5366,49923.60841,49654.61153,50357.03308,55384.4593,58237.41599,53339.96426,51320,44837,28066
63891.80369,60152.95741,61460.25357,68466.11032,84141.98725,76148.12863,63674,58563.2,1729,81252.21227,78413.77878,78752.01164,85628.46846,96921.51822,89544.65896,75494,65100.8,29077
-23454.39765,-25628.85351,-27493.77846,-22715.69466,-12997.23921,-10983.94187,-24770,-23860,-22153,51478.55569,50538.69909,52755.61594,53747.42729,51231.7355,52797.01572,49070,39060,30019
47018.50465,46017.40405,40930.9391,50436.03947,49741.41404,47048.89326,45170,48037,15707,69425.54363,74170.87277,69340.79058,80028.20568,75286.2934,71627.16122,72910,63843,27557
34580.3892,37548.87428,37951.28837,32729.9681,34791.33966,36754.79587,34940,23840,-29420,84590.3023,86016.70667,88571.79346,83292.87722,78772.91498,78268.08074,86320,71320,31540
63710.41754,57766.91854,58423.27402,47880.31295,51308.09082,50181.32243,52932,63653,56131,109776.645,107653.2615,109093.0402,94186.921,95684.56467,92939.73833,110072,100093,56629
94369.06295,97741.54409,96187.33946,72769.60565,71738.56509,68703.11217,96179,80962,-12320,131155.3416,135613.2778,136198.2884,109856.3902,110381.9913,107229.3569,132221,114498,39360
16220.89407,15225.0187,15592.16834,10727.60544,13085.30822,11703.17372,9190,24184,45218,85270.5003,85571.06509,85223.61431,74217.97382,72902.42622,69699.03919,86470,78324,55016
41268.27158,46154.34928,51645.30413,26906.44093,29327.97731,23412.13351,48970,35740,-45534,102462.6879,101886.6893,102859.6347,79604.35521,79104.09524,71689.47347,103170,87060,47106
94543.13512,85596.12425,86621.89659,72216.30149,71881.22156,73666.43642,85360,96430,64395,134298.8804,130314.0961,131337.5781,111737.8606,110063.1579,111877.9827,132420,121870,64395
37535.22787,36393.37523,42463.80483,28553.55642,28975.34863,26169.06577,42700,30890,-38812,103548.0791,101722.6796,103066.021,85490.90051,84403.65575,81714.58622,104320,87450,41412
88408.18791,82448.72792,83701.981,72411.85041,71975.9221,74442.61239,82720,94270,56605,133880.522,128979.3214,129821.3886,108915.6327,108749.3377,108489.5529,130480,120470,56605
15063.82606,22615.13801,23323.15806,9183.4894,12951.09619,13653.14173,24350,13680,-48166,90701.84486,93850.29843,92921.00604,77071.38278,76742.81038,80102.28123,92330,76040,48166
101507.4851,96828.58049,94966.13266,81595.90258,83834.89787,80057.42014,96680,106586,51386,135388.66,138215.3869,135818.0407,118396.8459,117391.4427,114524.5863,137760,126446,51386
40163.86405,51096.07641,48875.63991,40248.47595,40882.22016,41254.4319,51061,39185,-38314,109271.9819,111661.5087,108271.5543,95446.81777,91562.31331,92506.78197,109739,91895,42994
60698.53,56942.38602,58453.44127,47335.19087,50480.25111,49296.22635,60580,73200,46178,121158.625,117786.328,118511.522,104314.4099,102894.2592,105049.3193,116520,106300,47728
-9091.248683,-7810.808874,1034.413285,-14687.10201,-10974.32671,-15021.32729,7470,-1900,-61140,79363.74854,79158.34049,81810.53617,70939.09627,66273.08183,64920.44505,79490,64760,61140
111020.0177,109368.9254,110620.3972,92738.0783,91818.14773,95006.49443,112790,120570,47179,145691.1,143761.0454,145406.0782,122370.5145,121829.8048,122408.6591,145110,134670,50799
-58485.32659,-56834.79941,-55502.00892,-54427.60994,-51503.98865,-52622.88562,-50880,-46420,-50287,58485.32659,56834.79941,55502.00892,54427.60994,51503.98865,52622.88562,50880,46420,50287
148382.6362,151068.928,155237.2613,120000.683,116308.0709,115710.465,159890,146010,8290,158203.8178,159359.8968,161565.1644,128901.0442,124622.307,123631.2809,164670,149810,55470
-57733.4518,-57467.56707,-57079.15686,-54095.65968,-53486.98323,-51843.51886,-54150,-40713,-13482,57733.4518,57467.56707,57079.15686,54095.65968,53486.98323,51843.51886,54150,42167,42518
143077.0917,142004.67,144072.3035,111351.4609,125049.6915,110836.6624,151280,134310,-6770,163638.0879,160367.6626,159387.1807,131444.2528,141817.1413,127664.1393,163720,146330,54970
-38761.04707,-39485.11396,-38871.22827,-36404.2012,-34570.65554,-29984.22397,-38790,-22173,6717,63704.56639,60878.59242,62375.29707,56547.77064,56961.00986,54175.26703,56750,48493,45117
103675.342,106690.4631,104941.245,83859.81498,97472.14843,84825.55105,110197,102056,-3164,131681.9465,139565.9662,139607.2389,115880.8146,129695.0301,115300.0596,133217,116596,51856
-55392.98553,-53818.03462,-54455.58961,-53831.6796,-51744.09134,-51530.25739,-48030,-39400,-18723,55392.98553,53818.03462,54455.58961,53831.6796,51744.09134,51530.25739,48030,39400,38923
-47062.38839,-43555.8732,-43290.23079,-45383.13413,-44102.37887,-44711.49997,-33810,-32630,-55520,47062.38839,43555.8732,43290.23079,45383.13413,44102.37887,44711.49997,33810,32630,55520
103654.8629,103216.9937,106186.9525,79711.24957,86458.4051,80648.73064,111111,102504,6685,124964.8083,132440.9514,136302.4498,109549.6247,106766.9089,109060.3189,130451,115104,52895
-44950.11758,-45313.50939,-45991.10501,-44604.22406,-41237.02711,-43477.97756,-44220,-36279,-6815,44950.11758,45313.50939,45991.10501,44604.22406,41237.02711,43477.97756,44220,36279,33205
8867.441594,16589.66645,15569.04638,4881.297374,14059.81734,2273.359103,20710,9770,-50380,67010.475,71829.517,72581.95556,61620.21821,69495.2753,62849.44067,68230,55450,50380
85555.74462,79949.46825,80746.63736,64311.14206,73288.81478,65143.78444,78182,87226,53324,121177.6413,118352.3251,120097.3535,102224.623,110101.2515,100901.388,119618,110806,53324
-9127.818472,-6013.534569,-6507.078652,-14337.56652,-11235.41321,-9904.885444,-5441,-11908,-38980,56803.11646,61229.50948,60892.03483,54578.89653,57789.37639,54927.59858,61061,49968,38980
145082.5787,135767.1069,136884.1042,114965.0644,115014.3839,115558.265,136890,139513,59532,161565.3125,156816.7978,158711.873,132928.715,132807.2304,131369.1175,157910,145027,64748
16128.73821,18760.22059,17829.74572,7814.696138,11746.90275,9482.34538,18910,11180,-22926,88882.13233,85594.7094,85535.21792,72649.21894,73660.30513,66815.28203,88230,71100,32226
94016.53021,82629.1957,83126.67194,66875.24615,70045.49223,68481.1253,83880,93720,54839,128968.4684,128412.8371,129383.5089,110212.066,111210.0347,107911.6004,128080,116100,54839
-34877.33585,-31376.7279,-33297.33908,-31288.03331,-31645.47769,-31890.91105,-25877,-27313,-47830,60727.78585,59323.04014,58417.72306,57170.19157,50157.71771,52343.96849,52323,44867,47830
141466.5583,135644.8899,136779.8224,112770.0677,113709.3821,114776.0202,138467,137203,39787,155860.4259,157349.3201,159194.0376,131284.2862,133461.7543,131627.9491,158733,142637,56427
-17101.4945,-14728.74889,-17338.32084,-14142.60071,-15852.27821,-16752.48872,-9006,-13202,-35419,71804.04248,72648.09685,74443.10792,69470.95271,63992.60064,64605.27294,67414,53378,41579
119470.5637,118720.4569,119110.9291,98398.75447,101087.4204,98168.56314,120290,125018,47028,145800.8093,147383.2023,148198.2559,125330.4277,126840.0245,123158.9231,147390,135338,52272
-22158.36445,-14999.20702,-19669.44173,-17094.69911,-15854.00252,-17041.55284,-10452,-15385,-43720,69596.69023,74794.1992,75533.38619,68199.95317,64878.3799,66549.35002,68452,54525,46280
123698.0309,122297.1089,120820.1661,103571.9967,108039.6349,102694.5973,124000,128700,44437,149247.1459,151159.5772,150110.1641,130806.3332,134104.6813,128132.5699,150800,138240,53823
-32586.60448,-31769.77565,-29439.02808,-34064.77263,-29824.89641,-31684.18081,-22650,-24940,-43220,69949.22296,65823.77525,64930.05366,59908.37001,55447.66878,53611.37613,63950,52280,45780
128950.9149,126565.7666,126903.4279,106548.8219,109646.994,106528.7078,131600,133578,38192,153174.7409,151609.913,154168.3307,132230.3715,135278.6872,132506.4506,153500,140202,52772
-59834.02029,-55787.27669,-55982.69545,-52780.76381,-52088.58425,-50552.20669,-50540,-45080,-39595,59834.02029,55787.27669,55982.69545,52780.76381,52088.58425,50552.20669,50540,45080,45275
116065.1853,119769.6716,121419.1112,97342.19918,106994.2044,102268.8453,126530,111370,-14210,143627.1013,141804.1135,144770.1813,119864.731,131394.8843,124375.071,145230,128590,54990
-52934.03315,-52179.94463,-54188.56519,-50195.75171,-50838.49666,-50112.09383,-47460,-32557,-2275,52934.03315,52179.94463,54188.56519,50195.75171,50838.49666,50112.09383,47460,38597,37897
-44087.07064,-44962.65325,-44346.36785,-44596.55801,-43985.82969,-44879.24072,-30180,-29320,-55180,44087.07064,44962.65325,44346.36785,44596.55801,43985.82969,44879.24072,30180,29320,55180
20148.48903,17571.35436,22951.75478,6262.164602,15267.19501,9879.649664,31500,19750,-41200,77051.07531,78739.3753,80625.61534,68225.51679,65329.17897,66201.76803,76800,62450,41200
20528.8148,22390.16919,20733.49228,16399.93674,11197.04027,14237.73578,22400,33720,37093,79695.8022,78445.9466,80847.69651,71347.37794,66351.44572,70986.27288,78980,72300,39805
-42908.06075,-40065.99156,-41689.85439,-41425.77007,-38663.37325,-42167.75077,-35210,-33850,-39640,42908.06075,40065.99156,41689.85439,41425.77007,38663.37325,42167.75077,35210,33850,39640
-36552.23203,-35783.9205,-38630.42774,-37746.33096,-34068.12436,-39032.11284,-27800,-27170,-38620,36552.23203,35783.9205,38630.42774,37746.33096,34068.12436,39032.11284,27800,27170,38620
-28422.03731,-29219.39249,-33796.9059,-32155.92819,-28611.6705,-35152.01738,-24550,-24330,-34470,28422.03731,29219.39249,33796.9059,32155.92819,28611.6705,35152.01738,24550,24330,34470
-659.718937,1499.266561,5937.108561,3517.655287,4873.183403,1315.972447,860,-6660,-30310,57594.48662,56046.02178,56136.30981,50626.03877,42322.63343,47006.96036,58160,47340,30310
25506.69401,21890.69937,16556.605,41767.4895,28383.17988,28760.44407,15160,22970,26187,65993.83496,66777.60772,61751.47074,74825.74613,62674.29296,66594.38401,71180,63090,30987
13371.37638,25343.69631,26134.65398,24667.99423,13451.83582,15121.28391,10890,1730,-31390,66122.56061,70846.83487,72402.18061,68361.52051,55874.85706,57033.485,74590,62810,31390
25148.31011,25939.56507,20624.16161,30266.67818,26645.68452,23626.21851,12015.5,21070,30845,65574.01382,64352.38548,58909.49632,68421.37688,58447.83943,58892.99817,68835.5,63190,34045
36217.25279,44680.06313,42788.50112,42223.23448,38363.32517,34835.25438,32440,25360,-16345,71335.94922,75506.74929,73397.75563,73383.53267,67780.78516,62229.12923,74480,65740,31715
51937.8722,45088.76792,46461.53309,73233.59478,76233.65305,57251.85134,53170,53140,22526,51937.8722,45088.76792,46461.53309,73233.59478,76233.65305,57251.85134,53170,53140,22526
46477.27182,42372.41331,40912.81123,52760.4486,70717.37646,67232.01196,47410,46560,19938,46477.27182,42372.41331,40912.81123,52760.4486,70717.37646,67232.01196,47410,46560,19938
49676.39666,42531.29831,41206.88419,44405.28242,67336.87075,68714.60716,45610,45560,15264,49676.39666,42531.29831,41206.88419,44405.28242,67336.87075,68714.60716,45610,45560,16868
