measured,hybrid_predicted,ggmr_predicted,rc_model3_predicted,rc_model2_predicted,rc_model1_predicted
-4142.625304,-3634.681817,-3736.823564,-4.24E+03,-4.02E+03,-3.69E+03
-3027.978241,-3186.489666,-3180.258026,-3.44E+03,-3.32E+03,-3.69E+03
-2691.536215,323.5741823,378.7417549,1.80E+03,1.28E+03,-4.21E+03
14265.14194,12873.87104,8581.278416,1.15E+04,6.74E+03,-3.69E+03
10878.7798,11191.68945,10118.29671,1.14E+04,8.43E+03,-4.21E+03
8004.394656,8474.01128,8521.536103,8.49E+03,8.15E+03,-5.94E+01
7635.771218,8063.03091,9200.242634,7.90E+03,7.81E+03,1.50E+03
7701.596832,7832.632767,8209.563934,7.60E+03,7.48E+03,9.77E+02
7126.719803,7544.746301,8333.264637,7.12E+03,7.09E+03,2.53E+03
7017.010447,7035.101949,9861.458345,6.84E+03,6.87E+03,3.05E+03
6787.352193,7109.327474,8336.594619,6.83E+03,6.68E+03,3.05E+03
6503.570658,6320.48625,9254.088702,6.34E+03,6.34E+03,2.53E+03
4977.879206,5670.034507,5080.917229,4.94E+03,5.03E+03,3.57E+03
1594.442649,591.6557403,1539.612784,5.74E+02,1.83E+03,4.09E+03
-3510.69941,-3629.268881,-3811.694727,-4.00E+03,-1.25E+03,2.53E+03
-4037.304322,-4130.596731,-3845.118393,-4.59E+03,-2.85E+03,9.77E+02
-4177.732298,-4185.344146,-3842.17885,-4.64E+03,-3.63E+03,2.01E+03
-4351.804477,-4256.830658,-3839.266644,-4.73E+03,-4.02E+03,-5.99E+01
-4315.234692,-4154.272345,-3797.805059,-4.67E+03,-4.18E+03,-3.17E+03
-4351.804477,-4090.026187,-3801.880109,-4.63E+03,-4.26E+03,-1.10E+03
-4525.876657,-3996.65733,-3761.994776,-4.60E+03,-4.26E+03,-3.69E+03
-4212.839292,-3764.430499,-3748.285113,-4.41E+03,-4.16E+03,-4.21E+03
-3475.592416,-3563.941635,-3684.351859,-4.21E+03,-4.06E+03,-3.17E+03
-3488.757539,-3403.10255,-3111.113624,-1.72E+03,-1.54E+03,-4.21E+03
6594.263726,6652.07194,7333.319671,7.14E+03,4.35E+03,-4.21E+03
13112.4623,14276.33076,9510.271739,1.29E+04,8.11E+03,-3.17E+03
9091.248682,9360.367295,9961.470504,9.67E+03,8.44E+03,-2.65E+03
8074.608644,8248.803444,9330.969843,8.26E+03,8.11E+03,-6.04E+01
7975.138827,8137.29207,8629.13886,7.87E+03,7.72E+03,1.50E+03
7296.403608,7621.874469,8765.317208,7.34E+03,7.34E+03,2.53E+03
6957.035998,7539.525715,10528.44694,7.18E+03,7.12E+03,2.53E+03
7359.303639,7334.348251,8767.254729,6.99E+03,6.87E+03,3.57E+03
6674.717254,6463.168309,9893.769536,6.43E+03,6.43E+03,2.01E+03
5457.674792,4978.077751,4196.018945,4.01E+03,4.20E+03,4.61E+03
-2243.92204,-2259.175353,-1637.94244,-1.63E+03,6.32E+02,2.01E+03
-3861.769351,-3956.304935,-3847.714803,-4.41E+03,-1.93E+03,3.57E+03
-4037.304322,-4160.307472,-3831.777611,-4.65E+03,-3.21E+03,2.01E+03
-4177.732298,-4234.65342,-3825.971399,-4.72E+03,-3.84E+03,4.58E+02
-4525.876657,-4278.928585,-3822.842502,-4.76E+03,-4.15E+03,-1.10E+03
-4351.804477,-4234.601061,-3778.562226,-4.76E+03,-4.30E+03,-2.65E+03
-4351.804477,-4161.401445,-3784.208962,-4.70E+03,-4.34E+03,-1.10E+03
-4487.84408,-3995.736884,-3750.52675,-4.59E+03,-4.32E+03,-5.25E+03
-4212.839292,-3739.071232,-3737.959809,-4.42E+03,-4.18E+03,-3.17E+03
-3317.610943,-3555.858938,-3423.115933,-4.14E+03,-4.05E+03,-4.73E+03
-3506.311036,-3398.555032,-3519.737794,-1.29E+03,-1.11E+03,-3.69E+03
8544.16469,8593.532659,7914.413171,8.27E+03,4.97E+03,-2.65E+03
12638.51788,14450.04362,9969.291605,1.31E+04,8.41E+03,-3.69E+03
9338.460432,9942.202797,11256.18663,9.66E+03,8.65E+03,-2.65E+03
8579.271684,8650.158876,8978.555082,8.47E+03,8.23E+03,-6.14E+01
7701.596832,7988.078939,9059.949017,7.75E+03,7.75E+03,2.01E+03
7530.450235,7992.357142,11078.43565,7.53E+03,7.50E+03,2.53E+03
7530.450235,7721.327902,8836.129651,7.37E+03,7.18E+03,2.53E+03
6845.86385,7031.252723,10708.54371,6.85E+03,6.91E+03,2.53E+03
6880.970844,6111.292699,10127.64571,6.19E+03,6.07E+03,4.09E+03
3831.050732,3815.187625,5920.55553,2.34E+03,3.11E+03,2.53E+03
-3159.629469,-3173.931067,-3251.106399,-3.12E+03,-3.92E+02,4.09E+03
-3861.769351,-4105.213315,-3839.363975,-4.62E+03,-2.47E+03,2.53E+03
-4037.304322,-4167.824326,-3829.7254,-4.68E+03,-3.49E+03,9.75E+02
-4351.804477,-4265.893532,-3817.193787,-4.79E+03,-4.00E+03,9.75E+02
-4351.804477,-4287.851812,-3815.565562,-4.80E+03,-4.25E+03,-1.62E+03
-4351.804477,-4241.425478,-3772.540112,-4.82E+03,-4.39E+03,-2.65E+03
-4351.804477,-4177.095644,-3780.865006,-4.77E+03,-4.41E+03,-2.65E+03
-4351.804477,-3907.225734,-3761.415383,-4.57E+03,-4.32E+03,-1.62E+03
-4315.234692,-3642.992558,-3611.106958,-4.34E+03,-4.16E+03,-4.73E+03
-3194.736463,-3309.226596,-3274.944969,-3.76E+03,-3.67E+03,-4.73E+03
-3572.13665,-4494.369982,-4633.085512,1.51E+03,1.24E+03,-3.69E+03
16280.86852,13132.94292,10459.5568,1.23E+04,6.99E+03,-3.69E+03
10716.40995,11748.72422,11156.70267,1.18E+04,8.82E+03,-3.17E+03
9171.70221,9171.306105,9419.748572,9.05E+03,8.46E+03,-2.14E+03
7635.771218,8448.169917,11685.80235,7.92E+03,8.04E+03,1.49E+03
7975.138827,8239.483437,8911.082766,8.00E+03,7.75E+03,2.01E+03
7530.450235,7814.692299,8928.888495,7.38E+03,7.35E+03,2.53E+03
7188.157043,7266.281409,11287.39269,7.07E+03,7.07E+03,2.53E+03
7422.20367,7028.206896,9529.168714,6.88E+03,6.79E+03,4.09E+03
5836.53777,5966.556535,5604.226035,5.17E+03,5.20E+03,3.05E+03
811.8492387,219.8448223,1206.095986,1.35E+02,1.70E+03,3.57E+03
-3510.69941,-3740.807255,-3839.183001,-4.32E+03,-1.47E+03,3.05E+03
-4212.839292,-4329.868767,-3834.073645,-4.92E+03,-3.14E+03,3.05E+03
-4388.374263,-4444.290267,-3812.96604,-5.06E+03,-3.99E+03,-6.30E+01
-4699.948836,-4517.515832,-3800.602743,-5.15E+03,-4.42E+03,4.56E+02
-4487.84408,-4462.7782,-3769.576898,-5.10E+03,-4.58E+03,-2.14E+03
-4525.876657,-4336.078996,-3783.125847,-4.94E+03,-4.57E+03,-2.14E+03
-4177.732298,-4050.685826,-3781.32364,-4.66E+03,-4.42E+03,-4.21E+03
-3861.769351,-3612.624768,-3607.785433,-4.24E+03,-4.12E+03,-2.66E+03
-3475.592416,-3314.542333,-3288.201733,-3.74E+03,-3.74E+03,-4.73E+03
-2088.866149,-2729.222182,-3135.711293,-2.59E+03,-2.65E+03,-3.17E+03
-1456.940255,2786.418647,6264.436466,3.59E+03,2.68E+03,-2.66E+03
16127.27542,14993.03152,10570.21201,1.32E+04,7.76E+03,-3.69E+03
10298.0516,10789.3037,11275.69429,1.10E+04,8.87E+03,-3.69E+03
9004.943988,8977.250453,9308.661229,8.82E+03,8.46E+03,9.73E+02
7975.138827,8075.646008,9538.427511,7.99E+03,8.02E+03,4.55E+02
7805.455022,8126.14963,8574.660167,7.88E+03,7.73E+03,3.05E+03
7701.596832,7705.79713,8033.706369,7.42E+03,7.33E+03,1.49E+03
7076.984895,6937.128439,11466.11189,6.82E+03,6.88E+03,3.05E+03
6477.240412,5881.813728,5180.856448,4.68E+03,4.74E+03,4.08E+03
-1404.279764,-1570.812556,-1470.133142,-9.77E+02,1.20E+03,2.53E+03
-3159.629469,-3486.680504,-3370.412987,-3.81E+03,-1.36E+03,4.08E+03
-3335.16444,-3597.766417,-3466.052865,-4.00E+03,-2.63E+03,1.49E+03
-3686.234381,-3668.610539,-3751.584363,-4.12E+03,-3.26E+03,1.49E+03
-3481.443582,-3702.966589,-3834.70385,-4.16E+03,-3.58E+03,-6.40E+01
-3797.406529,-3690.175329,-3807.829549,-4.11E+03,-3.68E+03,-1.62E+03
-3624.797141,-3583.243592,-3523.145912,-3.96E+03,-3.68E+03,-2.14E+03
-3624.797141,-3528.264297,-3400.011584,-3.89E+03,-3.64E+03,-3.18E+03
-3624.797141,-3417.265411,-3341.734601,-3.79E+03,-3.61E+03,-2.66E+03
-3510.69941,-3324.784456,-3313.14431,-3.73E+03,-3.52E+03,-2.66E+03
-3348.329563,-3120.500609,-3255.96509,-3.45E+03,-3.35E+03,-5.25E+03
-2248.310414,-2633.616477,-3149.254689,-2.49E+03,-2.43E+03,-2.14E+03
-1335.528567,2782.718208,5644.797631,3.69E+03,2.84E+03,-4.21E+03
16435.92441,15677.44878,10558.43572,1.33E+04,7.81E+03,-2.66E+03
10229.30041,12818.6521,10975.78595,1.10E+04,8.96E+03,-3.69E+03
9338.460432,9370.31727,9736.515786,9.11E+03,8.59E+03,4.54E+02
7975.138827,8029.963284,7827.724582,7.94E+03,8.03E+03,2.01E+03
8043.890024,7845.528956,7749.653749,7.82E+03,7.76E+03,2.01E+03
8043.890024,7856.895107,7947.468966,7.60E+03,7.41E+03,2.53E+03
7076.984895,6682.450521,10252.87284,6.62E+03,6.68E+03,3.56E+03
5122.695556,4895.033571,4057.303692,3.59E+03,3.98E+03,3.56E+03
-2281.954617,-2843.101264,-2597.240384,-2.10E+03,5.02E+02,3.56E+03
-2808.559528,-3455.956378,-3379.572847,-3.78E+03,-1.67E+03,4.08E+03
-3159.629469,-3550.828053,-3424.921964,-3.95E+03,-2.72E+03,9.72E+02
-3481.443582,-3627.155391,-3565.508444,-3.99E+03,-3.26E+03,9.72E+02
-3481.443582,-3633.842059,-3647.25686,-4.07E+03,-3.51E+03,-5.84E+02
-3452.187754,-3580.537813,-3468.436943,-3.93E+03,-3.56E+03,-5.84E+02
-3452.187754,-3484.334438,-3377.221448,-3.81E+03,-3.56E+03,-3.18E+03
-3481.443582,-3462.461991,-3374.643787,-3.80E+03,-3.56E+03,-1.62E+03
-3655.515761,-3354.269664,-3340.083113,-3.72E+03,-3.51E+03,-3.69E+03
-3481.443582,-3222.540756,-3300.093748,-3.60E+03,-3.44E+03,-3.18E+03
-3223.992292,-3127.932819,-3279.017176,-3.45E+03,-3.30E+03,-2.66E+03
-2527.703575,-2819.491453,-3178.117912,-2.98E+03,-2.95E+03,-3.70E+03
-3083.564315,-3824.994113,-4062.853737,1.78E+03,1.62E+03,-2.66E+03
16277.94293,13526.34555,10508.3263,1.24E+04,7.23E+03,-3.18E+03
10941.67983,11941.93111,11395.79815,1.19E+04,8.97E+03,-4.21E+03
9256.544112,9173.172123,9347.097638,9.13E+03,8.64E+03,-6.58E+01
8144.822632,8198.295907,9365.11861,8.28E+03,8.28E+03,1.49E+03
8484.190242,8418.712404,8297.878528,8.19E+03,7.94E+03,3.05E+03
7872.743428,7649.964239,7686.597609,7.53E+03,7.53E+03,2.01E+03
7569.945604,6791.917372,8876.030505,6.59E+03,6.56E+03,2.53E+03
4199.67417,4662.244229,6017.156177,2.92E+03,3.65E+03,4.60E+03
-2457.489587,-2623.051955,-3173.761891,-2.31E+03,2.91E+02,3.56E+03
-2984.094499,-3401.374595,-3373.560687,-3.73E+03,-1.74E+03,3.04E+03
-3335.16444,-3484.45447,-3390.899464,-3.87E+03,-2.71E+03,2.01E+03
-3307.371403,-3479.675923,-3390.240619,-3.83E+03,-3.16E+03,-6.62E+01
-3307.371403,-3514.452756,-3402.638934,-3.88E+03,-3.39E+03,-5.85E+02
-3279.578366,-3456.168789,-3373.509482,-3.82E+03,-3.46E+03,-1.62E+03
-3279.578366,-3409.217417,-3364.823817,-3.71E+03,-3.47E+03,-1.62E+03
-3279.578366,-3342.075108,-3340.905077,-3.69E+03,-3.45E+03,-2.66E+03
-3335.16444,-3242.546819,-3325.801352,-3.55E+03,-3.36E+03,-2.66E+03
-3001.647996,-3070.553897,-3283.588361,-3.34E+03,-3.21E+03,-2.66E+03
-2093.254523,-2601.177439,-3197.61028,-2.43E+03,-2.37E+03,-3.70E+03
-1439.386758,2570.158186,4572.43079,3.59E+03,2.82E+03,-3.18E+03
16746.03619,14214.95835,11118.30375,1.33E+04,7.81E+03,-2.66E+03
10391.67025,10786.76414,11091.05956,1.10E+04,8.92E+03,-3.18E+03
9338.460432,9263.2251,9654.192527,8.93E+03,8.50E+03,4.52E+02
8043.890024,8001.635027,8832.052542,7.97E+03,8.06E+03,1.49E+03
8043.890024,8133.806473,7961.368579,8.00E+03,7.82E+03,3.56E+03
8043.890024,7898.331909,8139.904247,7.50E+03,7.38E+03,3.04E+03
7296.403608,6201.726487,11408.37812,6.26E+03,6.39E+03,4.08E+03
3599.929687,4194.955481,5289.478061,2.86E+03,3.54E+03,2.01E+03
-2106.419646,-2641.106383,-3175.040931,-2.33E+03,2.69E+02,5.12E+03
-2808.559528,-3290.003032,-3348.021783,-3.54E+03,-1.65E+03,2.53E+03
-3159.629469,-3371.015835,-3362.194158,-3.68E+03,-2.57E+03,2.01E+03
-3133.299224,-3443.29896,-3387.97374,-3.71E+03,-3.03E+03,9.70E+02
-3133.299224,-3441.408157,-3378.296022,-3.76E+03,-3.27E+03,-5.86E+02
-3133.299224,-3439.551238,-3380.283136,-3.73E+03,-3.36E+03,-1.10E+03
-3307.371403,-3400.515134,-3373.239378,-3.64E+03,-3.37E+03,-2.66E+03
-3133.299224,-3286.662738,-3342.231384,-3.55E+03,-3.33E+03,-2.66E+03
-3106.968978,-3171.240936,-3310.743655,-3.46E+03,-3.27E+03,-2.14E+03
-2984.094499,-3090.700188,-3299.78274,-3.35E+03,-3.20E+03,-3.70E+03
-3010.424744,-2970.17841,-3261.446991,-3.25E+03,-3.12E+03,-2.66E+03
-2494.059373,-2855.142561,-2792.322015,-1.03E+03,-9.07E+02,-3.70E+03
6810.756856,7235.774983,9044.911198,7.31E+03,4.83E+03,-2.66E+03
13744.38819,14265.22215,10755.5645,1.34E+04,8.49E+03,-3.18E+03
9502.293071,9547.832789,11962.81261,9.91E+03,8.84E+03,-1.10E+03
8915.713711,9067.859176,9378.769976,8.75E+03,8.41E+03,-6.79E+01
7975.138827,7995.880791,7891.853234,7.87E+03,7.93E+03,3.56E+03
7805.455022,7834.881814,7818.947942,7.76E+03,7.67E+03,9.69E+02
8043.890024,7872.089334,8244.356596,7.48E+03,7.33E+03,3.56E+03
7359.303639,7179.744281,8360.508408,6.89E+03,6.95E+03,3.04E+03
6118.856514,6560.567758,6680.235486,5.13E+03,5.13E+03,4.08E+03
509.0514145,-280.9656329,139.5305602,-8.02E+01,1.76E+03,3.56E+03
-2808.559528,-3275.847451,-3357.444119,-3.48E+03,-1.01E+03,3.56E+03
-3335.16444,-3590.178093,-3445.445719,-3.99E+03,-2.43E+03,3.04E+03
-3481.443582,-3608.752286,-3458.183449,-4.00E+03,-3.11E+03,9.69E+02
-3481.443582,-3648.955058,-3528.933768,-4.06E+03,-3.45E+03,-5.87E+02
-3452.187754,-3587.06145,-3450.411033,-4.00E+03,-3.57E+03,-1.11E+03
-3481.443582,-3529.849812,-3412.068381,-3.89E+03,-3.59E+03,-5.87E+02
-3481.443582,-3418.177346,-3377.353031,-3.81E+03,-3.56E+03,-3.70E+03
-3335.16444,-3346.881409,-3353.444521,-3.74E+03,-3.52E+03,-2.66E+03
-3140.613181,-3201.916113,-3310.139144,-3.59E+03,-3.41E+03,-2.66E+03
-2281.954617,-3012.946571,-3230.811891,-3.38E+03,-3.29E+03,-2.66E+03
-3604.318061,-3353.526334,-3599.148047,2.97E+02,4.19E+02,-3.18E+03
12853.54822,12313.01366,10387.72184,1.05E+04,6.25E+03,-3.18E+03
11639.43134,13867.4151,10568.17955,1.25E+04,8.67E+03,-2.14E+03
9091.248682,9290.889965,12294.34214,9.13E+03,8.58E+03,-1.62E+03
8484.190242,8736.913355,8771.184248,8.45E+03,8.24E+03,1.49E+03
8043.890024,8195.694877,8187.70007,7.87E+03,7.78E+03,3.04E+03
7530.450235,7565.553149,7664.259718,7.44E+03,7.47E+03,9.68E+02
7701.596832,7485.085918,8060.494794,6.84E+03,6.69E+03,4.08E+03
4670.693007,4648.75329,4226.231861,3.28E+03,3.90E+03,4.08E+03
-2457.489587,-2807.41548,-2514.798217,-2.03E+03,5.07E+02,3.04E+03
-2984.094499,-3326.515323,-3381.565044,-3.68E+03,-1.63E+03,3.04E+03
-3335.16444,-3517.146658,-3447.105412,-3.94E+03,-2.71E+03,2.52E+03
-3481.443582,-3568.800943,-3529.003427,-4.01E+03,-3.25E+03,-5.88E+02
-3307.371403,-3578.373753,-3567.009239,-4.01E+03,-3.49E+03,1.49E+03
-3307.371403,-3555.609825,-3507.041485,-3.94E+03,-3.57E+03,-1.63E+03
-3481.443582,-3476.037763,-3428.500146,-3.84E+03,-3.56E+03,-1.63E+03
-3307.371403,-3425.313785,-3415.987894,-3.76E+03,-3.54E+03,-2.66E+03
-3481.443582,-3301.129571,-3351.926337,-3.69E+03,-3.47E+03,-3.70E+03
-3481.443582,-3129.500409,-3287.435084,-3.51E+03,-3.39E+03,-2.14E+03
-3335.16444,-3055.918226,-3287.121058,-3.41E+03,-3.25E+03,-4.22E+03
-2750.047871,-2881.0228,-3268.023991,-3.17E+03,-3.14E+03,-2.14E+03
-2685.685049,-2608.938809,-2743.775219,-5.07E+02,-3.85E+02,-3.70E+03
9413.062794,11077.59833,8275.09005,8.62E+03,5.47E+03,-3.70E+03
12954.48082,15256.7957,10768.70074,1.34E+04,8.75E+03,-4.22E+03
9587.134973,11487.52785,12053.76812,9.83E+03,8.92E+03,-5.89E+02
8915.713711,9289.650248,9738.209901,8.81E+03,8.54E+03,-7.03E+01
8314.506437,8297.55704,8067.971994,8.08E+03,8.02E+03,2.00E+03
7805.455022,7831.049639,7752.728027,7.67E+03,7.70E+03,2.52E+03
7805.455022,8099.773506,8122.965475,7.57E+03,7.39E+03,2.52E+03
7296.403608,7467.946483,7678.409173,7.02E+03,7.05E+03,3.56E+03
7249.594282,7239.047517,7555.063784,6.80E+03,6.77E+03,3.56E+03
6243.193785,6486.350963,6373.756557,5.64E+03,5.64E+03,4.08E+03
3071.861984,2096.762473,2658.403411,1.69E+03,2.73E+03,4.08E+03
-2106.419646,-2956.191876,-3392.423564,-2.75E+03,-2.38E+02,4.08E+03
-2808.559528,-3393.172154,-3435.64044,-3.64E+03,-1.92E+03,2.00E+03
-3159.629469,-3456.451809,-3452.62532,-3.79E+03,-2.75E+03,1.48E+03
-3307.371403,-3470.271645,-3494.14475,-3.82E+03,-3.18E+03,-7.08E+01
-3133.299224,-3498.633021,-3604.415736,-3.91E+03,-3.39E+03,-7.09E+01
-3307.371403,-3392.399198,-3398.546901,-3.75E+03,-3.41E+03,-1.11E+03
-3307.371403,-3257.473359,-3366.046864,-3.63E+03,-3.38E+03,-3.18E+03
-3054.308487,-3142.466956,-3363.92803,-3.45E+03,-3.23E+03,-1.63E+03
-2156.154555,-2634.866828,-3301.049288,-2.57E+03,-2.51E+03,-3.70E+03
-1617.847312,1509.066017,1514.612685,3.00E+03,2.45E+03,-3.18E+03
16435.92441,15806.41169,10331.91714,1.25E+04,7.27E+03,-2.66E+03
9579.821016,12387.93524,11349.59115,1.03E+04,8.41E+03,-2.15E+03
8915.713711,9115.254908,9946.847157,8.61E+03,8.12E+03,-1.11E+03
7975.138827,7768.048545,7602.240287,7.57E+03,7.63E+03,2.52E+03
7530.450235,7628.286329,7524.193115,7.45E+03,7.42E+03,1.48E+03
7701.596832,7835.702262,7787.559607,7.36E+03,7.14E+03,3.56E+03
6957.035998,7186.882462,7339.57585,6.75E+03,6.81E+03,2.52E+03
7188.157043,6985.301412,7231.478711,6.59E+03,6.56E+03,4.08E+03
6553.305566,5997.996277,9251.231209,6.01E+03,6.01E+03,3.04E+03
4739.444204,4934.49927,4830.296648,3.45E+03,3.81E+03,3.56E+03
-1755.349705,-2295.893426,-2102.305932,-1.41E+03,7.30E+02,4.59E+03
-2633.024558,-3273.657503,-3438.770941,-3.43E+03,-1.38E+03,4.47E+02
-2959.227045,-3441.45465,-3481.727471,-3.67E+03,-2.44E+03,3.04E+03
-3133.299224,-3485.331097,-3497.760369,-3.73E+03,-2.96E+03,9.65E+02
-3307.371403,-3437.982615,-3471.505227,-3.71E+03,-3.19E+03,-5.91E+02
-3307.371403,-3373.444924,-3457.550584,-3.62E+03,-3.26E+03,-2.66E+03
-3133.299224,-3255.447123,-3426.482836,-3.54E+03,-3.26E+03,-2.66E+03
-3159.629469,-3166.881328,-3415.492363,-3.42E+03,-3.17E+03,-1.63E+03
-2779.3037,-2857.002041,-3359.487889,-2.95E+03,-2.83E+03,-2.15E+03
-2597.917564,-3606.922612,-3988.320567,1.51E+03,1.39E+03,-2.66E+03
14885.3655,12205.52595,10787.55843,1.13E+04,6.62E+03,-4.22E+03
10554.0401,10734.70519,11068.84447,1.08E+04,8.00E+03,-2.15E+03
7170.603546,7504.459346,11278.84197,7.36E+03,7.30E+03,-7.26E+01
6108.616974,8734.363065,9917.939236,6.35E+03,6.63E+03,4.46E+02
6278.300779,8608.555705,10281.31591,6.14E+03,6.23E+03,1.48E+03
5990.130869,8113.83519,9977.835111,6.00E+03,6.00E+03,2.52E+03
5938.933169,7727.530424,9696.019976,5.96E+03,5.89E+03,2.52E+03
5990.130869,7521.249294,9608.265503,5.95E+03,5.83E+03,2.52E+03
5845.314518,6403.001271,9146.116633,5.39E+03,5.30E+03,2.00E+03
4072.411316,4109.410324,5914.063155,2.61E+03,3.07E+03,3.56E+03
-2281.954617,-2454.598685,-3324.660545,-1.92E+03,2.21E+02,2.52E+03
-2808.559528,-3257.491183,-3470.952083,-3.40E+03,-1.59E+03,3.04E+03
-2984.094499,-3373.217088,-3487.499093,-3.59E+03,-2.52E+03,-7.33E+01
-3133.299224,-3427.705506,-3507.583264,-3.67E+03,-2.97E+03,4.45E+02
-3307.371403,-3394.31538,-3493.039521,-3.58E+03,-3.12E+03,-1.63E+03
-3307.371403,-3294.604653,-3462.460859,-3.51E+03,-3.20E+03,-2.15E+03
-3307.371403,-3279.855713,-3460.607899,-3.53E+03,-3.22E+03,-2.15E+03
-3159.629469,-3101.058085,-3420.204289,-3.32E+03,-3.11E+03,-1.63E+03
-2733.957166,-2873.16697,-3333.648033,-3.04E+03,-2.94E+03,-4.22E+03
-2761.750203,-3142.246253,-3216.415092,-7.90E+02,-6.99E+02,-2.67E+03
5318.709607,5588.045754,8354.387894,5.10E+03,2.65E+03,-3.70E+03
6537.21486,8673.241489,9622.581168,6.94E+03,4.89E+03,-3.18E+03
6942.408084,9596.543254,10027.30727,7.41E+03,6.10E+03,-1.63E+03
7233.503577,9885.773636,9986.534283,7.55E+03,6.72E+03,-1.11E+03
7466.087413,10045.09955,9650.143965,7.69E+03,7.10E+03,2.00E+03
7466.087413,10092.0305,9790.5516,7.76E+03,7.27E+03,9.63E+02
7466.087413,9630.308575,9576.796373,7.62E+03,7.31E+03,2.52E+03
7701.596832,9352.863331,9309.402172,7.56E+03,7.28E+03,9.63E+02
7504.11999,8205.877633,8659.874972,7.10E+03,6.92E+03,3.56E+03
5792.654027,5627.09642,4979.952077,4.40E+03,4.58E+03,3.04E+03
-1579.814735,-1967.911851,-1950.13249,-1.13E+03,1.20E+03,4.07E+03
-2808.559528,-3198.066008,-3483.871564,-3.27E+03,-1.10E+03,2.52E+03
-3159.629469,-3357.058796,-3505.41993,-3.54E+03,-2.26E+03,1.48E+03
-3133.299224,-3407.17563,-3518.753926,-3.61E+03,-2.82E+03,-7.46E+01
-3307.371403,-3429.83175,-3527.066972,-3.64E+03,-3.11E+03,-5.93E+02
-3279.578366,-3393.062573,-3503.867009,-3.66E+03,-3.23E+03,-1.11E+03
-3133.299224,-3309.489667,-3483.461072,-3.52E+03,-3.25E+03,-2.15E+03
-3133.299224,-3174.075138,-3452.856108,-3.38E+03,-3.14E+03,-3.70E+03
-2426.770967,-2839.101994,-3419.684935,-2.77E+03,-2.68E+03,-1.63E+03
-2523.315201,-3654.073606,-3842.842914,1.59E+03,1.34E+03,-3.70E+03
13362.59963,13830.9995,10254.62002,1.07E+04,6.38E+03,-3.70E+03
10391.67025,12921.46668,11001.64243,1.24E+04,9.61E+03,-1.11E+03
15341.75642,14627.21645,14825.91076,1.44E+04,1.21E+04,-1.63E+03
15745.48686,15930.8551,14824.86249,1.57E+04,1.37E+04,2.00E+03
15916.63345,15823.93169,14716.93854,1.56E+04,1.44E+04,9.62E+02
15916.63345,15649.71353,14608.13367,1.55E+04,1.46E+04,4.59E+03
15745.48686,15439.60769,14499.38896,1.53E+04,1.47E+04,5.63E+03
15707.45428,15162.99419,14386.81753,1.51E+04,1.46E+04,6.15E+03
14828.31663,13235.296,14240.21607,1.31E+04,1.28E+04,6.67E+03
8125.806344,6710.763392,4680.921253,5.89E+03,7.54E+03,8.22E+03
-1930.884676,-2771.924854,-3226.874023,-2.26E+03,2.15E+03,8.22E+03
-2984.094499,-3716.281139,-4133.058252,-3.87E+03,-8.70E+02,6.67E+03
-3335.16444,-4047.207071,-4231.857362,-4.11E+03,-2.39E+03,4.59E+03
-3481.443582,-4236.526247,-4206.726054,-4.31E+03,-3.17E+03,2.52E+03
-3655.515761,-4285.723412,-4255.162589,-4.30E+03,-3.53E+03,2.00E+03
-3655.515761,-4164.125916,-4273.286897,-4.17E+03,-3.62E+03,9.61E+02
-3655.515761,-3840.745201,-4224.63116,-3.95E+03,-3.58E+03,-2.67E+03
-3655.515761,-3744.680883,-4138.472606,-3.85E+03,-3.54E+03,-2.15E+03
-3655.515761,-3634.895594,-3889.137011,-3.80E+03,-3.49E+03,-2.15E+03
-3655.515761,-3518.475222,-3618.914547,-3.66E+03,-3.41E+03,-2.15E+03
-3510.69941,-3369.822805,-3570.71916,-3.54E+03,-3.32E+03,-3.71E+03
-3247.396955,-3187.62881,-3533.026347,-3.35E+03,-3.17E+03,-3.19E+03
-2672.519926,-2112.658593,-3351.821316,-1.53E+03,-1.44E+03,-4.22E+03
1740.721791,1413.080869,4739.266412,5.97E+03,4.19E+03,-4.22E+03
16127.27542,17177.96538,11464.11025,1.51E+04,9.85E+03,-3.19E+03
15286.17035,16124.47463,14284.17045,1.58E+04,1.27E+04,-3.71E+03
15508.51465,16029.02709,14286.1798,1.57E+04,1.39E+04,9.61E+02
15780.59385,15931.10507,14174.37103,1.57E+04,1.45E+04,2.00E+03
15574.34026,15778.4905,14179.36936,1.56E+04,1.47E+04,2.52E+03
15403.19366,15393.18242,14072.80355,1.53E+04,1.47E+04,4.59E+03
15232.04707,15042.08363,13845.85545,1.51E+04,1.46E+04,6.66E+03
15189.62612,14813.3183,13739.10639,1.49E+04,1.45E+04,6.15E+03
14148.11862,15037.83101,13150.99384,1.27E+04,1.23E+04,6.15E+03
5737.067953,4505.128355,3538.921958,4.45E+03,6.71E+03,8.22E+03
-2457.489587,-3329.805176,-3602.225765,-2.86E+03,1.58E+03,7.18E+03
-3335.16444,-4008.7782,-4353.214451,-3.99E+03,-1.20E+03,5.63E+03
-3861.769351,-4367.949344,-4370.392619,-4.29E+03,-2.60E+03,4.07E+03
-4037.304322,-4414.364129,-4348.77383,-4.35E+03,-3.28E+03,1.48E+03
-4003.660119,-4392.947548,-4346.744817,-4.32E+03,-3.58E+03,9.60E+02
