measured,hybrid_predicted,ggmr_predicted,rc_model3_predicted,rc_model2_predicted,rc_model1_predicted
-3970.015917,-3745.712546,-3776.663871,-3.68E+03,-3.44E+03,-3.55E+03
-3829.58794,-3628.063883,-3709.86533,-3.61E+03,-3.33E+03,-3.55E+03
-3861.769351,-3461.733754,-3645.803197,-3.37E+03,-3.19E+03,-5.10E+03
-3633.57389,-3375.596823,-3634.862884,-3.18E+03,-3.03E+03,-3.03E+03
-2539.405907,-3286.692614,-3570.036524,-3.19E+03,-3.06E+03,-4.59E+03
-3159.629469,-2723.013964,-3056.063638,1.25E+03,1.58E+03,-5.62E+03
16905.48045,14848.5047,13717.24762,1.40E+04,8.54E+03,-5.11E+03
16590.9803,17027.17175,12831.9428,1.72E+04,1.30E+04,-3.55E+03
17202.42711,17656.59783,12786.93456,1.80E+04,1.52E+04,-1.99E+03
17494.9854,16985.33882,12804.91968,1.73E+04,1.59E+04,-4.39E+02
16943.51303,16688.38065,12817.28678,1.71E+04,1.62E+04,3.19E+03
17114.65963,16610.63284,12798.33284,1.71E+04,1.63E+04,3.71E+03
16943.51303,16182.75921,12801.48278,1.67E+04,1.62E+04,5.26E+03
16772.36643,16094.28156,12770.09212,1.67E+04,1.62E+04,4.75E+03
16509.06398,14687.39314,12704.74673,1.54E+04,1.48E+04,7.34E+03
10561.35406,10241.94443,8252.326934,8.54E+03,9.73E+03,6.82E+03
-2457.489587,-1469.394297,-1599.25288,-1.13E+03,3.40E+03,7.86E+03
-3335.16444,-4302.657276,-4002.867599,-4.45E+03,-4.99E+02,7.34E+03
-3861.769351,-4318.421305,-4060.752515,-4.35E+03,-2.30E+03,3.19E+03
-4177.732298,-4372.104616,-4060.840586,-4.50E+03,-3.22E+03,3.19E+03
-4177.732298,-4451.099061,-4115.891807,-4.53E+03,-3.61E+03,1.64E+03
-4351.804477,-4313.409822,-4054.929624,-4.32E+03,-3.73E+03,-1.48E+03
-4351.804477,-4279.668401,-4048.087427,-4.28E+03,-3.79E+03,-1.48E+03
-4351.804477,-4226.552326,-4064.437746,-4.18E+03,-3.75E+03,-1.99E+03
-4351.804477,-4064.631466,-4028.544783,-3.93E+03,-3.62E+03,-4.07E+03
-4351.804477,-3911.308302,-3973.276607,-3.72E+03,-3.48E+03,-4.07E+03
-4142.625304,-3781.52005,-3938.323789,-3.57E+03,-3.36E+03,-4.07E+03
-4315.234692,-3731.025026,-3950.710118,-3.46E+03,-3.25E+03,-4.59E+03
-3970.015917,-3617.520157,-3874.124878,-3.31E+03,-3.13E+03,-3.03E+03
-3861.769351,-3484.523179,-3794.635328,-3.18E+03,-3.02E+03,-6.14E+03
-3686.234381,-3352.943975,-3718.017462,-3.02E+03,-2.87E+03,-5.62E+03
-3566.285484,-3207.748861,-3646.69518,-2.77E+03,-2.71E+03,-4.07E+03
-2902.178179,-3179.577156,-3578.279611,-2.87E+03,-2.77E+03,-5.62E+03
-2194.187132,-3134.987534,-3515.577818,-2.88E+03,-2.58E+03,-4.07E+03
-4157.253218,-2237.654087,-2881.721111,3.16E+03,2.97E+03,-5.62E+03
20212.85186,16603.55293,14939.02036,1.60E+04,9.75E+03,-5.62E+03
16435.92441,16758.22271,12969.11796,1.71E+04,1.35E+04,-3.03E+03
17366.25975,17877.0758,12980.22212,1.83E+04,1.57E+04,-2.00E+03
17326.76438,17672.284,12926.52382,1.82E+04,1.65E+04,-4.40E+02
16943.51303,17015.69764,12944.10938,1.75E+04,1.66E+04,2.15E+03
16943.51303,16555.91923,12935.42391,1.71E+04,1.65E+04,4.74E+03
16772.36643,16232.94557,12872.17397,1.69E+04,1.64E+04,3.71E+03
16430.07324,15813.4065,12793.1967,1.66E+04,1.61E+04,6.30E+03
16317.4383,15241.61918,12777.44786,1.60E+04,1.57E+04,6.82E+03
14126.17675,13962.32396,12290.19832,1.17E+04,1.17E+04,7.86E+03
513.4397888,1126.781336,364.3354426,1.14E+03,5.24E+03,6.30E+03
-2984.094499,-3994.905054,-3953.064981,-3.60E+03,6.27E+02,7.86E+03
-3861.769351,-4257.638874,-4010.33395,-4.29E+03,-1.75E+03,5.26E+03
-4177.732298,-4406.301976,-4079.990139,-4.53E+03,-3.00E+03,3.19E+03
-4525.876657,-4493.915052,-4094.61285,-4.78E+03,-3.67E+03,5.97E+02
-4177.732298,-4466.616193,-4123.636807,-4.70E+03,-3.91E+03,1.12E+03
-4177.732298,-4345.230287,-4128.345744,-4.42E+03,-3.93E+03,-2.51E+03
-4525.876657,-4216.788827,-4061.604583,-4.31E+03,-3.89E+03,-2.51E+03
-4351.804477,-4106.708092,-4050.795344,-4.06E+03,-3.73E+03,-2.00E+03
-4177.732298,-3927.242048,-3985.889317,-3.78E+03,-3.57E+03,-4.59E+03
-4177.732298,-3840.544066,-3975.077741,-3.59E+03,-3.35E+03,-4.07E+03
-4003.660119,-3580.179821,-3853.984258,-3.24E+03,-3.15E+03,-4.07E+03
-3970.015917,-3495.497211,-3794.995715,-3.24E+03,-3.06E+03,-4.07E+03
-4003.660119,-3439.920963,-3791.90125,-3.12E+03,-2.94E+03,-4.59E+03
-4037.304322,-3318.752478,-3732.741634,-2.99E+03,-2.87E+03,-6.14E+03
-3734.506498,-3194.834356,-3621.121242,-2.93E+03,-2.75E+03,-5.11E+03
-2675.445509,-3135.659482,-3563.638971,-2.82E+03,-2.76E+03,-5.11E+03
-3145.001555,-2445.662797,-2949.321287,2.10E+03,2.38E+03,-6.14E+03
15703.0659,17375.65117,11768.44953,1.58E+04,9.69E+03,-4.59E+03
16747.49898,17339.92397,12685.34327,1.77E+04,1.35E+04,-3.03E+03
17038.59447,16790.79751,12705.44312,1.72E+04,1.52E+04,-3.55E+03
16990.32235,17128.29768,12758.08642,1.76E+04,1.61E+04,1.11E+03
16943.51303,16822.31467,12720.56511,1.74E+04,1.64E+04,3.19E+03
16772.36643,16458.43066,12646.41049,1.71E+04,1.64E+04,2.67E+03
16772.36643,15858.96989,12593.96993,1.66E+04,1.60E+04,4.23E+03
14399.71875,14087.47909,11995.7501,1.16E+04,1.16E+04,7.34E+03
-702.1398821,989.5069748,-167.67184,8.74E+02,5.16E+03,5.78E+03
-3159.629469,-3826.559661,-3908.442878,-3.32E+03,7.18E+02,7.34E+03
-3861.769351,-4101.696285,-3974.782554,-3.98E+03,-1.59E+03,4.23E+03
-4212.839292,-4274.782036,-4039.810615,-4.29E+03,-2.82E+03,2.67E+03
-4525.876657,-4371.086153,-4053.64714,-4.55E+03,-3.51E+03,1.11E+03
-4699.948836,-4423.469814,-4067.382126,-4.66E+03,-3.89E+03,-4.42E+02
-4699.948836,-4446.58414,-4082.02751,-4.65E+03,-4.04E+03,-1.48E+03
-4699.948836,-4319.137662,-4042.410883,-4.41E+03,-3.98E+03,-3.55E+03
-4525.876657,-4171.951652,-4000.790013,-4.14E+03,-3.87E+03,-3.55E+03
-4699.948836,-4138.006287,-4017.228348,-4.05E+03,-3.77E+03,-2.00E+03
-4699.948836,-4024.231524,-3979.556941,-3.89E+03,-3.65E+03,-5.11E+03
-4315.234692,-3893.898896,-3940.855127,-3.68E+03,-3.50E+03,-5.11E+03
-4142.625304,-3780.297561,-3903.153013,-3.51E+03,-3.36E+03,-3.03E+03
-4315.234692,-3684.359948,-3865.466922,-3.41E+03,-3.26E+03,-6.15E+03
-4142.625304,-3591.986668,-3826.816712,-3.31E+03,-3.16E+03,-3.55E+03
-4177.732298,-3523.975178,-3787.295978,-3.24E+03,-3.12E+03,-5.11E+03
-4212.839292,-3498.222232,-3750.842436,-3.27E+03,-3.08E+03,-4.59E+03
-3861.769351,-3417.483346,-3705.418632,-3.12E+03,-3.00E+03,-6.15E+03
-3970.015917,-3329.494884,-3658.009582,-2.95E+03,-2.86E+03,-5.11E+03
-3317.610943,-3269.432503,-3608.767345,-2.89E+03,-2.86E+03,-4.59E+03
-2818.799068,-3363.918189,-3566.96907,-3.33E+03,-3.11E+03,-5.11E+03
-2744.196706,-3482.841511,-3530.00762,-3.85E+03,-3.48E+03,-5.11E+03
-3475.592416,-3128.585788,-3557.628236,-2.51E+03,-2.11E+03,-4.07E+03
-3537.029656,5938.569423,3603.208584,5.18E+03,3.50E+03,-4.07E+03
15651.8682,14264.49368,14345.93089,1.46E+04,9.23E+03,-4.07E+03
13233.87399,14553.93695,11870.19564,1.52E+04,1.20E+04,-3.55E+03
13507.41598,14324.93802,11997.00674,1.50E+04,1.32E+04,-9.61E+02
13744.38819,14022.49254,12103.79245,1.47E+04,1.36E+04,1.11E+03
13862.8743,13562.81135,12127.397,1.43E+04,1.36E+04,3.19E+03
13808.75101,12367.85387,12236.21645,1.30E+04,1.25E+04,3.19E+03
7986.841159,8766.725147,7719.841042,7.31E+03,8.11E+03,6.30E+03
-2106.419646,-2894.383874,-3703.588843,-7.86E+02,3.07E+03,4.22E+03
-3159.629469,-3552.930212,-3774.985372,-2.88E+03,-1.30E+02,5.26E+03
-3335.16444,-3784.226737,-3778.340502,-3.59E+03,-1.73E+03,3.71E+03
-3133.299224,-3733.227409,-3834.163659,-3.21E+03,-2.33E+03,1.11E+03
-3133.299224,-3735.383951,-3849.744459,-3.15E+03,-2.60E+03,-4.43E+02
-3106.968978,-3753.670289,-3869.275681,-3.11E+03,-2.68E+03,7.57E+01
-3307.371403,-3691.001606,-3824.944248,-3.05E+03,-2.77E+03,-2.00E+03
-3655.515761,-3790.529729,-3827.060735,-3.36E+03,-2.99E+03,-2.52E+03
-3655.515761,-3803.188281,-3778.004943,-3.61E+03,-3.18E+03,-3.04E+03
-3797.406529,-3777.672771,-3784.769762,-3.59E+03,-3.25E+03,-2.00E+03
-3797.406529,-3651.731071,-3725.675351,-3.50E+03,-3.25E+03,-2.52E+03
-3970.015917,-3543.52061,-3669.576861,-3.42E+03,-3.21E+03,-4.07E+03
-3797.406529,-3511.067487,-3679.265748,-3.35E+03,-3.20E+03,-3.55E+03
-4003.660119,-3461.780738,-3632.016415,-3.44E+03,-3.22E+03,-4.07E+03
-4003.660119,-3361.010015,-3575.885639,-3.37E+03,-3.19E+03,-3.55E+03
-3970.015917,-3279.882817,-3530.514946,-3.28E+03,-3.16E+03,-4.07E+03
-3797.406529,-3277.333775,-3529.510549,-3.27E+03,-3.12E+03,-3.55E+03
-3655.515761,-3187.265673,-3475.347387,-3.14E+03,-3.05E+03,-5.11E+03
-3829.58794,-3127.900823,-3424.194654,-3.09E+03,-2.99E+03,-4.07E+03
-3655.515761,-3072.873295,-3383.738213,-3.02E+03,-2.93E+03,-5.63E+03
-3686.234381,-3020.635053,-3341.351796,-2.97E+03,-2.91E+03,-2.52E+03
-3686.234381,-2980.563039,-3291.208795,-2.98E+03,-2.86E+03,-4.59E+03
-3481.443582,-2957.689713,-3296.942925,-2.79E+03,-2.76E+03,-4.59E+03
-3330.776066,-2895.742707,-3248.686636,-2.73E+03,-2.70E+03,-4.59E+03
-2606.694312,-2908.58331,-3197.659594,-2.94E+03,-2.88E+03,-4.59E+03
-2238.070874,-3055.902304,-3157.672273,-3.53E+03,-3.22E+03,-3.55E+03
-2948.987505,-3052.408163,-3105.664884,-3.78E+03,-3.44E+03,-4.07E+03
-3396.60168,-3023.370116,-3112.417415,-3.64E+03,-3.45E+03,-3.55E+03
-3554.583153,-2927.773213,-3068.968804,-3.45E+03,-3.39E+03,-3.55E+03
-3554.583153,-2872.261701,-3011.875496,-3.40E+03,-3.34E+03,-3.04E+03
-3554.583153,-2871.525718,-3007.860879,-3.34E+03,-3.28E+03,-3.04E+03
-3594.078521,-2803.767446,-2941.005609,-3.26E+03,-3.23E+03,-3.55E+03
-3594.078521,-2827.453183,-2932.243797,-3.25E+03,-3.19E+03,-2.52E+03
-3554.583153,-2800.490562,-2889.851913,-3.19E+03,-3.16E+03,-3.55E+03
-3554.583153,-2844.304732,-2898.647131,-3.19E+03,-3.13E+03,-1.48E+03
-3515.087785,-2820.171818,-2863.095468,-3.12E+03,-3.09E+03,-4.07E+03
-3475.592416,-2872.90851,-2888.39293,-3.11E+03,-3.08E+03,-2.52E+03
-3475.592416,-2845.888629,-2827.547698,-3.13E+03,-3.06E+03,-2.52E+03
-3515.087785,-2859.985792,-2831.454283,-3.07E+03,-3.04E+03,-2.52E+03
-3475.592416,-2830.243641,-2772.455856,-3.07E+03,-3.04E+03,-2.52E+03
-3475.592416,-2868.949573,-2773.437345,-3.10E+03,-3.04E+03,-3.04E+03
-3436.097048,-2842.811325,-2723.250868,-3.08E+03,-3.05E+03,-3.55E+03
-3436.097048,-2885.49407,-2728.145399,-3.11E+03,-3.05E+03,-1.48E+03
-3396.60168,-2836.951426,-2664.259339,-3.06E+03,-3.03E+03,-2.00E+03
-3436.097048,-2843.330244,-2649.623522,-3.05E+03,-3.02E+03,-3.04E+03
-3396.60168,-2813.574363,-2581.862728,-3.07E+03,-3.04E+03,-3.56E+03
-3396.60168,-2858.621096,-2586.768823,-3.11E+03,-3.05E+03,-2.00E+03
-3357.106311,-2828.927027,-2536.58421,-3.07E+03,-3.04E+03,-2.52E+03
-3396.60168,-2479.412704,-2536.334632,-1.91E+03,-1.88E+03,-3.56E+03
-3569.211067,-2362.26585,-2725.160734,4.21E+03,2.86E+03,-2.52E+03
14042.79764,13984.89368,11668.25149,1.27E+04,7.94E+03,-2.00E+03
12638.51788,15208.87771,11890.99197,1.34E+04,1.05E+04,-1.48E+03
12778.94585,13283.28109,13045.85999,1.33E+04,1.16E+04,7.44E+01
12616.57601,12820.2423,12746.23037,1.30E+04,1.20E+04,1.63E+03
12773.09469,12591.77857,12732.43031,1.28E+04,1.21E+04,3.19E+03
11939.30358,12935.29113,12185.45844,1.05E+04,1.00E+04,3.70E+03
3532.641282,4171.10744,2258.913796,3.35E+03,5.25E+03,5.78E+03
-1404.279764,-2929.694281,-2760.391222,-2.54E+03,1.04E+03,7.33E+03
-2106.419646,-3089.945848,-2777.136256,-3.13E+03,-1.05E+03,3.70E+03
-2611.082686,-3043.66754,-2768.112576,-3.09E+03,-2.02E+03,3.19E+03
-2611.082686,-3142.863901,-2807.51605,-3.31E+03,-2.64E+03,5.93E+02
-2611.082686,-3234.357532,-2798.75054,-3.63E+03,-3.02E+03,1.63E+03
-2785.154866,-3199.99959,-2796.691548,-3.59E+03,-3.19E+03,-9.63E+02
-2785.154866,-3184.739271,-2785.833095,-3.57E+03,-3.26E+03,7.43E+01
-2761.750203,-3165.39449,-2778.842066,-3.53E+03,-3.29E+03,-2.00E+03
-2959.227045,-3125.102046,-2770.958176,-3.48E+03,-3.27E+03,-2.00E+03
-2761.750203,-3070.144095,-2768.893027,-3.38E+03,-3.23E+03,-2.00E+03
-2934.359591,-2994.282904,-2713.910182,-3.36E+03,-3.21E+03,-1.48E+03
-2761.750203,-2964.807129,-2722.530881,-3.31E+03,-3.16E+03,-2.52E+03
-2589.140815,-2901.627417,-2729.135512,-3.16E+03,-3.06E+03,-2.00E+03
-2611.082686,-2786.322778,-2658.831056,-3.06E+03,-3.00E+03,-3.56E+03
-2457.489587,-2775.851384,-2661.898822,-3.05E+03,-2.96E+03,-2.52E+03
-2435.547716,-2663.891474,-2604.480249,-2.90E+03,-2.81E+03,-4.07E+03
-2140.063849,-2651.478439,-2593.519745,-2.70E+03,-2.76E+03,-2.00E+03
-1919.182344,-2686.927366,-2516.224415,-3.09E+03,-2.94E+03,-4.07E+03
-2047.907989,-2783.452637,-2509.67687,-3.51E+03,-3.27E+03,-2.00E+03
-2685.685049,-2555.774526,-2513.372113,-2.83E+03,-2.46E+03,-4.07E+03
-3365.88306,-3714.699253,-3907.965654,3.40E+03,2.33E+03,-2.52E+03
14626.45142,13928.361,11798.61999,1.27E+04,7.81E+03,-2.52E+03
12322.55493,12650.99731,12100.60997,1.31E+04,9.86E+03,-3.04E+03
9917.725834,10701.0688,11240.243,1.05E+04,9.71E+03,1.63E+03
9502.293071,9703.126296,11449.53968,9.27E+03,9.14E+03,1.63E+03
8823.557851,9557.307684,10047.90298,9.33E+03,9.27E+03,1.11E+03
11708.18253,11709.00805,15276.71274,1.13E+04,1.04E+04,4.22E+03
12784.79702,12504.83107,12509.39969,1.27E+04,1.13E+04,3.70E+03
11071.86827,11588.48931,11097.58817,9.37E+03,8.72E+03,4.74E+03
1369.17277,1584.187185,-28.15448124,1.08E+03,3.87E+03,5.26E+03
-2281.954617,-2884.667152,-2715.005272,-3.12E+03,9.00E+01,5.26E+03
-2808.559528,-3192.561641,-2757.0003,-4.03E+03,-1.98E+03,4.22E+03
-3133.299224,-3201.284641,-2742.359524,-4.16E+03,-2.93E+03,2.15E+03
-3133.299224,-3170.245674,-2730.675426,-4.09E+03,-3.42E+03,-4.45E+02
-3307.371403,-3264.626967,-2776.84283,-4.27E+03,-3.69E+03,7.38E+01
-3481.443582,-3241.116346,-2771.399052,-4.21E+03,-3.81E+03,7.38E+01
-3307.371403,-3151.133313,-2697.927536,-4.15E+03,-3.81E+03,-2.52E+03
-3159.629469,-3066.599878,-2692.809146,-3.95E+03,-3.73E+03,-1.48E+03
-3042.606156,-2973.821666,-2681.75924,-3.78E+03,-3.60E+03,-2.00E+03
-1974.768418,-2690.423631,-2621.53953,-3.07E+03,-2.98E+03,-3.56E+03
-2015.726578,-3074.4505,-3278.696437,1.85E+03,1.39E+03,-2.52E+03
15066.75164,11022.27785,10922.07229,1.10E+04,6.40E+03,-3.04E+03
11269.34511,10953.23101,10779.65901,1.09E+04,8.33E+03,-2.00E+03
9421.839543,9873.66556,10225.4652,9.44E+03,8.55E+03,-9.64E+02
8747.492698,9213.92167,9936.098384,8.63E+03,8.35E+03,5.92E+02
8314.506437,8798.680641,9362.364546,8.24E+03,8.02E+03,2.15E+03
7805.455022,8346.165411,9307.924169,7.74E+03,7.71E+03,3.18E+03
8144.822632,7953.947691,8338.599002,7.68E+03,7.56E+03,2.15E+03
8285.250609,7005.762879,7753.505934,7.59E+03,7.41E+03,5.26E+03
7365.154805,6106.496837,5759.117904,6.05E+03,5.96E+03,1.11E+03
2036.205658,1897.306503,345.7369952,1.05E+03,2.49E+03,4.74E+03
-2281.954617,-2994.70564,-2841.058445,-3.55E+03,-7.00E+02,4.22E+03
-3159.629469,-3238.264363,-2896.480308,-4.17E+03,-2.42E+03,1.63E+03
-3133.299224,-3321.842945,-2894.680768,-4.43E+03,-3.32E+03,2.15E+03
-3481.443582,-3353.505758,-2892.609387,-4.52E+03,-3.78E+03,-4.45E+02
-3655.515761,-3348.800879,-2884.117147,-4.50E+03,-3.98E+03,-9.64E+02
-3624.797141,-3295.218049,-2878.171704,-4.33E+03,-3.96E+03,-1.48E+03
-3452.187754,-3210.84607,-2872.109897,-4.13E+03,-3.91E+03,-2.52E+03
-3481.443582,-3140.52295,-2811.345513,-4.13E+03,-3.89E+03,-3.04E+03
-3335.16444,-3074.795241,-2806.317457,-3.98E+03,-3.77E+03,-2.52E+03
-2831.964191,-2925.705023,-2745.351146,-3.72E+03,-3.62E+03,-3.56E+03
-2039.131241,-2432.482617,-2522.089759,-1.85E+03,-1.72E+03,-4.08E+03
2703.238546,2939.644013,4759.67626,4.22E+03,2.17E+03,-3.04E+03
7199.859374,9280.97236,7804.130283,8.02E+03,5.05E+03,-2.52E+03
7793.752691,9041.288144,7784.525485,7.74E+03,6.34E+03,-3.56E+03
7670.878212,9435.163155,7832.787477,8.01E+03,7.09E+03,-9.64E+02
7805.455022,9741.243904,7860.498143,8.23E+03,7.50E+03,-1.48E+03
8144.822632,9509.545465,7701.147365,8.15E+03,7.66E+03,1.11E+03
8144.822632,9413.913247,7654.083815,8.10E+03,7.74E+03,2.67E+03
8386.183217,9106.854685,7270.243727,8.08E+03,7.74E+03,1.11E+03
8386.183217,8395.351615,5374.141749,7.96E+03,7.72E+03,4.22E+03
8457.859996,7468.637764,6115.696972,7.89E+03,7.64E+03,2.67E+03
7302.254774,6957.942833,5260.878455,7.69E+03,7.54E+03,2.15E+03
4673.61859,8244.508091,12311.78846,8.10E+03,7.95E+03,3.70E+03
4792.104695,9099.371753,12097.25601,9.38E+03,8.64E+03,3.70E+03
6161.277465,8875.927598,11931.13455,9.38E+03,8.73E+03,3.18E+03
6516.735781,7919.037596,11794.40323,8.51E+03,8.47E+03,1.63E+03
6275.375196,7612.546377,11758.25604,8.29E+03,8.23E+03,1.11E+03
8822.09506,7013.493143,11496.29005,7.42E+03,7.42E+03,2.67E+03
10973.86124,6701.472085,10516.7997,6.19E+03,6.86E+03,2.67E+03
8744.567115,7279.60049,11037.33998,6.92E+03,6.86E+03,3.18E+03
8443.232082,7182.509716,11153.57073,6.99E+03,6.90E+03,3.18E+03
8074.608644,7053.486228,11328.1838,7.06E+03,6.94E+03,3.70E+03
8314.506437,6531.780794,11462.94722,7.08E+03,6.99E+03,3.70E+03
8112.641221,6714.52148,11616.40823,7.17E+03,7.05E+03,4.74E+03
8027.799318,6782.064304,11694.87911,7.16E+03,7.04E+03,3.70E+03
5441.584086,7035.571869,11635.90042,7.35E+03,7.32E+03,3.18E+03
8437.380916,7338.926268,9375.429672,5.76E+03,5.30E+03,3.70E+03
491.4979175,-1118.890107,-1201.960719,-1.36E+03,1.27E+03,3.70E+03
-3481.443582,-3837.30542,-3547.281296,-4.55E+03,-1.71E+03,3.70E+03
-4142.625304,-3990.814981,-3544.753943,-5.10E+03,-3.32E+03,1.11E+03
-4315.234692,-4109.540425,-3600.742363,-5.32E+03,-4.13E+03,1.63E+03
-4487.84408,-4061.599619,-3600.427167,-5.16E+03,-4.40E+03,7.21E+01
-4351.804477,-3920.68116,-3540.522923,-4.86E+03,-4.40E+03,-2.52E+03
-4142.625304,-3865.565572,-3539.474089,-4.70E+03,-4.36E+03,-2.52E+03
-4315.234692,-3833.988305,-3534.736241,-4.62E+03,-4.29E+03,-2.52E+03
-4315.234692,-3705.812321,-3471.198454,-4.42E+03,-4.17E+03,-3.04E+03
-4212.839292,-3608.841932,-3412.392267,-4.29E+03,-4.08E+03,-5.11E+03
-3970.015917,-3494.199553,-3355.238531,-4.10E+03,-3.89E+03,-3.56E+03
-2927.045633,-3380.889575,-3314.471952,-3.85E+03,-3.79E+03,-5.11E+03
-3583.838981,-4105.89861,-3528.24849,-6.75E+02,-4.30E+02,-4.59E+03
9127.818467,9548.880269,5093.268134,9.09E+03,5.23E+03,-4.59E+03
11425.86379,10957.88464,9763.90338,1.18E+04,7.96E+03,-4.08E+03
8191.631958,8460.661175,8680.967362,8.92E+03,8.09E+03,-3.04E+03
7401.72459,7801.632069,8429.130081,7.98E+03,7.80E+03,5.90E+02
7466.087413,7658.072102,8886.952728,7.54E+03,7.42E+03,7.15E+01
6787.352193,7130.374858,7842.015812,7.08E+03,7.08E+03,-4.47E+02
6787.352193,6869.694403,8396.694816,6.92E+03,6.86E+03,3.18E+03
6617.668389,6721.289608,8217.616139,6.69E+03,6.60E+03,1.11E+03
6213.937956,6266.874456,8368.029968,6.34E+03,6.37E+03,3.18E+03
5780.951696,5097.509994,10127.20914,6.04E+03,5.98E+03,1.11E+03
4183.583464,1556.545589,2643.824757,3.95E+03,4.20E+03,3.70E+03
-487.1095432,-538.677251,-688.686625,-7.39E+02,1.01E+03,2.66E+03
-3686.234381,-3648.553663,-3387.309407,-4.11E+03,-1.66E+03,5.90E+02
-4177.732298,-3802.904017,-3386.701362,-4.57E+03,-3.01E+03,1.11E+03
-4315.234692,-3797.094852,-3387.543526,-4.52E+03,-3.64E+03,-1.48E+03
-4315.234692,-3818.303848,-3393.96679,-4.58E+03,-3.97E+03,-1.48E+03
-4351.804477,-3784.694106,-3347.176871,-4.60E+03,-4.11E+03,-2.00E+03
-4212.839292,-3726.782185,-3340.428955,-4.43E+03,-4.09E+03,-3.56E+03
-3791.555363,-3574.978726,-3282.349314,-4.17E+03,-3.92E+03,-2.52E+03
-2848.054897,-3478.040694,-3224.36355,-4.07E+03,-3.98E+03,-5.11E+03
-2589.140815,-3613.98157,-3226.494998,-4.52E+03,-4.09E+03,-2.52E+03
-6904.375507,-4825.363771,-4527.770312,-5.99E+02,-3.85E+02,-5.11E+03
10894.8705,10321.94203,6051.485451,9.80E+03,5.58E+03,-3.04E+03
11216.68462,11085.95411,9992.106129,1.21E+04,8.26E+03,-5.11E+03
8430.066959,8215.552751,7828.931678,9.04E+03,8.30E+03,-2.00E+03
7906.387631,8045.772163,7573.541144,8.07E+03,7.89E+03,7.06E+01
7296.403608,7475.137313,7351.936482,7.50E+03,7.50E+03,5.89E+02
6787.352193,7441.458326,7388.399665,7.33E+03,7.24E+03,5.89E+02
6957.035998,7175.98662,7210.14991,7.04E+03,6.95E+03,3.18E+03
6617.668389,6905.423056,7109.719676,6.67E+03,6.67E+03,1.63E+03
6503.570658,6540.622011,6943.561195,6.46E+03,6.43E+03,1.11E+03
5503.021326,5940.63624,7154.82515,6.05E+03,6.05E+03,3.70E+03
4423.481257,4839.024567,4482.753256,3.98E+03,4.17E+03,2.66E+03
-655.3305566,-791.3936328,-969.7582216,-1.02E+03,8.81E+02,3.18E+03
-3510.69941,-3681.129906,-3388.659546,-4.17E+03,-1.72E+03,1.11E+03
-3970.015917,-3805.520009,-3388.907665,-4.53E+03,-3.03E+03,1.63E+03
-4177.732298,-3818.72319,-3389.003753,-4.55E+03,-3.66E+03,7.02E+01
-4177.732298,-3830.441891,-3387.192724,-4.61E+03,-4.00E+03,-1.49E+03
-4177.732298,-3766.579469,-3336.689462,-4.60E+03,-4.11E+03,-3.56E+03
-4142.625304,-3697.372066,-3335.597606,-4.44E+03,-4.13E+03,-2.00E+03
-4177.732298,-3620.025009,-3276.845388,-4.41E+03,-4.10E+03,-3.56E+03
-4037.304322,-3502.818232,-3221.594228,-4.24E+03,-4.02E+03,-3.56E+03
-3902.727511,-3437.416787,-3222.329842,-4.06E+03,-3.87E+03,-4.60E+03
-2852.443271,-3337.930742,-3163.508391,-3.95E+03,-3.85E+03,-4.08E+03
-2312.673237,-3111.440584,-3102.345445,-3.43E+03,-3.16E+03,-4.60E+03
-3651.127387,1175.601101,4300.162406,2.88E+03,2.17E+03,-4.08E+03
13843.85801,14909.12913,7601.298059,1.31E+04,7.52E+03,-5.12E+03
9976.237491,10274.70653,9335.019618,1.11E+04,8.73E+03,-3.56E+03
8099.476098,8482.284743,7625.630443,8.80E+03,8.46E+03,-1.49E+03
8144.822632,8037.436479,7818.173272,8.19E+03,8.04E+03,2.14E+03
7635.771218,7804.729069,7793.653889,7.62E+03,7.59E+03,-4.49E+02
6957.035998,7274.973934,7281.143354,7.31E+03,7.31E+03,2.14E+03
7126.719803,7468.486143,7596.422462,7.21E+03,7.05E+03,2.14E+03
6787.352193,6980.628094,7165.309507,6.77E+03,6.77E+03,2.14E+03
6674.717254,6702.196137,6951.304654,6.58E+03,6.54E+03,2.66E+03
6202.235625,6345.123062,7023.522907,6.18E+03,6.15E+03,3.18E+03
3437.559839,3283.703536,4093.409503,5.25E+03,5.46E+03,2.14E+03
2163.468512,2151.457501,3378.711357,4.51E+03,4.93E+03,3.18E+03
2539.405907,1913.018175,3762.268711,4.34E+03,4.50E+03,2.14E+03
2527.703575,1244.059171,2985.876726,3.90E+03,4.20E+03,6.92E+01
2685.685049,1386.734091,3426.496477,4.00E+03,4.06E+03,1.62E+03
2725.180417,1000.485,3044.09757,3.69E+03,3.79E+03,6.92E+01
3613.09481,1035.673565,3056.761936,3.65E+03,3.89E+03,1.11E+03
6180.293754,2750.682431,4427.997845,4.80E+03,4.49E+03,6.92E+01
6806.368482,3915.080198,4844.339447,5.63E+03,5.14E+03,5.88E+02
6553.305566,5902.317954,7115.73909,5.92E+03,5.46E+03,1.11E+03
6278.300779,4780.272631,7322.049475,5.73E+03,5.57E+03,1.62E+03
6161.277465,5412.66836,7132.274085,5.73E+03,5.58E+03,1.11E+03
