# measured, modeled
8.215036620335980842e+03,2.751066714115033562e-01
7.466087412784004300e+03,3.111313708161635077e+03
7.872743427821992555e+03,1.037159958964426096e+03
6.845863850279996768e+03,4.666728882164217794e+03
7.144273300163993554e+03,2.074057949529184953e+03
4.863781474824986617e+03,5.185142850522432127e+03
-2.808559528320000936e+03,3.629578900130358306e+03
-3.335164439880015834e+03,2.592527663244656651e+03
-3.686234380920014701e+03,1.555468021289977059e+03
-3.829587940177986184e+03,1.036925213324782817e+03
-3.829587940178008466e+03,-1.404936285646627425e-01
-4.003660119277002195e+03,-2.074256383990243194e+03
-3.829587940177997552e+03,-1.555775081327003591e+03
-4.003660119276991281e+03,-3.111374259529542087e+03
-4.003660119277013564e+03,-4.148460794384102883e+03
-3.686234380919981049e+03,-3.111465888618501594e+03
-3.498997079032021702e+03,-3.630030799814235252e+03
-2.918268884894997427e+03,-3.111556668660769901e+03
5.757547033056000146e+03,-4.148646890058005738e+03
1.406035113865200401e+04,-3.111708965022246502e+03
1.015762362742399455e+04,-4.148868231990960339e+03
8.411050670750002610e+03,1.036228611802813020e+03
8.386183216592997269e+03,2.591704680934966746e+03
8.043890024078998067e+03,1.036059356219571782e+03
7.359303639051000573e+03,4.147099977632213267e+03
7.530450235307994262e+03,1.554418440493539038e+03
7.422203670154000974e+03,4.665462989013467450e+03
6.307556607351994899e+03,3.628355315795574370e+03
2.862682810896984392e+03,3.628319637107634662e+03
-3.159629469359999803e+03,3.628316214398008924e+03
-3.861769351440019818e+03,2.591269359818459179e+03
-3.829587940178008466e+03,1.554211846019762561e+03
-4.003660119277002195e+03,-5.198967240619202812e+02
-4.003660119277024478e+03,-1.038452641836722705e+03
-4.177732298376006838e+03,-2.075532463183590153e+03
-4.003660119277002195e+03,-1.557052159591681630e+03
-3.765225117654008045e+03,-3.112655923032015380e+03
-2.799782779793992631e+03,-4.149748770868612155e+03
-1.509600746472002356e+03,-3.631286531196487886e+03
1.627794293288799963e+04,-4.149899377185529374e+03
9.993790988271988681e+03,-1.557415845804764785e+03
9.252155737825003598e+03,-1.039007419305100029e+03
7.635771217619987510e+03,1.034976666235295397e+03
7.975138827291996677e+03,3.108976830565888577e+03
7.872743427821992555e+03,2.590377295294383657e+03
7.359303639050989659e+03,2.590295696996586685e+03
7.249594282475995897e+03,4.145780195122346413e+03
6.541603234712000813e+03,3.108666734722683941e+03
1.913331178668003304e+03,4.145666607841438235e+03
-2.984094498840006054e+03,2.071573728766250952e+03
-3.861769351439997081e+03,2.590079843885009268e+03
-3.861769351440008450e+03,1.553024249699312122e+03
-3.829587940177997552e+03,-5.210841428156290931e+02
-3.829587940177997552e+03,-1.558165918489721435e+03
-4.003660119277002195e+03,-1.039689063343795624e+03
-4.003660119277002195e+03,-2.076773897855097402e+03
-4.037304321959990830e+03,-3.632386460232414720e+03
-3.437559839350000857e+03,-4.150965099336050116e+03
-3.139150389466005890e+03,-2.595458379678060282e+03
1.566064495322599578e+04,-4.669614991680315143e+03
1.087877979797699481e+04,-1.558615008112536771e+03
9.004943987676000688e+03,-2.595774866672891221e+03
7.872743427822004378e+03,5.152346323728515927e+02
8.043890024078998067e+03,2.589222691935342027e+03
7.701596831564998865e+03,2.589135944407542411e+03
7.188157042793995060e+03,3.107571841469812625e+03
7.359303639051000573e+03,2.588966924534239297e+03
6.560619523185003345e+03,3.625924993206350791e+03
5.002746659819999877e+03,3.625858511257805731e+03
-2.281954616760008776e+03,4.662881351801540404e+03
-3.510699410399998669e+03,1.551743302774151516e+03
-3.686234380920003332e+03,2.588761780821936100e+03
-4.037304321960002198e+03,-3.866476489626707647e+00
-4.177732298376006838e+03,-1.040945035843557434e+03
-4.177732298375985010e+03,-5.224645946459853576e+02
-4.003660119277002195e+03,-3.115116533725496083e+03
-4.037304321960013567e+03,-3.633698576734537710e+03
-3.768150700496001718e+03,-2.078195260262162719e+03
-3.229843457568007580e+03,-4.670856570251272387e+03
8.109715638024008513e+03,-3.115360226200732086e+03
1.323387398578699867e+04,-4.671040407741626950e+03
8.925953250942011437e+03,-5.230002681644155018e+02
8.653874046635994091e+03,-4.587662639881681770e+00
7.872743427822004378e+03,1.032348516175318309e+03
7.359303639051000573e+03,2.069291407176151097e+03
7.530450235307994262e+03,3.106241753556543244e+03
6.845863850280007682e+03,4.143199823212597039e+03
6.904375507120008479e+03,1.550510767668966082e+03
6.845863850279996768e+03,3.624505012268311475e+03
5.912602923682001347e+03,4.142965067338540393e+03
6.611817222920008135e+03,4.142947013656914351e+03
6.617668388603990934e+03,3.105841485463667141e+03
6.278300778931992681e+03,4.142799204890863621e+03
6.161277465252010188e+03,2.587152816202932627e+03
2.959227044683017084e+03,4.661150143409764496e+03
-2.808559528320012305e+03,2.587016824355014251e+03
-3.686234380919992418e+03,3.105520958178238743e+03
-3.861769351439997081e+03,1.031415550157275675e+03
-4.037304321960002198e+03,5.128587117050673214e+02
-4.003660119276991281e+03,-5.242234607859987818e+02
-4.177732298376018662e+03,-1.042788581300809710e+03
-4.177732298376006838e+03,-3.116921155081490724e+03
-4.142625304272018184e+03,-3.116977742740486974e+03
-4.177732298375995924e+03,-3.117033865009095734e+03
-4.177732298375995924e+03,-4.154134820242082242e+03
-4.142625304271996356e+03,-4.672723530277794453e+03
-4.177732298376006838e+03,-3.635751657583002725e+03
-4.003660119276979913e+03,-4.672859744536817743e+03
-3.829587940178008466e+03,-4.672929489091801770e+03
-2.962152627524985746e+03,-3.635954547174220806e+03
-1.228744793639995578e+03,-4.673057778494549893e+03
1.643446161493500404e+04,-3.636097294356542079e+03
1.048528890572799355e+04,-3.117707658059991900e+03
8.411050670749991696e+03,-1.562266192716287605e+03
8.386183216592997269e+03,1.548749942222443451e+03
8.043890024079008981e+03,2.067175021608205498e+03
7.359303639051000573e+03,3.104125823704941922e+03
7.594813057831995138e+03,2.585517743509574302e+03
5.371370097911999437e+03,4.140997617146774246e+03
-2.457489587279991156e+03,3.622444892636422992e+03
-3.335164439880004920e+03,4.659477557045451249e+03
-3.686234380919992418e+03,5.112949182081803770e+02
-3.829587940178008466e+03,5.112591998366009989e+02
-4.003660119277024478e+03,-5.258190501252840932e+02
-4.003660119276991281e+03,-2.081424837241991099e+03
-4.003660119276991281e+03,-1.562951560012450727e+03
-3.829587940178008466e+03,-3.637083692639404035e+03
-3.829587940177997552e+03,-2.081575329793872697e+03
-3.829587940178008466e+03,-4.155711016990489043e+03
-3.686234380919981049e+03,-1.563166228432052549e+03
-3.194736463464004828e+03,-4.674345747502840823e+03
-2.223442959920003432e+03,-2.600324960666787774e+03
-3.829587940177993460e+03,-3.637420968001585152e+03
1.719072477959200114e+04,-2.600476390009295756e+03
1.045895866014999774e+04,-3.637639828951807431e+03
9.338460431663997952e+03,-8.113608335003794636e+00
8.314506436963994929e+03,3.102913199874683414e+03
7.872743427821981641e+03,2.065784002827218956e+03
8.112641220866009462e+03,3.102735858914651999e+03
5.580549271115005467e+03,3.102654405481285266e+03
-2.106419646240015027e+03,4.658178531200603175e+03
-3.159629469360022085e+03,3.102609322411416997e+03
-3.510699410399998669e+03,2.065553876034632140e+03
-3.686234380919992418e+03,1.028489165193441522e+03
-3.655515761078992455e+03,5.099370645907492872e+02
-3.829587940178008466e+03,-1.564184037861102979e+03
-3.655515761078992455e+03,-5.271857074749308367e+02
-3.655515761078992455e+03,-1.564267041421544036e+03
-3.655515761079003369e+03,-3.638398302463442178e+03
-3.655515761078981541e+03,-2.601410337410687589e+03
-3.655515761078992455e+03,-3.119982227586383488e+03
-3.686234380919992418e+03,-4.157083381789489067e+03
-3.501922661874014011e+03,-2.601569838483503190e+03
-2.922657259157986118e+03,-2.601608596354329620e+03
-2.211740628551998725e+03,-2.601660280563796277e+03
-3.027978241469998920e+03,-3.638756000553792546e+03
-3.605780852764998599e+03,-2.601772619704454428e+03
-6.167128630936002082e+03,-3.120347466952268860e+03
1.760615754315599406e+04,-1.564866667541628431e+03
1.179887560178599779e+04,-1.564978600215177721e+03
9.752430403806991308e+03,-1.046568223118051264e+03
8.823557851471998219e+03,2.582977667290670979e+03
8.899623005363988341e+03,3.619936755309365253e+03
7.536301400992003437e+03,4.138380670493119396e+03
1.208265713746012352e+03,4.656841896446260762e+03
-2.457489587280002524e+03,4.138311067789338267e+03
-2.984094498840006054e+03,3.101269717472498996e+03
-3.159629469359988434e+03,2.582735182534701835e+03
-3.335164439880004920e+03,1.027150130156951263e+03
-3.481443581979998726e+03,5.085992230543828327e+02
-3.481443581979998726e+03,-9.956223724365248273e+00
-3.481443581979998726e+03,-2.084080029081646899e+03
-3.481443581979998726e+03,-2.602649938478101831e+03
-3.481443581979998726e+03,-1.047133589240529318e+03
-3.307371402881004997e+03,-2.084215773972063289e+03
-3.481443581979998726e+03,-2.602781489509398853e+03
-3.481443581979998726e+03,-3.121350677065399395e+03
-3.307371402881004997e+03,-1.565838026587356126e+03
-3.307371402881015911e+03,-4.158491835259152140e+03
-3.481443581979998726e+03,-2.602985946093876464e+03
-3.510699410399998669e+03,-2.603034608369031048e+03
-3.335164439879998554e+03,-3.121604348762582504e+03
-2.567198943855005837e+03,-3.121654965145611641e+03
-2.567198943854999925e+03,-3.640227154882940340e+03
4.037304321960002653e+03,-3.640285067773832452e+03
1.580838688674699733e+04,-2.084826357026812275e+03
1.130445210148799561e+04,-1.566419101802322984e+03
1.009326080489998458e+04,5.075567958012922531e+02
8.899623005364001074e+03,1.544502804887994216e+03
8.975688159256002109e+03,4.655544359341402014e+03
6.357291515665991028e+03,4.136956843405375366e+03
-1.930884675719987399e+03,5.692491082071107485e+03
-2.808559528319990022e+03,3.099883433654783857e+03
-3.159629469360022085e+03,3.618393249933158131e+03
-3.335164439880004920e+03,1.544297462533487533e+03
-3.481443581980009640e+03,5.072330115873006662e+02
-3.481443581979998726e+03,-1.048358996255171633e+03
-3.481443581979998726e+03,-2.085438941582917778e+03
-3.481443581979998726e+03,-2.085485900682574538e+03
-3.481443581979998726e+03,-1.567011756984886915e+03
-3.655515761078981541e+03,-2.604098885214079928e+03
-3.655515761079003369e+03,-3.122669942984925001e+03
-3.510699410399998669e+03,-2.085677316220652756e+03
-3.168406217885994010e+03,-4.678330891081170194e+03
-2.548182655382003304e+03,-2.604303281821993551e+03
-2.365333727757009456e+03,-2.604352471958265596e+03
1.814153920324200590e+04,-3.641475450745734179e+03
1.234010842755600424e+04,-2.604555468487134476e+03
9.838735097646002032e+03,-1.206335730499722914e+01
9.332609265980014243e+03,2.061923447833481532e+03
9.413062794134981232e+03,3.617422282087784424e+03
8.215036620336013584e+03,4.135869050955813691e+03
7.493880449783008771e+03,4.135795039211403491e+03
-5.266049115600037567e+02,3.617229603478208901e+03
-2.808559528320012305e+03,5.172780317842752083e+03
-3.510699410399998669e+03,2.061647034061864360e+03
-3.686234380919992418e+03,2.580150392345432920e+03
-3.829587940177986184e+03,5.060487342747526327e+02
-3.655515761079003369e+03,-1.049543705338560585e+03
-3.481443581979998726e+03,-1.049580029516655031e+03
-3.655515761078992455e+03,-3.642227294042972972e+03
-3.655515761079014737e+03,-1.568197291938248554e+03
-3.686234380920003332e+03,-3.123808438361063054e+03
-3.218141126199997871e+03,-2.086819393193937685e+03
-2.927045633420999366e+03,-4.160954341963366460e+03
1.413056512685999769e+04,-2.086939372345139418e+03
1.347669736167299561e+04,-3.642615719903714762e+03
1.050576798562200020e+04,-1.050131772356210831e+03
8.993241656307993253e+03,1.542367423082200048e+03
8.899623005364001074e+03,3.097838814943412217e+03
8.728476409107006475e+03,3.097755481798623805e+03
8.457859996221997790e+03,4.134717323441416738e+03
7.934180667503982477e+03,4.134643059806306155e+03
3.286892322986992895e+03,3.616065839248748489e+03
-2.984094498840006054e+03,4.653097695096383177e+03
-3.335164439879993552e+03,4.134571675557898743e+03
-3.510699410399998669e+03,2.060474961426625669e+03
-3.686234380920014701e+03,-5.321569486718217377e+02
-3.655515761078992455e+03,5.048489760835826132e+02
-3.655515761078992455e+03,-1.050746889486759983e+03
-3.861769351439974798e+03,-2.606354426927291570e+03
-3.422931925139998384e+03,-2.606401757267120502e+03
-2.700312963165996734e+03,-3.124974472614175738e+03
5.757547033056000146e+03,-3.125032242720428712e+03
1.498776089956600845e+04,-2.088093742187477801e+03
1.041361212609900031e+04,-2.088210553637888552e+03
9.083934724409999035e+03,1.541325631400500924e+03
8.653874046636005005e+03,3.096797526842196021e+03
8.386183216592986355e+03,1.022624409300291859e+03
7.635771217619998424e+03,4.133659595587439981e+03
8.285250608544003626e+03,3.615066323426284725e+03
6.531363694764998399e+03,3.614993360066662717e+03
2.129824308975987151e+03,4.652013264812251691e+03
-2.633024557799996273e+03,3.614961946218127196e+03
-3.335164439880004920e+03,2.577905336785597228e+03
-3.510699410399998669e+03,1.022323874915057218e+03
-3.655515761079003369e+03,2.059339726163078922e+03
-3.655515761078992455e+03,-1.051813775423064271e+03
-3.481443581979998726e+03,-2.088900238769159841e+03
-3.481443581979998726e+03,-3.644515579470236844e+03
-3.686234380920003332e+03,-2.088996452749092441e+03
-3.440485422192013630e+03,-3.644614330300822530e+03
-2.662280386219990305e+03,-2.607632236468432438e+03
1.029512602099799551e+04,-3.126215199536924501e+03
1.307442972089800423e+04,-2.607809887579800034e+03
1.000549331963999612e+04,-2.089411050934634659e+03
8.653874046635983177e+03,1.540122543608698152e+03
8.557329812850000962e+03,5.029817098235090498e+02
8.043890024078987153e+03,3.614009980775098029e+03
7.530450235308005176e+03,3.095405260122989148e+03
7.872743427821992555e+03,3.613840224881745144e+03
7.422203670153990060e+03,4.132277940576851506e+03
5.517649240012003247e+03,3.613684567735975179e+03
2.232219708446012646e+03,3.613659141387615364e+03
-2.984094498840006054e+03,3.095123936733390565e+03
-3.686234380920003332e+03,3.095108131704391326e+03
-3.655515761079014737e+03,1.021004648932963846e+03
-3.829587940177986184e+03,-5.345907199837874941e+02
-4.003660119277024478e+03,-2.090200315599557598e+03
-3.829587940178019835e+03,-5.346898540637776023e+02
-3.668680883868008095e+03,-2.608822278810406260e+03
-2.580364066644007835e+03,-2.608879173057067419e+03
3.128910849519001658e+03,-4.164501103582836549e+03
1.437631408558799194e+04,-2.609048261455919146e+03
1.015762362742399455e+04,-1.053606915466029022e+03
8.242829657334998046e+03,-1.572243701040163842e+03
7.872743427821981641e+03,2.575812554304542118e+03
8.043890024079008981e+03,2.575718813319035689e+03
7.530450235307994262e+03,2.057103198054574932e+03
6.957035998275990096e+03,3.612573418103360382e+03
7.249594282476007720e+03,3.612488887750441336e+03
6.730303328021000198e+03,3.093885282809698765e+03
4.489306871049005167e+03,3.612351585424461518e+03
-2.808559528320000936e+03,3.612335078430917747e+03
-3.510699410399998669e+03,1.538229878539117408e+03
-3.861769351439974798e+03,2.575241574747556569e+03
-4.003660119277013564e+03,-1.739297451283760410e+01
