measure,hybrid,hybrid1,ggmr,ggmr2,ggmr1,rc3,rc2,rc1
43520.970355,41790.782621,41567.00705859999,37827.671225,33956.783346000004,31211.808465929997,51375.0,45205.0,30068.0
90539.475001,95687.504419,96591.32409200001,89060.55264400002,84228.82903200001,80767.964635,85540.0,71360.0,34026.0
77941.91528510001,79737.88178899999,80667.077393,75349.71546400001,76734.20939,74149.118059,80790.0,67650.0,24991.0
57228.7887628,58846.22392999999,57845.531755,56050.199815,54179.5821175,51991.403271,61460.0,54180.0,31435.0
90514.607557,89824.937348,93151.424606,94564.56478199999,88176.73889499999,88156.17850199998,83538.0,75220.0,32037.0
62111.586526,64211.608582,66866.801503,54643.094971,54171.9966535,48545.805400000005,65268.0,48443.0,30365.6
75874.991007,75908.77788300002,75599.31805700001,76248.536129,72656.296848,69756.23359,74520.0,67374.0,27176.9
80380.38858599999,82271.26322900002,85516.696968,81345.00645399999,78389.997422,77139.038912,81410.0,70460.0,27777.0
58135.719440999994,55343.786575,56599.14197900001,60631.74968600001,57884.75124199999,55821.260888000004,59250.0,51189.0,27887.7
92512.78062949999,97015.99919800002,101754.35662600001,99753.19369900001,91842.721419,96027.98605499999,93430.0,82260.0,34730.0
65236.1090033,64643.06492070001,68735.69459,63379.7410787,59906.3429948,51143.660642,63783.0,48717.0,34320.0
73018.159361,71250.88412,72031.477899,82614.170645,72962.948326,73691.123927,70760.0,64828.0,25913.0
65493.560287,71267.9984,75012.847975,67702.080321,62187.639594399996,57752.162088000005,72750.0,60680.0,31752.8
60973.534799,61720.481177999995,61368.03683600001,60462.295886,60251.73048800001,56535.15590600001,62770.0,55875.0,25612.0
82543.857095,86195.17554599998,87461.45263300001,82969.627783,89519.271777,80867.128789,81280.0,71900.0,32148.0
43636.53088,43645.800537999996,43805.308882,43591.915785000005,36738.727618000004,39415.604595,48520.0,40012.0,32473.0
81143.96570199999,82204.27452499999,85700.268026,79876.31406799999,74681.071223,76863.8690812,79080.0,65846.0,33592.0
40637.808466,40425.346073,42397.012921,39926.116205,39237.829484,41944.046338,45010.0,40580.0,26376.0
79420.797412,82105.809188,80490.73054800002,78958.24998899999,77825.89410300001,84818.96449700001,82680.0,67680.0,31814.0
41072.257519,38677.473387000005,39291.666689,39196.315451999995,35603.21950199999,40481.632596,47050.0,44460.0,29077.0
81509.663555,83773.096583,83972.125164,75732.401512,69572.836578,71104.280075,83540.0,68679.0,37730.0
41278.51111,38272.141163,38901.752489,38025.015206,36881.722414,38626.66642200001,48010.0,44190.0,25337.4
89667.65130700001,90694.549284,91354.719094,87083.556066,89991.524691,78768.117555,88770.0,78230.0,35876.8
35820.836318,38782.78911499999,39132.157136,37398.978859999996,37725.386314,38206.887221,48030.0,40560.0,28110.0
94227.172177,94570.758207,93520.375454,89928.907307,90056.850211,78163.66647519999,86160.0,71672.0,37620.0
60125.115778,61323.230203,64262.046483000006,60490.203595,61855.553425000006,55157.50487,68790.0,55490.0,26494.7
77473.822032,70614.37245687,72638.50536869999,86849.96856360002,87221.881066,107911.89864200001,80500.0,81140.0,38297.7
64661.231975,44182.12651319999,40635.247807399996,61382.27855090001,62357.84067699999,103333.08697399999,58720.0,57860.0,29900.0
61675.6746882,62754.02159799999,64475.18701499999,51719.67788630001,50112.505074500004,49800.497692799996,63577.0,47193.0,30445.3
71730.90291100001,72032.64956299998,70216.982218,79777.30483,66841.588311,87374.58540499999,71470.0,65595.0,27400.0
75472.723371,71803.5616683,73721.32652407,67104.82584990001,68125.95877199998,74165.42734,74800.0,63720.0,30036.4
58751.554632,58717.6911693,53694.13481199999,65343.880097999994,52662.249374299994,61100.524932,59904.0,54030.0,28666.9
82163.53132800001,83898.745958,87079.718847,87131.934866,71456.887254,84040.09071499998,82290.0,72080.0,35500.4
51700.899982999996,50017.285384999996,47900.480147999995,49530.41091599999,45385.58648400001,44652.875242,53220.0,45582.0,32668.0
86086.73791899999,88867.921081,90762.37011099998,100620.549949,78117.830056,92384.24126699999,81940.0,70282.0,33051.4
67737.48233299999,65480.786116999996,65368.826433,59752.06613399999,52950.25199699999,54850.699545999996,66760.0,52210.0,33030.0
70383.67201269999,71187.0235413,67919.10982000001,81859.23103699999,61771.14341,64231.61427432999,71055.0,65380.0,28029.0
75285.48606299999,76253.732263,77687.54315700001,76897.81651699998,69251.837342,71522.346146,77750.0,67600.0,33568.0
50994.37172700001,50770.524530999995,50451.916183999994,54646.283559999996,47986.116953,46705.619864,51737.0,45590.0,27874.0
82709.15253200001,85037.909339,84471.401998,84468.923005,91086.364842,79689.008346,80340.0,71360.0,34734.0
38487.505077999995,40162.452079,40565.73908,39932.114626,39124.298615,40597.43034499999,43180.0,35542.0,28782.0
84607.855789,83696.458067,84030.584682,85495.07929600001,77607.245962,79436.231704,78630.0,65161.0,32405.8
62799.098493000005,62950.973924000005,65627.209818,63115.104549,60417.240763,64848.502125,65070.0,53920.0,25043.2
55809.881085,57457.354116,58379.903771,65036.230697,56334.413318000006,62050.066238999985,56980.0,50709.0,29156.0
77526.48251899998,79193.46587,80817.935589,81103.742841,75449.958805,75763.590769,77120.0,67327.0,29956.9
43984.6752385,45228.8966899,44067.007522299995,45873.69761919999,44521.83754600001,43217.934494149995,46660.2,41490.0,29553.0
81342.905346,84603.72302199999,83235.67858400001,82886.43742000002,73090.855789,78838.86835900001,75397.0,63426.0,32518.0
45367.013131,47175.390871999996,45206.36646599999,45108.019342,48033.578639,49914.081725,46407.0,39225.0,30118.0
84158.77881799999,89901.825449,87323.307295,87598.04118600002,76339.18780000001,86722.93271599998,82900.0,73668.0,33279.3
65949.95122,69439.27921600001,67273.005626,64725.965308000006,66114.407123,67809.284868,66900.0,55730.0,22861.7
57765.633215999995,59876.432227000005,59929.939338,63413.955664,63173.55336,62977.92884299999,57180.0,51710.0,30533.0
74586.271763,84036.47726799999,76818.689151,96806.404261,86211.0669149,81929.02629000001,71280.0,63150.0,25028.6
39703.08474900001,42110.67111099999,42239.548296999994,49237.250466000005,46249.54942589998,47524.5181166,38350.0,31960.0,26088.3
73816.84347899999,91862.85800099999,79685.010514,95391.535828,93813.54365499999,75408.498276,73530.0,63120.0,29256.0
78938.076238,83874.406884,82838.483022,79160.988566,75159.922549,72355.599162,78910.0,63620.0,22877.6
105282.94973299999,105244.09513100001,105351.97410899999,101459.38119999999,95238.85413200002,95446.949648,103510.0,94370.0,57183.0
88495.955396,90084.56014700001,97218.214926,85274.82008899999,76748.92323500001,79568.193238,91950.0,77090.0,34321.0
102983.441621,105409.54450599998,104100.364118,97897.560248,97378.12323800003,95310.315747,102130.0,93470.0,54205.0
67235.744871,74110.85493,72079.99078000001,69612.688054,60149.71193599999,73451.514282,66051.4,55592.0,35666.0
77582.06859600001,79852.30995000001,81494.20969500001,99855.182493,100957.33792600001,102332.27097900001,76115.0,69222.0,29085.0
86948.32206,93008.38217499999,93282.611135,103821.125838,90983.92405199999,96504.32886800001,87887.0,74823.0,34167.0
65948.488424,65273.541505999994,66998.381374,71379.101583,70905.88549700001,72615.944399,62107.0,55599.0,35609.5
108777.55844400001,112288.04046399999,110221.02931,120302.39224900001,108345.42703399998,117757.54213199999,107523.0,94756.0,37488.0
58941.717517000005,57287.119548,59094.58497700001,61729.21266799999,59172.98251099999,64218.02661100001,54194.0,47801.0,38212.0
112912.86978800001,119087.06027400002,119053.33909,121416.34042900002,127372.34135799999,125331.47101199998,112347.0,100942.0,40790.0
45968.22040299999,43827.013457,45523.039479,45578.447994999995,47696.268271999994,50556.734743,42510.0,33820.0,33498.0
110214.019628,114863.21644100001,111967.5579448,123768.69677799998,119225.14823199999,120836.00559789999,109700.0,98480.0,41462.0
45233.899110000006,43236.642549,44631.744322000006,44291.877634,44809.914136,48648.844707,42260.0,34255.0,31626.0
107725.81139799999,114578.196062,114251.50042099999,120784.67429870002,121922.04137100001,124448.13326399999,107560.1,97619.76000000001,41476.0
42943.167745000006,42470.144491,43319.564213000005,43317.035625,40265.371231699995,44835.408811,38909.3,30349.0,34229.6
107284.048382,111215.01550800001,112294.188685,118095.73540100001,117716.661916,119031.909635,109220.0,93580.0,39586.4
58409.261437999994,61227.01222199999,61177.617332999995,62333.865846,64543.88250200001,66623.74373,59840.0,48140.0,31633.8
95602.19609400001,97310.85051400002,98202.214101,109353.88512400001,106753.45872399998,108834.531078,95280.0,85910.0,36108.0
82205.9522728,89721.135208,87150.989028,95847.37183500001,86845.73948599999,89701.99729800002,85170.0,72250.0,34398.0
69636.185593,69609.496319,70744.76459400001,77990.53223199998,76520.23548199999,77603.00905,67990.0,60670.0,34398.7
116226.092361,120409.64784200002,115897.03705504001,132820.20229500002,122321.56918699999,125882.7184072,115540.0,102390.0,39418.0
50037.706134,48127.71250100001,49959.556364000004,52442.85777999999,50107.60946000001,53104.95876200001,45510.0,39131.0,34937.0
116840.46475999999,125157.589347,122804.18560499999,133508.556674,122938.556112,126599.791986,119740.0,107800.0,42327.0
44199.705574,43373.83087900001,44877.475351999994,48898.313798,47403.432863999995,48527.512785000006,40350.0,32228.0,36147.0
113236.146694,120030.891385,121500.17888349999,125253.35683779999,114823.79355009999,128089.247911282,117730.0,104992.0,40055.0
55815.732252999995,53274.505135,51879.74505,55355.171638,52849.405383,57552.27052,50370.0,38750.0,36325.0
60321.12982700001,62502.618282,60442.426205799995,93282.75329200001,66032.74609900001,68168.77079619998,63960.0,58775.0,17056.0
74453.157742,78753.721605,74834.35895,71504.550227,58963.5048539,62222.851612,68350.0,55340.0,39014.0
146005.600097,142569.299843,143432.491362,122426.96154400002,119380.843268,122597.14439899998,141420.0,129925.0,61786.6
108354.811718,111572.462596,110763.823707,94204.789745,84758.09344899999,93682.94104899999,107084.0,89888.0,30323.9
94962.95626259998,93507.40149280001,95226.15602050001,82827.4388183,81541.11551429999,85428.15740987001,91524.0,84154.0,49713.0
113524.31660999998,111525.051029,113805.789519,93298.527709,81844.08404,89933.0032621,110890.0,94760.0,45397.0
94613.34910699999,92815.76548799999,94688.77941700001,82718.39210140001,79028.79474400001,86842.9621264,89549.0,82630.0,48660.0
58153.272943,51976.868229329004,62253.183431,45396.5283805,57273.25494099999,54251.400300999994,56310.0,46000.0,50970.0
123768.244909,126078.61280700001,126047.65009300002,105771.755377,118471.80991899999,108375.202213,125110.0,112390.0,46368.0
50789.580927,46928.723841000006,44544.51942799999,49696.97614,46326.203380000006,45639.330971,39840.0,37010.0,37500.0
42071.344059,45018.588035,43784.804487,46275.04826000001,51722.678221,50080.997274,37005.0,32187.0,48940.0
116988.206694,120013.002489,123119.64236399998,100798.3562986,94385.554179,101549.02513699999,115922.0,101511.0,44801.0
41632.506633,41958.482531999995,41230.319714,43944.807887999996,39472.290804000004,42599.676912999996,34650.0,32480.0,32886.0
109877.57759899998,108860.46889399999,105938.7853841,97448.7593,89386.79253899999,90489.49050100001,105340.0,89630.0,38483.0
63180.88705910001,62160.1565726,62419.81777849999,57128.453582,57624.372364999996,56587.989024999995,62405.0,57829.0,46258.0
152161.0263933,155969.74974099998,153433.80805700002,130782.485617,117744.807982,122142.37178400002,149700.0,133040.0,45620.0
52388.411949099995,53984.522277899996,55019.71318080001,52922.528011300004,51328.5415591,50666.1161144,52904.0,46293.0,48522.0
104883.60768399999,109821.41983269999,108816.171333,119383.449396,104312.316048,108649.53534599999,103230.0,91360.0,38590.0
53555.719509,54000.391921,54562.000609999996,59601.354619,58664.114225000005,56288.48889099999,49094.0,42851.0,37350.0
125747.4017118,129258.45811069998,129521.20706799999,131670.13679659998,119726.98644839998,120898.055756,124350.0,111090.0,41557.0
44588.80809200001,44386.035484,46295.420437999994,48589.321662,50323.89870499999,46949.394801999995,45360.0,37430.0,36428.0
126363.236913,130692.411922,129153.607027,136585.88285,123727.790649,129600.313471,126170.0,111400.0,43408.0
63704.56639,66729.469127,68187.882598,65862.4553596,56562.916535,68945.67014199999,64910.0,51210.0,34597.0
113473.118915,114091.32125400001,115184.573335,122874.56779299998,120124.381579,124754.27141100001,111420.0,102619.0,39827.0
88437.443735,89896.994708,91373.622789,91297.04626599999,83767.9556709,94609.72517599999,86007.1,71857.0,32774.0
93244.176344,92020.08625399998,92537.301045,100692.854719,97275.961111,104007.89151100001,91340.0,82960.0,38727.0
105626.705726,112080.89701799999,111848.806192,111585.86677700003,102238.03756499999,116177.194119,109660.0,95820.0,36989.0
74456.083329,74284.069327,72060.54807300001,77095.841088,75464.739705,76814.406449,71640.0,63558.0,40215.0
118641.161016,124609.95582600002,126264.91608200001,132477.09443899998,122255.0390664,130957.454695,123094.0,108363.0,37794.0
55022.89929899999,56041.476163,57341.918315,59323.184954000004,59878.714367,64594.499928,54650.0,46720.0,39648.0
111826.01576499999,113348.374123,115429.724621,120638.72428399998,118745.524152,116155.87893080001,108782.0,94468.0,38650.0
48021.979556,46222.258732999995,46707.073527999986,46068.18124499999,48336.15336899999,49510.214238,43430.0,38260.0,34679.0
93135.929793,103274.06309800001,104896.77939,108271.81382200001,119111.099638,114352.36388199999,99340.0,83512.0,38645.0
45895.080832,43560.370987,40645.65005300001,43486.988319000004,44392.964204,42645.616358,37480.0,34100.0,33350.0
60836.03241,66483.692734,64501.892058000005,69795.438125,67810.205134,66849.430212,60307.0,48879.0,39830.0
71390.07251999999,72002.987609,70924.21474,79652.57044799998,69109.396461,78295.841137,70220.0,62913.0,31930.0
37437.22084,36243.016312,35170.459985999994,37947.150863999996,37862.81452,37638.85239,32310.0,30940.0,36230.0
86613.342828,90319.29398099998,87391.848594,96250.649401,94204.409942,78680.91953700001,86650.0,73780.0,34976.0
49651.529199,49172.979761,48711.75570699999,50956.783273999994,47132.677760000006,49260.466425,51030.0,45256.0,36568.0
100066.63553629999,105779.82587799999,102232.04219230001,115090.56040440002,109364.5956514,101564.55041329999,96760.0,84778.0,37841.0
49233.170861599996,57799.404601,54644.65564,56994.632626000006,50928.355222000006,50077.291785199996,56160.0,43050.0,31089.0
94000.43949799999,99040.716505,97770.294495,115823.9929822,106971.39641799999,105923.99736500002,93270.0,85187.0,34261.0
101710.813093,102674.605435,100699.9401855,94812.65912400001,85532.024793,88878.51784730001,101400.0,86180.0,27206.0
89843.18628699999,88323.107711,88245.34623699999,86225.208858,82467.471986,85804.436927,87190.0,79190.0,48728.0
144661.294789,138530.9571813,141909.56092299998,134377.51639310003,127027.543912,131129.363433,141620.0,127300.0,42770.0
46682.06261800001,46297.236633,48832.031784,45745.115428,47331.468658,50684.614249,45400.0,37860.0,39140.0
151318.45855199997,156164.922825,151350.5194099,145018.452066,137569.714014,136073.31392110002,152800.0,138080.0,45360.0
63729.43384499999,65093.812416,66827.615987,64473.297729000005,53999.201583300004,63004.55340999999,58862.0,44165.0,39686.0
130021.67824299999,128840.67915500002,130814.84748,125556.63858750001,124541.093079,126272.83332309999,127729.0,118846.0,41427.0
82764.738599,86056.79668399999,89685.60382799999,92475.98445199999,78350.416315,91772.272564,81246.0,66822.0,33479.0
93807.351035,94202.71437,96174.687438,107320.076963,105047.33457899999,112746.71100499999,92040.0,84967.0,30019.0
81516.977522,86630.98999,86169.435506,87633.2416275,85465.46470800001,97224.42030999999,83330.0,70760.0,39460.0
75962.75849099999,77345.38418,79163.84094699999,86660.15502099998,83663.96557199999,88939.552039,73480.0,66898.0,32102.0
95558.31237990002,98412.6895649,99084.267348,105798.26856584002,106688.458522,105068.68701599998,99080.0,86580.0,37109.0
55754.295007999994,55249.71473599999,56192.589354,61594.27556229999,68402.61387,62740.2863194,49197.0,43884.4,31637.0
38009.172284,37915.079377999995,35930.29313900001,41963.494845999994,46317.278937,48455.04055399999,30800.0,28800.0,47320.0
95220.4075386,96778.754039,96034.51751800001,102050.61485599999,108910.04170230002,101300.80146270001,95660.0,82239.0,39657.0
42788.111855999996,43213.319971000004,41253.52147700001,45042.287045,42543.414901,41421.457247,37600.0,33320.0,27557.0
36778.964697999996,39192.771603999994,38212.636222,47201.534372,45069.649176,43837.787208,34214.0,30043.0,38500.0
91298.66375400001,94612.23566499999,96564.147127,96614.83580829999,86850.338828,95149.17293,92968.0,80351.0,38793.0
36773.113535,38063.370087,37837.121243999994,40185.831635999995,38238.58572999999,38040.273105,34160.0,32380.0,31240.0
107547.35086199999,107665.268919,106940.14560100001,105417.59157799999,105287.26172899999,97795.61796200002,103015.0,89370.0,38940.0
32468.118382,35528.0870972,34794.53457840001,37481.7105913,35488.373263,34794.938032,37108.0,32730.0,34233.0
127808.4748197,129209.81580899998,127604.96342999999,113464.63942400001,113395.58403499999,105602.9298639,123240.0,109510.0,40722.0
44738.012821,46714.804959,45874.554246,46104.849577999994,39428.600002399995,43936.817348000004,46376.0,35453.0,37839.0
127289.18387100002,126972.36935590001,128355.937606,115532.95462899999,116016.391363,113321.37501999999,123609.0,110195.59,49146.0
89357.53953400001,93013.249318,93071.545573,80076.778346,73314.289309,81596.782114,91420.0,76087.0,26037.0
90779.37279599998,91471.936053,90992.266016,85824.89538400002,85192.79746599999,85213.27135999998,89060.0,81269.0,47573.0
99323.537486,100167.51250499999,96550.6175633,89317.43443200001,80672.853588,85418.206035,96100.0,81760.0,39541.0
93928.76272500001,93096.77417499998,94074.368029,87258.91045499999,86591.57889599999,86030.811451,91080.0,83185.0,46529.0
109697.654247,114079.75851,114010.08648700001,104187.632817,102922.093283,105796.44889199999,112443.0,97106.0,36146.0
74151.82271600001,72853.2739859,74182.8018049,70750.93794120001,70384.180293,70298.8717583,69886.0,63347.1,44509.0
120627.63175199999,125904.48745699998,126290.533564,111802.23850699999,103491.888216,111563.09877799999,123378.0,108204.0,42590.0
68657.578131,69009.429456,68124.804888,67048.00883899999,67852.59253200001,65730.859636,65220.0,57710.0,44278.0
93434.33922200001,99288.935747,97575.369706,119571.852487,102868.913268,111898.61979600001,94531.0,83500.0,38965.0
53043.74250600002,50456.865065000005,50726.255386000004,57778.47735000001,56257.112257,55996.18389400001,47500.0,40445.0,31930.0
80830.928342,88589.439922,85186.23790899999,113976.055336,105214.01929,103540.96182799998,82256.42,74238.0,32967.0
43598.49830100001,41765.912919,41814.996134999994,43278.430796,41272.536126,43103.783424,38410.0,29969.0,33578.0
70019.436948,79525.460274,74482.75830320001,77579.2843159,83405.0288516,65267.3911924,73478.0,62910.0,25409.0
71982.503035,76087.413202,72838.466063,64577.504445,59086.264927,60275.323496,68540.0,55343.0,35534.0
119745.56851499999,118894.206497,119497.07386099998,96532.590267,88721.461393,94603.06880199998,117192.0,105989.3,47399.0
115045.61967199999,120078.019991,119945.51310600001,93997.671329,99391.133959,91727.901956,116268.0,99104.0,33401.0
72782.649938,75303.12376199999,73152.790613,66355.535644,63869.051251000004,61349.355801,71640.0,64186.0,47901.0
113673.521333,116189.279752,116237.129737,94806.05856800001,106420.330678,95967.009788,114369.0,97824.0,43970.0
71746.993622,75452.297558,73156.25199399999,67935.59185,66159.77715,64721.402416,70230.0,63158.0,46026.0
41746.604365,38637.909377,38044.974396,42438.401799,43407.471967000005,41858.954536,33740.0,31950.0,45440.0
129142.54060399998,130956.38403200002,130357.879291,112664.905339,121674.03348499999,116142.971941,130921.0,115235.0,46478.0
39278.875237,41947.755783,42572.724620999994,42572.786975,42353.308293,42066.925656,41290.0,33783.0,40248.0
151153.163103,147736.95132949998,149608.82327300002,118770.874996,112108.602897,115462.8954403,148220.0,131710.0,48547.0
64250.18758800001,64084.492175,64948.768157,59387.558576999996,56139.860506,57376.04084900001,63600.0,55936.0,48608.0
170583.42156899997,164002.770763,164060.226333,131564.363136,121791.39833200001,130101.18055440001,159460.0,146180.0,55350.0
54341.238498000006,57538.58070800001,58106.155772,55695.404450999995,47501.290524,55483.020171,53563.0,38770.0,41600.0
156967.759011,158495.20637300002,158840.77991600003,128469.43610899999,127089.03862600001,128641.57544999999,157590.0,142571.0,55205.0
64668.54593699999,60818.79677300001,61070.09460070001,54254.949543,46728.52869299999,53196.112199,60520.0,47850.0,40207.0
153677.94112399998,152050.49822000004,153164.11052299995,124028.13836599998,122982.24803399999,125917.85055100001,152120.0,138613.0,53122.0
65734.920879,66184.289433,68356.83235899999,61133.95545599999,52036.675838,62145.213428,63800.0,50572.0,43314.0
