Timestamp,t_out,t_slab1,t_cav,valve_ht,valve_cl,vfr_water,rc_y,y
1/15/2022 6:05,25.1,72.3,44.9,0,10,11.9,-4.73E+03,-4.18E+03
1/15/2022 6:10,25.2,72.3,44.8,0,10,11.9,-4.57E+03,-4.18E+03
1/15/2022 6:15,25.2,72.2,44.5,0,10,11.9,-4.38E+03,-4.00E+03
1/15/2022 6:20,25.1,72.1,44.3,0,10,12,-4.33E+03,-4.04E+03
1/15/2022 6:25,25.1,72.1,44.2,0,10,11.2,-4.20E+03,-3.77E+03
1/15/2022 6:30,25.1,72,44,0.9,6,6.9,-1.39E+03,-3.23E+03
1/15/2022 6:35,25,71.9,43.9,6.2,0,9.9,7.58E+03,8.11E+03
1/15/2022 6:40,25,71.8,43.9,5.7,0,10.9,1.31E+04,1.32E+04
1/15/2022 6:45,24.8,71.8,43.7,3.3,0,11.3,9.31E+03,8.93E+03
1/15/2022 6:50,24.8,71.8,43.6,4.7,0,11.6,8.35E+03,8.65E+03
1/15/2022 6:55,24.9,71.8,43.5,4,0,11.7,7.67E+03,7.87E+03
1/15/2022 7:00,24.9,71.9,43.5,3.7,0,11.7,7.41E+03,7.36E+03
1/15/2022 7:05,24.7,72,43.3,4.6,0,11.7,7.27E+03,7.53E+03
1/15/2022 7:10,24.8,72.1,43,4.3,0,11.7,6.80E+03,6.85E+03
1/15/2022 7:15,24.8,72.1,42.9,4.1,0,11.8,6.62E+03,6.90E+03
1/15/2022 7:20,24.6,72.2,42.8,4.6,0,11.7,6.51E+03,6.85E+03
1/15/2022 7:25,24.7,72.3,42.6,3.9,0,9.4,6.00E+03,5.91E+03
1/15/2022 7:30,24.7,72.4,42.5,4,0,11.3,5.94E+03,6.61E+03
1/15/2022 7:35,24.5,72.4,42.3,4.5,0,11.6,6.01E+03,6.62E+03
1/15/2022 7:40,24.3,72.5,42.1,4.3,0,11.6,5.90E+03,6.28E+03
1/15/2022 7:45,24.1,72.6,42.2,4.4,0,11.7,5.27E+03,6.16E+03
1/15/2022 7:50,25.2,72.7,42.2,0,4.3,11.9,2.14E+03,2.96E+03
1/15/2022 7:55,29.3,72.7,42.1,0,10,12,-2.95E+03,0.00E+00
1/15/2022 8:00,30.5,72.8,41.9,0,10,12,-4.49E+03,0.00E+00
1/15/2022 8:05,29.3,72.8,41.7,0,10,12,-4.58E+03,-3.86E+03
1/15/2022 8:10,27.9,72.8,41.7,0,10,12,-4.62E+03,-4.04E+03
1/15/2022 8:15,26.4,72.8,41.7,0,10,11.9,-4.66E+03,-4.00E+03
1/15/2022 8:20,25.1,72.8,41.7,0,10,11.9,-4.65E+03,-4.18E+03
1/15/2022 8:25,24.3,72.7,41.8,0,10,11.9,-4.46E+03,-4.18E+03
1/15/2022 8:30,23.7,72.6,41.9,0,10,11.8,-4.36E+03,-4.14E+03
1/15/2022 8:35,23.5,72.6,41.9,0,10,11.9,-4.30E+03,-4.18E+03
1/15/2022 8:40,23.5,72.4,42.1,0,10,11.9,-4.11E+03,-4.18E+03
1/15/2022 8:45,23.6,72.4,42.3,0,10,11.8,-3.92E+03,-4.14E+03
1/15/2022 8:50,23.7,72.3,42.7,0,10,11.9,-3.79E+03,-4.18E+03
1/15/2022 8:55,23.8,72.2,43.3,0,10,11.9,-3.69E+03,-4.00E+03
1/15/2022 9:00,23.7,72.1,43.8,0,10,11.9,-3.63E+03,-3.83E+03
1/15/2022 9:05,23.9,72,44.7,0,10,7.5,-2.58E+03,-2.96E+03
1/15/2022 9:10,26.8,71.9,45.5,4.8,0,8.4,3.70E+03,-1.23E+03
1/15/2022 9:15,29.6,71.8,46.6,5.4,0,10.7,1.36E+04,1.64E+04
1/15/2022 9:20,30.2,71.8,47.7,5.1,0,11.2,1.13E+04,1.05E+04
1/15/2022 9:25,29.1,71.7,48.8,3.4,0,11.5,8.84E+03,8.41E+03
1/15/2022 9:30,27.5,71.8,49.9,4.2,0,11.7,8.54E+03,8.39E+03
1/15/2022 9:35,26.3,71.8,51.4,4.5,0,11.7,7.96E+03,8.04E+03
1/15/2022 9:40,25.6,71.9,53,3.7,0,11.7,7.43E+03,7.36E+03
1/15/2022 9:45,24.9,71.9,54.6,4.4,0,11.8,7.06E+03,7.59E+03
1/15/2022 9:50,24.8,72,56.2,1,3,10.2,3.91E+03,5.37E+03
1/15/2022 9:55,25,72.1,57.8,0,9.8,12,-1.79E+03,0.00E+00
1/15/2022 10:00,25.2,72.2,59.2,0,10,12,-3.89E+03,0.00E+00
1/15/2022 10:05,25.1,72.2,60.9,0,10,12,-4.22E+03,-3.69E+03
1/15/2022 10:10,25.1,72.2,62.7,0,10,11.9,-4.31E+03,-3.83E+03
1/15/2022 10:15,25.2,72.2,64.4,0,10,11.9,-4.38E+03,-4.00E+03
1/15/2022 10:20,25.8,72.1,65.9,0,10,11.9,-4.35E+03,-4.00E+03
1/15/2022 10:25,26,72.1,67.4,0,10,11.9,-4.22E+03,-4.00E+03
1/15/2022 10:30,25.9,72,69.1,0,10,11.9,-4.06E+03,-3.83E+03
1/15/2022 10:35,26.2,71.9,70.6,0,10,11.9,-3.92E+03,-3.83E+03
1/15/2022 10:40,26.2,71.8,71.9,0,10,11.9,-3.77E+03,-3.83E+03
1/15/2022 10:45,26.5,71.8,73.2,0,10,12,-3.70E+03,-3.69E+03
1/15/2022 10:50,26.5,71.7,74.1,0,10,9.1,-3.60E+03,-3.19E+03
1/15/2022 10:55,26.4,71.6,75.3,0,10,4,-3.12E+03,-2.22E+03
1/15/2022 11:00,26.5,71.5,76,4.4,0,7.7,2.90E+03,-3.83E+03
1/15/2022 11:05,26.5,71.5,76.6,6.2,0,10.4,1.35E+04,1.72E+04
1/15/2022 11:10,26.3,71.4,77.1,4.1,0,11,1.15E+04,1.05E+04
1/15/2022 11:15,26.2,71.4,77.7,4.4,0,11.4,9.47E+03,9.34E+03
1/15/2022 11:20,26.4,71.5,78.2,4.2,0,11.6,8.37E+03,8.31E+03
1/15/2022 11:25,26.5,71.5,78.9,3.6,0,11.7,8.00E+03,7.87E+03
1/15/2022 11:30,26.4,71.6,79.7,4.7,0,11.8,7.42E+03,8.11E+03
1/15/2022 11:35,26.5,71.7,80.5,0.7,2.9,10.9,4.14E+03,5.58E+03
1/15/2022 11:40,26.6,71.8,81.4,0,9.7,12,-1.52E+03,0.00E+00
1/15/2022 11:45,26.9,71.8,82.7,0,10,12,-3.74E+03,0.00E+00
1/15/2022 11:50,26.8,71.8,83.8,0,10,12,-4.06E+03,-3.51E+03
1/15/2022 11:55,26.9,71.9,84.6,0,10,12,-4.16E+03,-3.69E+03
1/15/2022 12:00,27.3,71.9,85.1,0,10,11.9,-4.18E+03,-3.66E+03
1/15/2022 12:05,27.1,71.8,85.2,0,10,11.9,-4.13E+03,-3.83E+03
1/15/2022 12:10,26.9,71.8,85.5,0,10,11.9,-4.03E+03,-3.66E+03
1/15/2022 12:15,27.3,71.7,85.5,0,10,11.9,-3.97E+03,-3.66E+03
1/15/2022 12:20,27.5,71.7,85.1,0,10,11.9,-3.87E+03,-3.66E+03
1/15/2022 12:25,27.4,71.6,85.5,0,10,11.9,-3.81E+03,-3.66E+03
1/15/2022 12:30,27.6,71.5,86,0,10,11.9,-3.72E+03,-3.66E+03
1/15/2022 12:35,28.8,71.5,86.2,0,10,12,-3.70E+03,-3.69E+03
1/15/2022 12:40,36.5,71.4,85.8,0,10,11.4,-3.44E+03,-3.50E+03
1/15/2022 12:45,37.9,71.3,85.6,0,10,7.4,-3.46E+03,-2.92E+03
1/15/2022 12:50,35.7,71.3,86.5,0,10,3.6,-3.89E+03,-2.21E+03
1/15/2022 12:55,32.8,71.2,88.1,0,10,3,-4.34E+03,-3.03E+03
1/15/2022 13:00,31.1,71.1,89.8,0,10,2.9,-3.65E+03,-3.61E+03
1/15/2022 13:05,29.9,71.1,91.9,4,0,6.8,2.59E+03,-6.17E+03
1/15/2022 13:10,28.9,71,93.4,5.7,0,10.2,1.39E+04,1.76E+04
1/15/2022 13:15,28.3,71,94.2,5.7,0,10.9,1.28E+04,1.18E+04
1/15/2022 13:20,28.1,71,94.8,4.2,0,11.3,9.93E+03,9.75E+03
1/15/2022 13:25,27.7,71,96.3,3.5,0,11.6,9.08E+03,8.82E+03
1/15/2022 13:30,27.8,71.1,97.8,4.5,0,11.7,8.70E+03,8.90E+03
1/15/2022 13:35,27.7,71.2,99.8,3.4,0.3,11.2,6.44E+03,7.54E+03
1/15/2022 13:40,27.9,71.3,101.8,0,7.3,11.8,1.45E+03,1.21E+03
1/15/2022 13:45,28.9,71.4,103.1,0,10,12,-2.80E+03,0.00E+00
1/15/2022 13:50,32.5,71.4,103.5,0,10,12,-3.55E+03,0.00E+00
1/15/2022 13:55,33.9,71.4,104.6,0,10,12,-3.76E+03,-3.16E+03
1/15/2022 14:00,33.6,71.5,106.3,0,10,12,-3.85E+03,-3.34E+03
1/15/2022 14:05,32.3,71.5,106.8,0,10,11.9,-3.88E+03,-3.48E+03
1/15/2022 14:10,31.1,71.5,108.1,0,10,11.9,-3.84E+03,-3.48E+03
1/15/2022 14:15,30.2,71.4,109.5,0,10,11.9,-3.83E+03,-3.48E+03
1/15/2022 14:20,29.7,71.4,109.4,0,10,11.9,-3.58E+03,-3.48E+03
1/15/2022 14:25,29.2,71.3,109.8,0,10,11.9,-3.62E+03,-3.48E+03
1/15/2022 14:30,28.9,71.3,110.4,0,10,11.9,-3.52E+03,-3.31E+03
1/15/2022 14:35,29.2,71.2,110.7,0,10,11.9,-3.40E+03,-3.48E+03
1/15/2022 14:40,29.2,71.1,110.9,0,10,11.9,-3.38E+03,-3.48E+03
1/15/2022 14:45,29.2,71.1,111.3,0,10,11.9,-3.32E+03,-3.31E+03
1/15/2022 14:50,29.5,71,111.3,0,10,11.9,-3.33E+03,-3.31E+03
1/15/2022 14:55,29.3,71,111.1,0,10,11.9,-3.29E+03,-3.48E+03
1/15/2022 15:00,29.3,70.9,111.7,0,10,12,-3.30E+03,-3.51E+03
1/15/2022 15:05,29.2,70.8,112.5,0,10,11.4,-3.15E+03,-3.34E+03
1/15/2022 15:10,29.4,70.8,113.3,0,10,6.5,-3.22E+03,-2.57E+03
1/15/2022 15:15,29.3,70.7,113.9,0.6,6,3.9,-1.54E+03,-2.57E+03
1/15/2022 15:20,29.4,70.6,113.6,6.6,0,9.2,7.01E+03,4.04E+03
1/15/2022 15:25,29.5,70.6,114,5.9,0,10.7,1.48E+04,1.58E+04
1/15/2022 15:30,29.4,70.6,114.3,5.2,0,11.2,1.19E+04,1.13E+04
1/15/2022 15:35,29.4,70.6,114.3,4.4,0,11.5,9.66E+03,1.01E+04
1/15/2022 15:40,29.3,70.6,114.7,3.5,0,11.7,8.78E+03,8.90E+03
1/15/2022 15:45,29.4,70.7,115.2,4.5,0,11.8,8.25E+03,8.98E+03
1/15/2022 15:50,29.5,70.8,115.2,0.9,3,10.6,4.71E+03,6.36E+03
1/15/2022 15:55,29.4,70.9,115.2,0,9.8,12,-1.48E+03,0.00E+00
1/15/2022 16:00,29.4,71,115.6,0,10,12,-3.68E+03,0.00E+00
1/15/2022 16:05,29.4,71.1,114.5,0,10,12,-4.01E+03,-3.16E+03
1/15/2022 16:10,29.4,71.1,113.1,0,10,12,-4.26E+03,-3.34E+03
1/15/2022 16:15,29.6,71.1,112.6,0,10,11.9,-4.26E+03,-3.48E+03
1/15/2022 16:20,29.5,71.1,112,0,10,11.9,-4.18E+03,-3.48E+03
1/15/2022 16:25,29.6,71.1,111.3,0,10,11.9,-4.17E+03,-3.48E+03
1/15/2022 16:30,29.6,71,109.6,0,10,11.9,-4.10E+03,-3.48E+03
1/15/2022 16:35,29.6,71,108.2,0,10,11.9,-3.98E+03,-3.48E+03
1/15/2022 16:40,29.4,70.9,106.5,0,10,11.9,-3.93E+03,-3.66E+03
1/15/2022 16:45,29.5,70.9,104.5,0,10,11.9,-3.90E+03,-3.66E+03
1/15/2022 16:50,29.5,70.8,103,0,10,12,-3.76E+03,-3.51E+03
1/15/2022 16:55,29.6,70.7,101.4,0,10,11.4,-3.67E+03,-3.17E+03
1/15/2022 17:00,29.5,70.7,100.1,0,10,6.7,-2.89E+03,-2.55E+03
1/15/2022 17:05,29.4,70.6,98.5,4.3,0,7.7,2.75E+03,-2.37E+03
1/15/2022 17:10,29.4,70.5,97.4,6.6,0,10.6,1.39E+04,1.81E+04
1/15/2022 17:15,29.2,70.5,96.1,5.7,0,11.1,1.27E+04,1.23E+04
1/15/2022 17:20,29.1,70.5,94.6,3.9,0,11.4,9.80E+03,9.84E+03
1/15/2022 17:25,29.7,70.6,92.7,3.6,0,11.6,9.20E+03,9.33E+03
1/15/2022 17:30,32.9,70.7,90.7,4.5,0,11.7,8.67E+03,9.41E+03
1/15/2022 17:35,34.4,70.8,87.5,3.7,0,11.7,7.81E+03,8.22E+03
1/15/2022 17:40,34,70.8,85.3,2.1,1.2,10.9,5.50E+03,7.49E+03
1/15/2022 17:45,32.4,70.9,83.8,0,8.8,12,-6.66E+02,0.00E+00
1/15/2022 17:50,31.1,71,82.2,0,10,12,-3.89E+03,0.00E+00
1/15/2022 17:55,30.2,71.1,79.9,0,10,12,-4.55E+03,-3.51E+03
1/15/2022 18:00,29.4,71.2,77.7,0,10,12,-4.70E+03,-3.69E+03
1/15/2022 18:05,28.8,71.2,76.3,0,10,11.9,-4.66E+03,-3.83E+03
1/15/2022 18:10,28.3,71.1,75.1,0,10,11.9,-4.54E+03,-3.66E+03
1/15/2022 18:15,28.2,71.1,73.9,0,10,11.9,-4.49E+03,-3.48E+03
1/15/2022 18:20,28.1,71,72.8,0,10,11.9,-4.30E+03,-3.66E+03
1/15/2022 18:25,28,71,71.6,0,10,11.9,-4.26E+03,-3.66E+03
1/15/2022 18:30,28,70.9,70.3,0,10,12,-4.25E+03,-3.69E+03
1/15/2022 18:35,28.1,70.9,69.3,0,10,10,-3.80E+03,-3.22E+03
1/15/2022 18:40,27.9,70.8,68.5,2.3,4,6.9,3.24E+02,-2.93E+03
1/15/2022 18:45,27.9,70.8,67.9,6.9,0,10.5,1.09E+04,1.41E+04
1/15/2022 18:50,27.7,70.7,67.1,5.9,0,11.1,1.37E+04,1.35E+04
1/15/2022 18:55,27.7,70.7,66.2,4.3,0,11.4,9.99E+03,1.05E+04
1/15/2022 19:00,27.6,70.8,65.4,3.4,0,11.6,8.95E+03,8.99E+03
1/15/2022 19:05,27.6,70.8,64.3,4.6,0,11.7,8.55E+03,8.90E+03
1/15/2022 19:10,27.5,70.9,63.4,3.7,0,11.7,8.01E+03,8.73E+03
1/15/2022 19:15,27.5,71,62.6,4.4,0,11.8,7.69E+03,8.46E+03
1/15/2022 19:20,27.4,71.1,61.8,3.9,0,11.3,6.42E+03,7.93E+03
1/15/2022 19:25,27.3,71.2,61.2,0,5.3,10.7,1.89E+03,3.29E+03
1/15/2022 19:30,27.3,71.3,60.6,0,10,12,-3.62E+03,0.00E+00
1/15/2022 19:35,27.2,71.4,59.9,0,10,12,-4.59E+03,0.00E+00
1/15/2022 19:40,27.3,71.4,59.2,0,10,12,-4.61E+03,-3.51E+03
1/15/2022 19:45,27.1,71.4,58.6,0,10,12,-4.61E+03,-3.69E+03
1/15/2022 19:50,27,71.4,58,0,10,11.9,-4.58E+03,-3.66E+03
1/15/2022 19:55,27.9,71.4,57.4,0,10,11.9,-4.51E+03,-3.66E+03
1/15/2022 20:00,30.9,71.3,56.6,0,10,12,-4.41E+03,-3.86E+03
1/15/2022 20:05,32.6,71.2,56,0,10,11.7,-4.23E+03,-3.42E+03
1/15/2022 20:10,32,71.2,55.4,0.5,6,7.1,-1.85E+03,-2.70E+03
1/15/2022 20:15,30.7,71.1,54.7,6.1,0,9.6,6.47E+03,5.76E+03
1/15/2022 20:20,29.3,71.1,54.2,5.6,0,10.9,1.36E+04,1.50E+04
1/15/2022 20:25,28.1,71.1,53.8,4.5,0,11.3,1.03E+04,1.04E+04
1/15/2022 20:30,27.3,71.1,53.3,3.5,0,11.5,8.63E+03,9.08E+03
1/15/2022 20:35,26.6,71.2,52.8,4.3,0,11.6,8.31E+03,8.65E+03
1/15/2022 20:40,26.9,71.2,52.4,4.4,0,11.7,7.85E+03,8.39E+03
1/15/2022 20:45,30.3,71.3,51.7,3.6,0,11.6,7.36E+03,7.64E+03
1/15/2022 20:50,32,71.4,51.1,4.5,0,11.8,7.26E+03,8.29E+03
1/15/2022 20:55,33.1,71.5,50.6,3.2,0.3,9.5,5.48E+03,6.53E+03
1/15/2022 21:00,37.3,71.6,50,0,7,11.2,7.61E+02,2.13E+03
1/15/2022 21:05,36.9,71.7,49.5,0,10,12,-3.83E+03,0.00E+00
1/15/2022 21:10,34.2,71.7,49.2,0,10,12,-4.44E+03,0.00E+00
1/15/2022 21:15,31.2,71.8,48.8,0,10,12,-4.49E+03,-3.51E+03
1/15/2022 21:20,29,71.8,48.4,0,10,11.9,-4.59E+03,-3.66E+03
1/15/2022 21:25,27.2,71.8,48.1,0,10,11.9,-4.53E+03,-3.66E+03
1/15/2022 21:30,26.2,71.7,48,0,10,11.9,-4.38E+03,-3.48E+03
1/15/2022 21:35,27.4,71.7,47.9,0,10,11.9,-4.24E+03,-3.48E+03
1/15/2022 21:40,30.6,71.6,47.5,0,10,12,-4.14E+03,-3.69E+03
1/15/2022 21:45,31.6,71.5,47.2,0,10,11.2,-3.92E+03,-3.44E+03
1/15/2022 21:50,30.5,71.5,46.8,1.1,6,6.5,-7.69E+02,-2.66E+03
1/15/2022 21:55,28.7,71.4,46.4,6.2,0,10.2,8.58E+03,1.03E+04
1/15/2022 22:00,27,71.4,46.2,5.4,0,10.9,1.33E+04,1.31E+04
1/15/2022 22:05,25.8,71.3,46,4.2,0,11.4,9.62E+03,1.00E+04
1/15/2022 22:10,24.8,71.4,45.9,3.5,0,11.6,8.46E+03,8.65E+03
1/15/2022 22:15,24.2,71.4,45.7,4.7,0,11.7,8.19E+03,8.56E+03
1/15/2022 22:20,24,71.5,45.5,4.1,0,11.7,7.51E+03,8.04E+03
1/15/2022 22:25,23.9,71.5,45.3,3.7,0,11.7,7.37E+03,7.53E+03
1/15/2022 22:30,23.8,71.6,45.2,4.6,0,11.7,7.28E+03,7.87E+03
1/15/2022 22:35,23.7,71.7,44.9,4.1,0,11.8,6.68E+03,7.42E+03
1/15/2022 22:40,23.5,71.8,44.7,3.2,0.3,8.2,5.24E+03,5.52E+03
1/15/2022 22:45,23.4,71.9,44.6,0,7.4,10.9,7.23E+02,2.23E+03
1/15/2022 22:50,23.3,71.9,44.6,0,10,12,-3.96E+03,0.00E+00
1/15/2022 22:55,23.2,72,44.4,0,10,12,-4.45E+03,0.00E+00
1/15/2022 23:00,23.2,72,44.4,0,10,11.9,-4.59E+03,-3.66E+03
1/15/2022 23:05,23.1,72,44.4,0,10,11.9,-4.62E+03,-3.83E+03
1/15/2022 23:10,23.1,71.9,44.2,0,10,11.9,-4.50E+03,-4.00E+03
1/15/2022 23:15,23.1,71.9,44.1,0,10,11.9,-4.42E+03,-3.83E+03
1/15/2022 23:20,23,71.9,44,0,10,11.4,-4.29E+03,-3.67E+03
1/15/2022 23:25,23.1,71.8,43.8,0.3,8,6.3,-2.36E+03,-2.58E+03
1/15/2022 23:30,23.1,71.7,43.6,5.6,0,9.3,5.10E+03,3.13E+03
1/15/2022 23:35,23,71.7,43.4,5.2,0,10.8,1.29E+04,1.44E+04
1/15/2022 23:40,22.9,71.6,43.1,5,0,11.2,1.00E+04,1.02E+04
1/15/2022 23:45,22.8,71.6,43,3.9,0,11.5,8.15E+03,8.24E+03
1/15/2022 23:50,22.7,71.7,42.8,3.7,0,11.7,7.71E+03,7.87E+03
1/15/2022 23:55,22.6,71.7,42.8,4.5,0,11.7,7.55E+03,8.04E+03
1/16/2022 0:00,22.6,71.8,42.6,4.2,0,11.7,7.07E+03,7.53E+03
1/16/2022 0:05,22.5,71.9,42.4,3.7,0,11.6,6.81E+03,6.96E+03
1/16/2022 0:10,22.4,72,42.2,4.2,0,11.8,6.79E+03,7.25E+03
1/16/2022 0:15,22.3,72.1,42,4.4,0,10.7,5.84E+03,6.73E+03
1/16/2022 0:20,22.3,72.1,41.9,1,3.6,9.3,2.59E+03,4.49E+03
1/16/2022 0:25,22.3,72.2,41.7,0,9.9,12,-2.70E+03,0.00E+00
1/16/2022 0:30,22.2,72.2,41.6,0,10,12,-4.41E+03,0.00E+00
1/16/2022 0:35,22.3,72.3,41.5,0,10,12,-4.49E+03,-3.86E+03
1/16/2022 0:40,22.2,72.3,41.4,0,10,11.9,-4.52E+03,-4.00E+03
1/16/2022 0:45,22.2,72.2,41.1,0,10,11.9,-4.53E+03,-4.00E+03
1/16/2022 0:50,22.1,72.2,40.9,0,10,11.9,-4.45E+03,-3.83E+03
1/16/2022 0:55,22.1,72.1,40.9,0,10,11.9,-4.34E+03,-3.83E+03
1/16/2022 1:00,22.1,72.1,40.7,0,10,11.4,-4.08E+03,-3.67E+03
