# measured, modeled
8.215036620335980842e+03,9.106109839523880510e+03
7.466087412784004300e+03,9.410259808071430598e+03
7.872743427821992555e+03,8.154455290507161408e+03
6.845863850279996768e+03,8.544983049198410299e+03
7.144273300163993554e+03,4.977799410029816499e+03
4.863781474824986617e+03,-4.835437141013528162e+03
2.808559528320000936e+03,-7.112964226292060630e+03
3.335164439880015834e+03,-6.179254331441530667e+03
-3.686234380920014701e+03,-5.661514461301609117e+03
-3.829587940177986184e+03,-5.230462863963730342e+03
-3.829587940178008466e+03,-5.223760523266100790e+03
-4.003660119277002195e+03,-4.693886097062437329e+03
-3.829587940177997552e+03,-4.472847981726758007e+03
-4.003660119276991281e+03,-4.343072830749653804e+03
-4.003660119277013564e+03,-4.343450453882411239e+03
-3.686234380919981049e+03,-4.095753168128190737e+03
-3.498997079032021702e+03,-4.059714902338353568e+03
-2.918268884894997427e+03,7.895225261457984743e+03
5.757547033056000146e+03,2.378407640760734648e+04
1.406035113865200401e+04,1.457439586836423405e+04
1.015762362742399455e+04,9.826148483988079533e+03
8.411050670750002610e+03,9.672903535425488371e+03
8.386183216592997269e+03,8.960778581118138391e+03
8.043890024078998067e+03,8.341790503825541236e+03
7.359303639051000573e+03,8.689103488801672938e+03
7.530450235307994262e+03,8.082070593593416561e+03
7.422203670154000974e+03,7.609989357915990695e+03
6.307556607351994899e+03,2.638904536225127231e+03
2.862682810896984392e+03,-6.635013962856355647e+03
3.159629469359999803e+03,-7.275501513419760158e+03
3.861769351440019818e+03,-6.054785253512083727e+03
-3.829587940178008466e+03,-5.759208076365859597e+03
-4.003660119277002195e+03,-5.489390145188990573e+03
-4.003660119277024478e+03,-4.910662826270832738e+03
-4.177732298376006838e+03,-5.014614156816758623e+03
-4.003660119277002195e+03,-4.609141018706723116e+03
-3.765225117654008045e+03,-4.057020494686272286e+03
-2.799782779793992631e+03,-2.611000327735382598e+01
-1.509600746472002356e+03,2.316841646154444607e+04
1.627794293288799963e+04,1.595591838306353020e+04
9.993790988271988681e+03,1.125268043098603084e+04
9.252155737825003598e+03,8.858231689368752996e+03
7.635771217619987510e+03,9.057039036721085722e+03
7.975138827291996677e+03,8.960994133180465724e+03
7.872743427821992555e+03,8.009468878348983708e+03
7.359303639050989659e+03,7.946248973821850086e+03
7.249594282475995897e+03,7.758874160365558055e+03
6.541603234712000813e+03,2.053191544502849865e+03
1.913331178668003304e+03,-7.127031596170883859e+03
2.984094498840006054e+03,-7.153022914415894775e+03
3.861769351439997081e+03,-6.190820485448879481e+03
-3.861769351440008450e+03,-5.750732643360148359e+03
-3.829587940177997552e+03,-5.013875171838786628e+03
-3.829587940177997552e+03,-4.806695790737954667e+03
-4.003660119277002195e+03,-4.783848893825910636e+03
-4.003660119277002195e+03,-4.622296025418261706e+03
-4.037304321959990830e+03,-4.127640026443812530e+03
-3.437559839350000857e+03,-2.646941103906414355e+03
-3.139150389466005890e+03,1.981273596254894801e+04
1.566064495322599578e+04,1.891713236029027757e+04
1.087877979797699481e+04,1.139700226308501442e+04
9.004943987676000688e+03,8.884086686199036194e+03
7.872743427822004378e+03,9.202543416780215921e+03
8.043890024078998067e+03,8.861067292382940650e+03
7.701596831564998865e+03,7.989788621590494586e+03
7.188157042793995060e+03,8.197854225105351361e+03
7.359303639051000573e+03,7.679378635057873907e+03
6.560619523185003345e+03,5.670027749185188441e+03
5.002746659819999877e+03,-3.985080619787084288e+03
2.281954616760008776e+03,-7.623237337296035548e+03
3.510699410399998669e+03,-5.992716454904359125e+03
-3.686234380920003332e+03,-5.683421393616896239e+03
-4.037304321960002198e+03,-5.564019912910975108e+03
-4.177732298376006838e+03,-5.124208787136325554e+03
-4.177732298375985010e+03,-4.662312973846266686e+03
-4.003660119277002195e+03,-4.568169990003341809e+03
-4.037304321960013567e+03,-4.609862992676316935e+03
-3.768150700496001718e+03,-3.992598412491061026e+03
-3.229843457568007580e+03,9.600675542382392450e+03
8.109715638024008513e+03,2.317576627440513403e+04
1.323387398578699867e+04,1.229879476413586235e+04
8.925953250942011437e+03,1.022670333877902158e+04
8.653874046635994091e+03,8.943556314981666219e+03
7.872743427822004378e+03,8.502452902365468617e+03
7.359303639051000573e+03,8.718218944943422684e+03
7.530450235307994262e+03,7.944215203339459549e+03
6.845863850280007682e+03,7.677969053451735817e+03
6.904375507120008479e+03,8.015147720166969521e+03
6.845863850279996768e+03,7.052594696427142480e+03
5.912602923682001347e+03,7.033577971771839657e+03
6.611817222920008135e+03,7.418615465161470638e+03
6.617668388603990934e+03,7.313164044390119670e+03
6.278300778931992681e+03,7.166535328058816958e+03
6.161277465252010188e+03,4.339440665921443724e+03
2.959227044683017084e+03,-5.229925409489522281e+03
2.808559528320012305e+03,-7.024678211996426398e+03
3.686234380919992418e+03,-5.961829341582655616e+03
-3.861769351439997081e+03,-5.394309753047593404e+03
-4.037304321960002198e+03,-5.118291709815595823e+03
-4.003660119276991281e+03,-5.092994819390740304e+03
-4.177732298376018662e+03,-4.686160479028563714e+03
-4.177732298376006838e+03,-4.501466070330468938e+03
-4.142625304272018184e+03,-4.541618545309138426e+03
-4.177732298375995924e+03,-4.341173806162863912e+03
-4.177732298375995924e+03,-4.077731435773683188e+03
-4.142625304271996356e+03,-4.026711633860191796e+03
-4.177732298376006838e+03,-3.862944560122668918e+03
-4.003660119276979913e+03,-4.092939771634701174e+03
-3.829587940178008466e+03,-3.600240645272824622e+03
-2.962152627524985746e+03,6.797281533933564788e+02
-1.228744793639995578e+03,2.353936635621734604e+04
1.643446161493500404e+04,1.697687627977009834e+04
1.048528890572799355e+04,1.025214379565593117e+04
8.411050670749991696e+03,9.961889833763714705e+03
8.386183216592997269e+03,9.301364886898707482e+03
8.043890024079008981e+03,8.183291631609972683e+03
7.359303639051000573e+03,8.679272274672119238e+03
7.594813057831995138e+03,6.247188060179818422e+03
5.371370097911999437e+03,-4.285121436570676451e+03
2.457489587279991156e+03,-6.978000652630915283e+03
3.335164439880004920e+03,-6.174467703579219233e+03
-3.686234380919992418e+03,-5.499381105764376116e+03
-3.829587940178008466e+03,-5.219948057509805949e+03
-4.003660119277024478e+03,-4.990027444895727967e+03
-4.003660119276991281e+03,-4.693896264097878884e+03
-4.003660119276991281e+03,-4.384854406253354682e+03
-3.829587940178008466e+03,-4.255524711475678487e+03
-3.829587940177997552e+03,-3.977117791541983024e+03
-3.829587940178008466e+03,-4.058737348495735205e+03
-3.686234380919981049e+03,-3.798554008262799471e+03
-3.194736463464004828e+03,-4.166741507226772228e+03
-2.223442959920003432e+03,-9.417110932510477141e+02
-3.829587940177993460e+03,2.351601596929760126e+04
1.719072477959200114e+04,1.704905931140309985e+04
1.045895866014999774e+04,1.187433450897857256e+04
9.338460431663997952e+03,9.552353921336507483e+03
