# measured, modeled
8.215036620335980842e+03,6.599036064833535420e+01
7.466087412784004300e+03,1.137733534431291446e+03
7.872743427821992555e+03,4.876093263884496992e+03
6.845863850279996768e+03,2.220596021685490996e+03
7.144273300163993554e+03,5.427528445705487684e+03
4.863781474824986617e+03,3.838334863985766788e+03
-2.808559528320000936e+03,2.778828060930960419e+03
-3.335164439880015834e+03,1.717577796073049740e+03
-3.686234380920014701e+03,1.188018872657299198e+03
-3.829587940177986184e+03,1.242075567465767563e+02
-3.829587940178008466e+03,-2.008068084910042217e+03
-4.003660119277002195e+03,-1.477098732268208096e+03
-3.829587940177997552e+03,-3.078656423778874796e+03
-4.003660119276991281e+03,-4.149581018050936109e+03
-4.003660119277013564e+03,-3.088907163256254535e+03
-3.686234380919981049e+03,-3.626549933186496673e+03
-3.498997079032021702e+03,-3.098342173977893708e+03
-2.918268884894997427e+03,-4.169226951695188291e+03
5.757547033056000146e+03,-3.108401179076246990e+03
1.406035113865200401e+04,-4.177159096627700819e+03
1.015762362742399455e+04,1.153015577152948936e+03
8.411050670750002610e+03,2.758374637415059169e+03
8.386183216592997269e+03,1.166333283583344382e+03
8.043890024078998067e+03,4.371738367347821622e+03
7.359303639051000573e+03,1.715624370845372596e+03
7.530450235307994262e+03,4.921972461148687216e+03
7.422203670154000974e+03,3.866681812293155872e+03
6.307556607351994899e+03,3.876243027537896978e+03
2.862682810896984392e+03,3.884444989627002997e+03
-3.159629469359999803e+03,2.824725473655840233e+03
-3.861769351440019818e+03,1.763284585368872285e+03
-3.829587940178008466e+03,-3.663779417797632050e+02
-4.003660119277002195e+03,-8.994297973258640013e+02
-4.003660119277024478e+03,-1.966684617167525175e+03
-4.177732298376006838e+03,-1.435695747154660694e+03
-4.003660119277002195e+03,-3.037233285278284256e+03
-3.765225117654008045e+03,-4.107998678891389318e+03
-2.799782779793992631e+03,-3.580432195823346774e+03
-1.509600746472002356e+03,-4.118528251390766854e+03
1.627794293288799963e+04,-1.456129164282041984e+03
9.993790988271988681e+03,-9.215750660639728267e+02
9.252155737825003598e+03,1.214000594794188601e+03
7.635771217619987510e+03,3.352727781601672177e+03
7.975138827291996677e+03,2.828092755049982770e+03
7.872743427821992555e+03,2.836078611503681259e+03
7.359303639050989659e+03,4.444084177544618797e+03
7.249594282475995897e+03,3.387959158257598119e+03
6.541603234712000813e+03,4.463404356739407376e+03
1.913331178668003304e+03,2.339289042243270160e+03
-2.984094498840006054e+03,2.877192196953285475e+03
-3.861769351439997081e+03,1.815828802899729908e+03
-3.861769351440008450e+03,-3.139318605354264946e+02
-3.829587940177997552e+03,-1.380347763831212887e+03
-3.829587940177997552e+03,-8.483242591767980230e+02
-4.003660119277002195e+03,-1.915436218443872349e+03
-4.003660119277002195e+03,-3.517610075199332641e+03
-4.037304321959990830e+03,-4.055707515137429709e+03
-3.437559839350000857e+03,-2.461330244896637396e+03
-3.139150389466005890e+03,-4.597772893256858879e+03
1.566064495322599578e+04,-1.403505535779651382e+03
1.087877979797699481e+04,-2.468895246475423846e+03
9.004943987676000688e+03,7.308679866452994247e+02
7.872743427822004378e+03,2.869041057067110160e+03
8.043890024078998067e+03,2.877203759406965219e+03
7.701596831564998865e+03,3.418723521323345722e+03
7.188157042793995060e+03,2.894395690892322364e+03
7.359303639051000573e+03,3.969227341589531989e+03
6.560619523185003345e+03,3.979066663950530710e+03
5.002746659819999877e+03,5.055083749537650874e+03
-2.281954616760008776e+03,1.864367379655200239e+03
-3.510699410399998669e+03,2.934909706996576006e+03
-3.686234380920003332e+03,2.737588172052842310e+02
-4.037304321960002198e+03,-7.916468318443935459e+02
-4.177732298376006838e+03,-2.587901479051461138e+02
-4.177732298375985010e+03,-2.925084169195910818e+03
-4.003660119277002195e+03,-3.462135381744529695e+03
-4.037304321960013567e+03,-1.866670528233844379e+03
-3.768150700496001718e+03,-4.535359630681547969e+03
-3.229843457568007580e+03,-2.941657197042883581e+03
8.109715638024008513e+03,-4.545370751803997337e+03
1.323387398578699867e+04,-2.828278016493882205e+02
8.925953250942011437e+03,2.536037630376149536e+02
8.653874046635994091e+03,1.324266918805815294e+03
7.872743427822004378e+03,2.396698136148242156e+03
7.359303639051000573e+03,3.470832048095329810e+03
7.530450235307994262e+03,4.546639050431753276e+03
6.845863850280007682e+03,1.890773534272781035e+03
6.904375507120008479e+03,4.030666971574019044e+03
6.845863850279996768e+03,4.573845760378260820e+03
5.912602923682001347e+03,4.583839997840399519e+03
6.611817222920008135e+03,3.525595476461157887e+03
6.617668388603990934e+03,4.600670660277244679e+03
6.278300778931992681e+03,3.011461093322700890e+03
6.161277465252010188e+03,5.153077773369739589e+03
2.959227044683017084e+03,3.031409706660484062e+03
-2.808559528320012305e+03,3.571791636928744083e+03
-3.686234380919992418e+03,1.444747627286843453e+03
-3.861769351439997081e+03,9.144257727581066320e+02
