"0_ep_calculation	0.001321283	0.028133423	0.007146941	0.001446759	0.062358631	0.011574074	0.526116071	0.009469697	0.039708333	0.028133423	0.028133423	462190.104	462190.104	436078.656	436078.656	936000	168512.7872	924380.208	924380.208	1	1	1",,,,,,,,,,,,,,,,,,,,,
"1_matlab_particle_500_iters_150	0.001752182	0.000886535	0.041088597	0.159385667	0.009607186	0.742419493	46.78460124	0.012430354	2.162704751	0.451032285	2.036555329	48125057.7	3786323.249	5483.776092	164991.001	61074945.35	417606.151	22001154.37	9322.118772	0.036623029	13.77742935	3.287599928",,,,,,,,,,,,,,,,,,,,,
"2_pyswarms_particle_25_iters_20	3.21E-01	-2.15E-01	0.009902574	4.69E-01	6.86E-01	1.75E+00	4.78E+01	2.45E-01	2.51E+00	4.44E-01	3.28E+00	4.81E+07	3.79E+06	5.48E+03	1.65E+05	6.11E+07	4.18E+05	2.20E+07	9.32E+03	3.87E-01	1.53E+01	5.06E+00",,,,,,,,,,,,,,,,,,,,,
"3_pyswarms_particle_25_iters_20	1.63E-01	-1.68E-01	9.15E-03	4.91E-01	6.51E-01	1.55E+00	4.79E+01	7.16E-01	2.56E+00	5.06E-01	3.53E+00	4.81E+07	3.79E+06	5.48E+03	1.65E+05	6.11E+07	4.18E+05	2.20E+07	9.32E+03	3.97E-01	1.52E+01	5.05E+00",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
1.63E-01,-1.68E-01,9.15E-03,4.91E-01,6.51E-01,1.55E+00,4.79E+01,7.16E-01,2.56E+00,5.06E-01,3.53E+00,4.81E+07,3.79E+06,5.48E+03,1.65E+05,6.11E+07,4.18E+05,2.20E+07,9.32E+03,3.97E-01,1.52E+01,5.05E+00
