1.63E-01,-1.68E-01,9.15E-03,4.91E-01,6.51E-01,1.55E+00,4.79E+01,7.16E-01,2.56E+00,5.06E-01,3.53E+00,4.81E+07,3.79E+06,5.48E+03,1.65E+05,6.11E+07,4.18E+05,2.20E+07,9.32E+03,3.97E-01,1.52E+01,5.05E+00

