Timestamp,LL1_LL_SpcTemp,LL1_LL_SpcHumid,RadPanelNorthOvrd,RadPnlCentralOvrd,RadPnlSouthOvrd,Average_valve,RadPnlHtVlvOvrd,RadPnlCoolVlvOvrd,LL1_LL_SpcSetpt,LL1_SA_Temp,AC_P_8Global_OA_RH___,LL1_fac_FacSpaceTemp,OA_Temp,OperationStatus,RadPnlLpFlow_gal_min_,PCBCoolingCapacity_kW_,RadPnlSupWtrTemp__F_,RadPnlRetWtrTemp__F_,RadPnl_Pmp_VFD_OUTPUTSPEED_rpm_,RadPnl_Pmp_VFD_OUTPUTVOLT_V_,RadPnlLpPress_psi_,AC_P_8Duct_OA_Temp,return_supply_F_DuringCooling,return_supply_F_,CoolingCapacityOnlyWhenSupplyWaterTemperature_SpaceTemperature_
1/1/2021 16:00,73.04166667,23.08333333,72.95833333,42.86666667,72.86666667,62.89722222,0,18.41666667,24.33333333,54.7,91.475,50.01666667,36.94166667,24.85833333,24.85833333,3.2846492,78.975,80.25,1058.791667,248.5,8.658333333,36.94166667,1.633333333,1.275,3.426451933
1/1/2021 17:00,72.48333333,23.64166667,72.56666667,42.56666667,72.56666667,62.56666667,4.125,9.108333333,24.33333333,54.275,91.49166667,49.075,36.84166667,24.48333333,24.48333333,-0.576729533,77.21666667,75.78333333,1285.666667,293.5416667,8.633333333,36.84166667,0.475,-1.433333333,1.444508567
1/1/2021 18:00,72.94166667,23.675,60.15833333,29.94166667,59.86666667,49.98888889,3.641666667,26.16666667,24.33333333,54.55833333,91.48333333,48.21666667,37.65,16.33333333,16.33333333,2.468734333,73.31666667,73.96666667,811.4583333,166.125,9.933333333,37.65,2.116666667,0.65,4.090557333
1/1/2021 19:00,73.2,24.08333333,72.88333333,42.95833333,72.95833333,62.93333333,0.45,21.04166667,24.33333333,55.29166667,91.49166667,47.28333333,38.91666667,24.925,24.925,4.967366833,75.65833333,77.96666667,1319.833333,309.9166667,8.575,38.91666667,1.683333333,2.308333333,3.336879467
1/1/2021 20:00,72.9,25.85833333,66,36,66,56,3.55,21.55,24.33333333,55.18333333,91.5,43.03333333,40.64166667,20.975,20.975,-14.0282198,107.675,101.625,1025,234.5416667,9.458333333,40.64166667,1.141666667,-6.05,5.054498633
1/1/2021 21:00,72.86666667,25.6,85.18333333,66.24166667,85.05833333,78.82777778,0.408333333,48.51666667,24.33333333,54.95,91.5,40.95,40.20833333,32.31666667,32.31666667,-14.92601903,89.78333333,83.025,1137.375,245.9166667,6.916666667,40.20833333,1.391666667,-6.758333333,8.057372867
1/1/2021 22:00,73.725,24.31666667,85.425,63.2,85.55833333,78.06111111,0.183333333,56.2,24.33333333,53.85,91.49166667,39.73333333,38.275,32.125,32.125,4.769672833,92.55833333,93.81666667,1265.958333,313.9583333,7.383333333,38.275,0.216666667,1.258333333,1.145404867
1/1/2021 23:00,72.78333333,24.23333333,67.81666667,39.85833333,67.64166667,58.43888889,0.033333333,14.3,24.33333333,53.85,91.48333333,38.96666667,36.96666667,12.1,12.1,0.5831973,81.88333333,82.50833333,395.5416667,64.70833333,3.241666667,36.96666667,0,0.625,0
1/2/2021 0:00,72.65,23.90833333,64.01666667,34.01666667,64.01666667,54.01666667,0.591666667,26.875,24.33333333,54.25833333,91.475,38.74166667,36.41666667,19.99166667,19.99166667,-22.25497493,103.8666667,95.43333333,1122.375,210.25,9.841666667,36.41666667,0.691666667,-8.433333333,1.752276633
1/2/2021 1:00,73.53333333,23.175,85.175,65.03333333,85.175,78.46111111,0.05,64.81666667,24.33333333,55.04166667,91.49166667,39.74166667,37.325,32.175,32.175,13.29479947,77.11666667,81.69166667,1281.75,321.625,6.708333333,37.325,1.641666667,4.575,8.389669633
1/2/2021 2:00,73.08333333,23.38333333,66.08333333,36.01666667,66.01666667,56.03888889,0.033333333,22.125,24.33333333,54.15833333,91.475,41.55,36.7,10.075,10.075,2.243948933,78.46666667,79.75,630.0833333,103.875,3.583333333,36.7,0.125,1.283333333,0.384405
1/2/2021 3:00,72.775,23.18333333,61.79166667,31.86666667,61.86666667,51.84166667,0.216666667,31.76666667,24.33333333,54.675,91.48333333,43.625,36.54166667,18.475,18.475,-17.61770827,108.5833333,101.525,1092.791667,234.5416667,10,36.54166667,0,-7.058333333,0
1/2/2021 4:00,73.34166667,22.48333333,88.875,78.175,88.75,85.26666667,0.116666667,67.03333333,24.33333333,54.75833333,91.45,44.31666667,37.45833333,34.90833333,34.90833333,7.418162267,75.25,76.63333333,1284.291667,322.7916667,5.558333333,37.45833333,1.516666667,1.383333333,8.583458567
1/2/2021 5:00,73.21666667,23.025,70.20833333,40.1,70.025,60.11111111,0.05,32.31666667,24.33333333,54.25833333,91.48333333,45.10833333,36.85833333,14.29166667,14.29166667,5.010322567,78.09166667,80.16666667,788.4166667,156.4166667,4.658333333,36.85833333,1.775,2.075,4.939177133
1/2/2021 6:00,72.96666667,23.725,66.525,36.175,66.175,56.29166667,0.475,37.40833333,24.33333333,55.075,91.45833333,45.54166667,37.475,21.93333333,21.93333333,-14.24263237,109.125,102.1666667,1162,264.2083333,9.941666667,37.475,1.016666667,-6.958333333,4.838621667
1/2/2021 7:00,73.2,23.175,89.45833333,81.825,89.475,86.91944444,0.066666667,62.81666667,24.33333333,55.30833333,91.49166667,45.975,38.31666667,34.65833333,34.65833333,3.2908729,74.34166667,75.06666667,1406.25,354.6666667,5.25,38.31666667,1.341666667,0.725,7.556792133
1/2/2021 8:00,73.175,23.21666667,65.30833333,35.24166667,65.24166667,55.26388889,0.125,26.89166667,24.33333333,53.95833333,91.475,46.23333333,37.34166667,10.825,10.825,1.724331,77.625,78.78333333,683.6666667,122.9583333,4.258333333,37.34166667,0.525,1.158333333,1.0631544
1/2/2021 9:00,72.925,23.81666667,62.45833333,32.45833333,62.45833333,52.45833333,0.708333333,34.575,24.33333333,54.23333333,91.49166667,46.74166667,37.15833333,18.475,18.475,-12.19564523,108.2083333,102.4083333,1004,223.125,9.891666667,37.15833333,0.1,-5.8,0.3089884
1/2/2021 10:00,73.11666667,23.03333333,87.58333333,77.06666667,87.55,84.06666667,0.066666667,60.21666667,24.33333333,54.86666667,91.49166667,48.24166667,38.19166667,32.4,32.4,3.212039367,75.64166667,75.95833333,1149.416667,287.0833333,4.883333333,38.19166667,1.216666667,0.316666667,6.792497367
1/2/2021 11:00,73.38333333,22.49166667,69.71666667,39.70833333,69.70833333,59.71111111,0.058333333,39.78333333,24.33333333,55.125,89.09166667,50.80833333,39.03333333,17.74166667,17.74166667,2.7369636,78.09166667,79.56666667,845.9166667,180.8333333,5.45,39.03333333,2.083333333,1.475,6.7944499
1/2/2021 12:00,73.09166667,22.60833333,66.29166667,36.36666667,66.29166667,56.31666667,0.5,41.83333333,24.33333333,55.05,88.48333333,52.175,39.01666667,21.23333333,21.23333333,-8.198199333,107.5083333,100.4833333,1134.916667,256.25,9.733333333,39.01666667,0.716666667,-7.025,3.862110933
1/2/2021 13:00,73.09166667,22.33333333,88.18333333,81.175,88.18333333,85.84722222,0.033333333,59.85833333,24.33333333,54.825,87.98333333,52.95,39.15833333,33.075,33.075,1.515776033,74.33333333,74.80833333,1213.5,307.3333333,4.85,39.15833333,1.291666667,0.475,7.297959433
1/2/2021 14:00,73.275,22.45,67.25,37.25,67.25,57.25,0,36.61666667,24.33333333,54.15833333,91.4,52.7,37.83333333,13.70833333,13.70833333,3.6979761,76.6,78.30833333,660.625,124.7083333,4.933333333,37.83333333,2.066666667,1.708333333,6.1460868
1/2/2021 15:00,73.025,22.75,65.01666667,35.01666667,65.01666667,55.01666667,0.641666667,36.175,24.33333333,54.05833333,90.575,51.275,38.275,20.06666667,20.06666667,-11.21632773,108.175,101.4583333,1243.791667,273.0833333,9.766666667,38.275,1.383333333,-6.716666667,6.135347867
1/2/2021 16:00,72.93333333,22.025,85.30833333,72.71666667,85.30833333,81.11111111,3.983333333,22.2,24.33333333,54.05,88.575,49.01666667,38.50833333,31.09166667,31.09166667,3.3263846,70.775,69.89166667,1269.958333,316.1666667,6.491666667,38.50833333,1.358333333,-0.883333333,7.496507667
1/2/2021 17:00,73.31666667,21.78333333,70.39166667,40.39166667,70.39166667,60.39166667,2.291666667,27.81666667,24.33333333,54,88.56666667,47.04166667,38.575,24.43333333,24.43333333,7.183126067,73.24166667,75.84166667,1077.041667,254.625,9.541666667,38.575,2.466666667,2.6,6.833744633
1/2/2021 18:00,72.85833333,22.75,71.94166667,41.94166667,71.94166667,61.94166667,1.941666667,18.25833333,24.33333333,54.35833333,91.15,46.60833333,38.5,23.49166667,23.49166667,-0.457869067,83.99166667,84.73333333,1322.083333,308.9583333,8.533333333,38.5,1.983333333,0.741666667,4.873767267
1/2/2021 19:00,72.49166667,23.59166667,74.21666667,44,74,64.07222222,1.541666667,23.38333333,24.33333333,54.2,91.5,46.26666667,38.01666667,26.25833333,26.25833333,-1.371654667,76.99166667,76.075,1113.291667,273.4583333,9.066666667,38.01666667,0.741666667,-0.916666667,3.161029433
1/2/2021 20:00,73.24166667,23.35833333,66.05833333,36.19166667,66.19166667,56.14722222,0.183333333,42.75,24.33333333,54.15,91.5,46.08333333,37.58333333,22.025,22.025,5.167257433,77.00833333,78.925,1167.791667,267.9583333,9.725,37.58333333,2,1.916666667,6.059931267
1/2/2021 21:00,73.025,23.525,76.30833333,46.30833333,76.30833333,66.30833333,0,27.04166667,24.33333333,54.16666667,91.48333333,46.24166667,36.93333333,25.96666667,25.96666667,0.9291618,85.10833333,86.275,1233.541667,298.25,8.1,36.93333333,2.041666667,1.166666667,5.625736667
1/2/2021 22:00,72.41666667,23.85833333,75.98333333,45.98333333,75.98333333,65.98333333,2.05,17.75,24.33333333,54.69166667,91.5,45.96666667,37.16666667,26.56666667,26.56666667,1.211180833,74.85833333,74.475,1075.625,300.2916667,8.641666667,37.16666667,0.433333333,-0.383333333,1.9271504
1/2/2021 23:00,73.04166667,23.30833333,58.25833333,28.26666667,58.26666667,48.26388889,3.358333333,21.375,24.33333333,54.60833333,91.49166667,45.45,37.06666667,15.66666667,15.66666667,2.381602533,73.95833333,74.71666667,809.5,167.0833333,9.566666667,37.06666667,1.45,0.758333333,2.715607767
1/3/2021 0:00,73.075,23.175,73.10833333,43.225,73.39166667,63.24166667,0.058333333,14.64166667,24.33333333,54.11666667,91.48333333,45.11666667,35.65833333,24.88333333,24.88333333,3.661610167,77.75833333,79.69166667,1364.458333,329.625,8.208333333,35.65833333,1.608333333,1.933333333,2.341697633
1/3/2021 1:00,72.41666667,23.45833333,71.125,41.125,71.125,61.125,3.475,5.958333333,24.33333333,54.425,91.49166667,44.35833333,35.63333333,22.56666667,22.56666667,0.468852067,76.01666667,75.675,1185.375,279.2083333,8.075,35.63333333,0.475,-0.341666667,0.774545567
1/3/2021 2:00,72.9,22.99166667,57.95833333,27.95833333,57.95833333,47.95833333,4.533333333,20.88333333,24.33333333,54.275,91.49166667,43.86666667,35.43333333,15.09166667,15.09166667,2.0197737,73.8,74.93333333,1235.583333,246.1666667,9.741666667,35.43333333,1.65,1.133333333,2.720000967
1/3/2021 3:00,73.15,22.99166667,74.23333333,44.38333333,74.38333333,64.33333333,3.7,13.64166667,24.33333333,54.38333333,91.46666667,42.925,35.65833333,24.36666667,24.36666667,4.436277767,76.21666667,78.53333333,1173.041667,273.4166667,7.95,35.65833333,2,2.316666667,3.092202633
1/3/2021 4:00,72.43333333,23.46666667,77.45,47.45,77.45,67.45,5.325,1.858333333,24.33333333,55.39166667,91.475,41.61666667,37.35,25.6,25.6,-0.190616067,79.64166667,78.50833333,1210.666667,290.5416667,7.308333333,37.35,0.108333333,-1.133333333,0.1618162
1/3/2021 5:00,72.63333333,23.05,61,31,61,51,10.83333333,5.066666667,24.33333333,54.9,91.48333333,41.09166667,36.45,16.65,16.65,3.064745133,72.375,73.96666667,1226.125,269.625,9.208333333,36.45,2.433333333,1.591666667,3.311252467
1/3/2021 6:00,73.16666667,22.675,70.35833333,40.58333333,70.5,60.48055556,7.858333333,5.033333333,24.33333333,54.7,91.475,39.95,36.05833333,21.76666667,21.76666667,4.356101867,74.69166667,77.20833333,1276.875,293.9583333,7.866666667,36.05833333,1.833333333,2.516666667,2.1047089
1/3/2021 7:00,72.65833333,22.975,73.65,43.65,73.65,63.65,5.025,0.966666667,24.33333333,54.71666667,91.48333333,40.33333333,36.525,23.93333333,23.93333333,2.607242167,78.13333333,78.55,1107.625,261.2083333,7.141666667,36.525,1.208333333,0.416666667,1.716398833
1/3/2021 8:00,72.59166667,22.775,69.675,39.675,69.675,59.675,4.758333333,5.141666667,24.33333333,54.1,91.475,40.31666667,35.825,22.28333333,22.28333333,-10.818255,87.30833333,83.46666667,1291.5,295.4583333,8.908333333,35.825,1,-3.841666667,2.7252484
1/3/2021 9:00,73.39166667,22.49166667,76.875,46.875,77.15833333,66.96944445,0.058333333,49.95833333,24.33333333,54.21666667,91.48333333,41.125,36.18333333,27.78333333,27.78333333,8.520123267,79.26666667,81.80833333,1222.458333,293.8333333,8.516666667,36.18333333,2.416666667,2.541666667,9.5032238
1/3/2021 10:00,73.325,22.64166667,77.075,46.88333333,76.88333333,66.94722222,0,37.16666667,24.33333333,54.35,91.49166667,41.40833333,36.46666667,27.175,27.175,-2.1501053,93.94166667,93.50833333,1074.583333,255.2083333,8.558333333,36.46666667,1.316666667,-0.433333333,6.180988333
1/3/2021 11:00,72.71666667,22.75,72.41666667,42.34166667,72.34166667,62.36666667,0.258333333,25.525,24.33333333,54.1,91.5,42.04166667,36.55833333,24.74166667,24.74166667,-11.06195557,95.63333333,92.15833333,1210.958333,289,8.875,36.55833333,0.391666667,-3.475,2.109224133
1/3/2021 12:00,72.9,22.15,78.225,48.275,78.275,68.25833333,0.041666667,44.69166667,24.33333333,53.95833333,91.48333333,43.55,36.40833333,27.89166667,27.89166667,0.072365767,78.375,76.775,1230.291667,259.8333333,8.425,36.40833333,2.291666667,-1.6,8.980433
1/3/2021 13:00,73.60833333,21.7,83.56666667,55.675,83.3,74.18055556,0,46.04166667,24.33333333,53.91666667,91.48333333,47.19166667,36.35833333,30.39166667,30.39166667,6.2764184,85.29166667,87.19166667,983.875,281.0833333,7.708333333,36.35833333,2.041666667,1.9,9.5647286
1/3/2021 14:00,73.09166667,21.925,71.09166667,41.90833333,71.09166667,61.36388889,0.35,28.125,24.33333333,54.275,91.48333333,48.89166667,36.50833333,23.825,23.825,-4.8046964,92.75833333,90.78333333,1172.375,270.375,9.15,36.50833333,2.616666667,-1.975,8.617383833
1/3/2021 15:00,72.625,21.85,83.26666667,58.275,83.25833333,74.93333333,0.175,33.05,24.33333333,54.28333333,91.475,50.475,36.40833333,24.75833333,24.75833333,4.146326567,70.99166667,71.925,824.0833333,193.2916667,4.025,36.40833333,0.725,0.933333333,3.9743816
1/3/2021 16:00,73.30833333,21.56666667,65.11666667,35.11666667,65.11666667,55.11666667,0.325,38.4,24.33333333,54.1,91.5,49.98333333,36.2,14.59166667,14.59166667,4.039059267,73.9,75.675,869.7916667,169.5833333,6.725,36.2,1.108333333,1.775,3.405950333
1/3/2021 17:00,73.26666667,21.64166667,72.025,42.44166667,72.025,62.16388889,0.083333333,32.81666667,24.33333333,54.50833333,91.475,49.225,35.99166667,23.69166667,23.69166667,-3.281476333,93.91666667,91.79166667,1474.833333,350.6666667,8.966666667,35.99166667,1.025,-2.125,5.1722608
1/3/2021 18:00,72.59166667,21.83333333,79.44166667,53.25,79.44166667,70.71111111,0.416666667,28.7,24.33333333,55.3,91.5,48.53333333,36.81666667,29.39166667,29.39166667,-12.45630843,89.71666667,84.91666667,1208.875,288.1666667,7.841666667,36.81666667,0.375,-4.8,2.0853056
1/3/2021 19:00,73.38333333,21.26666667,82.34166667,57.25833333,82.76666667,74.12222222,0.425,58.6,24.33333333,54.70833333,91.48333333,47.91666667,35.90833333,29.425,29.425,9.240852133,75.825,76.875,1223.625,294.875,7.266666667,35.90833333,1.833333333,1.05,9.300892533
1/3/2021 20:00,73.4,21.275,78.625,48.65833333,78.475,68.58611111,0,40.1,24.33333333,53.96666667,91.475,46.50833333,35.25,27.93333333,27.93333333,0.513516267,91.575,91.79166667,1115.958333,274.5416667,8.541666667,35.25,1.766666667,0.216666667,8.036383133
1/3/2021 21:00,72.45,21.40833333,80.71666667,50.625,80.625,70.65555556,0,14.625,24.33333333,54.14166667,91.475,44.55833333,35.10833333,15.59166667,15.59166667,1.030449467,74.40833333,74.99166667,701.3333333,110.375,2.866666667,35.10833333,0.075,0.583333333,0.407957433
1/3/2021 22:00,72.85833333,21.08333333,55.09166667,25.48333333,55.48333333,45.35277778,1.6,28.475,24.33333333,55.225,91.45,40.81666667,35.75,11.09166667,11.09166667,-6.227361,83.21666667,80.21666667,825.2916667,154.125,8.183333333,35.75,1.666666667,-3,1.944845233
1/3/2021 23:00,73.425,20.20833333,79.075,49.2,79.2,69.15833333,0.091666667,46.80833333,24.33333333,54.825,91.45833333,39.69166667,35.00833333,29.26666667,29.26666667,4.259329433,86.61666667,88.45,1275.208333,317.8333333,8.333333333,35.00833333,2.441666667,1.833333333,9.434519033
1/4/2021 0:00,72.55,20.00833333,78.55,48.55,78.55,68.55,0,5.216666667,24.33333333,54.23333333,91.475,38.95,33.65833333,10.34166667,10.34166667,0.9412431,76.73333333,77.3,430.1666667,71.25,2.175,33.65833333,0.058333333,0.566666667,0.2742089
1/4/2021 1:00,72.675,18.9,57.14166667,27.14166667,57.14166667,47.14166667,1.783333333,29.08333333,24.33333333,55.04166667,91.4,38.91666667,33.39166667,14.41666667,14.41666667,-8.802264333,87.98333333,84.75833333,1112.75,227.8333333,9.083333333,33.39166667,0.691666667,-3.225,1.1242931
1/4/2021 2:00,73.38333333,18.14166667,76.14166667,46.14166667,76.14166667,66.14166667,0.85,49.26666667,24.33333333,54.1,91.4,39.11666667,31.30833333,27.81666667,27.81666667,7.7034762,81.18333333,83.04166667,1238.75,301.6666667,8.566666667,31.30833333,1.366666667,1.858333333,6.4876581
1/4/2021 3:00,73.25833333,18.14166667,76.65,46.65,76.65,66.65,0,34.04166667,24.33333333,54.175,91.4,39.08333333,30.73333333,26.90833333,26.90833333,-3.4933262,94.93333333,93.88333333,1104.541667,268.9583333,8.533333333,30.73333333,1.791666667,-1.05,7.703720267
1/4/2021 4:00,72.35,18.575,83.16666667,53.16666667,83.16666667,73.16666667,2.916666667,10.73333333,24.33333333,54.25,91.41666667,39.23333333,31.09166667,29.7,29.7,2.677045233,74.48333333,74.23333333,1279.833333,319.6666667,7.216666667,31.09166667,0.591666667,-0.25,3.0075115
1/4/2021 5:00,72.95833333,18.05833333,59.95,29.95,59.95,49.95,3.883333333,22.425,24.33333333,53.95833333,91.4,39.50833333,30.675,16.45833333,16.45833333,2.8577766,73.90833333,74.6,1214.041667,262.4166667,9.575,30.675,2,0.691666667,4.180617933
1/4/2021 6:00,73.10833333,18.35833333,77,47,77,67,0.583333333,13.88333333,24.33333333,54.275,91.4,39.29166667,31.825,25.7,25.7,4.478989433,77.04166667,79.30833333,1178.291667,275.3333333,7.733333333,31.825,1.7,2.266666667,2.847403767
1/4/2021 7:00,72.28181818,18.74545455,69.67272727,42.84545455,69.82727273,60.78181818,5.627272727,1.4,26.54545455,54.68181818,91.4,39.00909091,32.1,21.43636364,21.43636364,-0.228579527,76.30909091,75.1,1264.136364,290.4090909,8.172727273,32.1,0.545454545,-1.209090909,0.855742109
1/4/2021 8:00,72.9,18.28333333,56.48333333,30.55833333,57.05833333,48.03333333,3.158333333,20.01666667,24.33333333,54.75,91.4,39.29166667,32.55833333,14.83333333,14.83333333,3.2938017,72.3,73.63333333,983.7916667,189.3333333,9.3,32.55833333,2.25,1.333333333,3.440729833
1/4/2021 9:00,73.18333333,18.71666667,71.58333333,41.60833333,71.69166667,61.62777778,0.641666667,19.70833333,24.33333333,53.99166667,91.41666667,47.33333333,33.1,24.26666667,24.26666667,4.7805338,74.85,77.025,1160.583333,277.5833333,8.616666667,33.1,1.708333333,2.175,3.448173867
1/4/2021 10:00,72.86666667,19.61666667,60.74166667,30.74166667,60.74166667,50.74166667,3.725,13.35833333,24.33333333,54.76666667,91.46666667,63.25833333,35.775,17.4,17.4,1.273539867,76.74166667,76.75833333,844.5833333,204.375,9.983333333,35.775,0.975,0.016666667,2.4664157
1/4/2021 11:00,72.775,20.45,74.74166667,44.74166667,74.74166667,64.74166667,8.158333333,15.95833333,24.33333333,55.24166667,91.48333333,79.01666667,39.00833333,26.34166667,26.34166667,3.7873045,70.85,70.78333333,1108.333333,270.0833333,8.708333333,39.00833333,1.241666667,-0.066666667,5.790359633
1/4/2021 12:00,73.65,20.85,84.15,60.475,84.15,76.25833333,0.316666667,36.28333333,24.33333333,54.04166667,90.25,90.05833333,38.98333333,30.35,30.35,10.09471937,67.28333333,70.125,1556.458333,387.375,6.975,38.98333333,2.55,2.841666667,9.6591824
1/4/2021 13:00,73.3,21.63333333,67.1,37.775,66.93333333,57.26944444,3.191666667,25.98333333,24.33333333,54.25,85.70833333,95.28333333,40.30833333,20.45833333,20.45833333,4.315708833,75.19166667,75.29166667,974.375,211.25,9.058333333,40.30833333,1.616666667,0.1,6.00404
1/4/2021 14:00,72.74166667,22.85833333,73.40833333,45.7,73.53333333,64.21388889,7.758333333,2.633333333,24.33333333,53.5,84.39166667,104.1416667,41.46666667,23.3,23.3,2.816285267,71.64166667,71.19166667,1214.416667,288.375,8.058333333,41.46666667,0.758333333,-0.45,3.737026767
1/4/2021 15:00,73.19166667,22.85833333,81.16666667,51.225,81.16666667,71.18611111,2.541666667,28.61666667,24.33333333,54.20833333,84.73333333,106.975,41.71666667,28.01666667,28.01666667,6.618599867,67.075,68.28333333,1357.583333,327.7083333,7.741666667,41.71666667,2.491666667,1.208333333,8.7234308
1/4/2021 16:00,73.45,23.25833333,74.08333333,44.08333333,74.08333333,64.08333333,0.108333333,26.55,24.33333333,55.19166667,87.91666667,95.11666667,42.24166667,24.79166667,24.79166667,7.6719916,71.425,73.65833333,1063.583333,249.75,8.783333333,42.24166667,2.091666667,2.233333333,7.3106509
1/4/2021 17:00,72.86666667,23.65,65.10833333,35.26666667,65.26666667,55.21388889,3.291666667,10.24166667,24.33333333,55.09166667,90.95,75.84166667,41.475,20.28333333,20.28333333,1.457200033,75.39166667,75.46666667,1290.958333,295.375,9.783333333,41.475,1.125,0.075,2.4806936
